"",BBK01.TS5599,BBK01.TS5599_FLAGS
"",Deposits of non-MFIs / Total / Redeemable at notice of over 3 months / Domestic / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:42,
1999-01,119.2,
1999-02,117.4,
1999-03,116.9,
1999-04,116.0,
1999-05,113.1,
1999-06,111.6,
1999-07,109.7,
1999-08,109.0,
1999-09,109.5,
1999-10,108.8,
1999-11,108.5,
1999-12,108.3,
2000-01,108.3,
2000-02,109.3,
2000-03,110.1,
2000-04,110.8,
2000-05,112.6,
2000-06,114.2,
2000-07,115.3,
2000-08,117.1,
2000-09,119.1,
2000-10,119.7,
2000-11,120.7,
2000-12,120.9,
2001-01,121.8,
2001-02,121.8,
2001-03,121.4,
2001-04,120.7,
2001-05,120.2,
2001-06,119.4,
2001-07,118.3,
2001-08,117.2,
2001-09,116.3,
2001-10,114.3,
2001-11,112.7,
2001-12,110.9,
2002-01,108.1,
2002-02,107.0,
2002-03,105.9,
2002-04,105.2,
2002-05,104.5,
2002-06,104.5,
2002-07,104.7,
2002-08,105.0,
2002-09,104.4,
2002-10,103.4,
2002-11,102.2,
2002-12,101.0,
2003-01,99.6,
2003-02,98.4,
2003-03,96.8,
2003-04,95.3,
2003-05,94.1,
2003-06,92.8,
2003-07,91.0,
2003-08,89.5,
2003-09,88.7,
2003-10,88.7,
2003-11,88.3,
2003-12,88.3,
2004-01,87.7,
2004-02,87.3,
2004-03,87.3,
2004-04,86.9,
2004-05,86.4,
2004-06,86.1,
2004-07,86.4,
2004-08,86.4,
2004-09,86.2,
2004-10,86.4,
2004-11,86.7,
2004-12,86.9,
2005-01,87.0,
2005-02,87.5,
2005-03,88.0,
2005-04,88.2,
2005-05,88.1,
2005-06,87.6,
2005-07,87.0,
2005-08,86.1,
2005-09,84.7,
2005-10,83.7,
2005-11,83.4,
2005-12,83.3,
2006-01,84.1,
2006-02,84.4,
2006-03,85.3,
2006-04,86.2,
2006-05,87.7,
2006-06,89.1,
2006-07,90.3,
2006-08,91.9,
2006-09,93.3,
2006-10,95.0,
2006-11,96.9,
2006-12,98.1,
2007-01,100.0,
2007-02,102.1,
2007-03,103.6,
2007-04,104.6,
2007-05,104.7,
2007-06,105.4,
2007-07,106.3,
2007-08,106.6,
2007-09,107.4,
2007-10,107.9,
2007-11,108.2,
2007-12,108.3,
2008-01,108.3,
2008-02,107.6,
2008-03,105.5,
2008-04,104.9,
2008-05,103.9,
2008-06,103.2,
2008-07,102.9,
2008-08,101.9,
2008-09,101.0,
2008-10,103.3,
2008-11,106.4,
2008-12,109.4,
2009-01,109.5,
2009-02,109.7,
2009-03,110.4,
2009-04,112.0,
2009-05,113.9,
2009-06,115.0,
2009-07,116.4,
2009-08,117.3,
2009-09,118.8,
2009-10,120.5,
2009-11,120.8,
2009-12,119.1,
2010-01,117.6,
2010-02,117.1,
2010-03,117.1,
2010-04,115.9,
2010-05,114.5,
2010-06,113.4,
2010-07,111.4,
2010-08,109.7,
2010-09,107.5,
2010-10,105.4,
2010-11,105.5,
2010-12,105.0,
2011-01,104.6,
2011-02,104.8,
2011-03,104.8,
2011-04,104.5,
2011-05,104.8,
2011-06,104.8,
2011-07,104.9,
2011-08,104.8,
2011-09,104.5,
2011-10,103.5,
2011-11,101.3,
2011-12,100.2,
2012-01,99.4,
2012-02,99.2,
2012-03,98.2,
2012-04,98.3,
2012-05,97.8,
2012-06,97.0,
2012-07,96.2,
2012-08,94.8,
2012-09,93.4,
2012-10,92.0,
2012-11,90.5,
2012-12,88.7,
2013-01,87.1,
2013-02,85.7,
2013-03,84.6,
2013-04,83.5,
2013-05,81.7,
2013-06,81.1,
2013-07,80.1,
2013-08,79.2,
2013-09,78.6,
2013-10,78.0,
2013-11,77.8,
2013-12,77.4,
2014-01,77.1,
2014-02,77.4,
2014-03,77.1,
2014-04,77.2,
2014-05,77.3,
2014-06,76.4,
2014-07,77.1,
2014-08,78.0,
2014-09,78.7,
2014-10,77.9,
2014-11,77.4,
2014-12,76.1,Provisional value
2015-01,77.3,
