"",BBK01.OEAA01Q,BBK01.OEAA01Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:19:09,
2002-01,101.528,
2002-04,100.713,
2002-07,97.322,
2002-10,98.847,
2003-01,98.071,
2003-04,105.979,
2003-07,106.847,
2003-10,106.510,
2004-01,104.873,
2004-04,91.909,
2004-07,90.429,
2004-10,92.298,
2005-01,92.790,
2005-04,95.962,
2005-07,97.710,
2005-10,95.316,
2006-01,100.007,
2006-04,104.011,
2006-07,99.190,
2006-10,100.318,
2007-01,109.455,
2007-04,103.885,
2007-07,94.817,
2007-10,96.486,
2008-01,92.409,
2008-04,94.851,
2008-07,94.095,
2008-10,93.417,
2009-01,92.798,
2009-04,95.237,
2009-07,96.418,
2009-10,106.817,
2010-01,105.986,
2010-04,107.155,
2010-07,95.200,
2010-10,95.524,
2011-01,95.267,
2011-04,91.577,
2011-07,83.646,
2011-10,85.473,
2012-01,88.201,
2012-04,91.157,
2012-07,93.179,
2012-10,96.268,
2013-01,94.122,
2013-04,90.864,
2013-07,90.577,
2013-10,98.685,
2014-01,96.699,
2014-04,97.443,
2014-07,97.914,
