"",BBK01.EU8148,BBK01.EU8148_FLAGS
"",External position of the Bundesbank since the beginning of EMU / Claims within the Eurosystem / Other claims (net),
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:53:34,
1998-12,-,"Nothing exists, comment"
1999-01,16988.353,
1999-02,16528.977,
1999-03,-4134.596,
1999-04,-1893.684,
1999-05,-5672.463,
1999-06,-17381.006,
1999-07,-39971.460,
1999-08,-8749.098,
1999-09,263.220,
1999-10,-8045.201,
1999-11,27852.030,
1999-12,26274.948,
2000-01,11690.555,
2000-02,10758.614,
2000-03,-562.882,
2000-04,9263.863,
2000-05,-5075.069,
2000-06,25824.615,
2000-07,-7581.864,
2000-08,-15048.029,
2000-09,6486.482,
2000-10,-809.817,
2000-11,-15299.407,
2000-12,-6850.943,
2001-01,634.212,
2001-02,5709.944,
2001-03,9154.451,
2001-04,865.850,
2001-05,1563.077,
2001-06,-9834.541,
2001-07,768.707,
2001-08,5331.490,
2001-09,3717.527,
2001-10,6144.845,
2001-11,-254.032,
2001-12,-30856.657,
2002-01,-13062.733,
2002-02,-14623.031,
2002-03,-12426.291,
2002-04,-1629.101,
2002-05,-4841.581,
2002-06,-12235.081,
2002-07,3684.238,
2002-08,9430.821,
2002-09,6167.080,
2002-10,11521.512,
2002-11,7216.890,
2002-12,4994.672,
2003-01,-1234.625,
2003-02,-2470.397,
2003-03,1436.405,
2003-04,24.266,
2003-05,-22687.247,
2003-06,-19134.104,
2003-07,-2761.489,
2003-08,120.474,
2003-09,-3569.393,
2003-10,18322.622,
2003-11,3270.096,
2003-12,4473.614,
2004-01,-737.682,
2004-02,-1731.717,
2004-03,11108.313,
2004-04,10261.628,
2004-05,-303.783,
2004-06,-20895.843,
2004-07,-18953.509,
2004-08,-3490.079,
2004-09,10535.030,
2004-10,-12204.221,
2004-11,-1711.947,
2004-12,7851.193,
2005-01,7382.072,
2005-02,-11135.692,
2005-03,12682.707,
2005-04,-162.559,
2005-05,16506.638,
2005-06,-2803.863,
2005-07,-653.635,
2005-08,19451.847,
2005-09,6802.594,
2005-10,14832.468,
2005-11,28475.564,
2005-12,29885.679,
2006-01,1554.670,
2006-02,7505.602,
2006-03,2598.542,
2006-04,-3339.095,
2006-05,17005.259,
2006-06,-11824.031,
2006-07,-1092.227,
2006-08,23994.973,
2006-09,15309.710,
2006-10,10469.185,
2006-11,14600.968,
2006-12,5398.894,
2007-01,13000.186,
2007-02,18704.213,
2007-03,20940.131,
2007-04,9083.920,
2007-05,25223.867,
2007-06,17598.105,
2007-07,20588.043,
2007-08,44129.889,
2007-09,47461.961,
2007-10,65455.349,
2007-11,72607.175,
2007-12,71045.990,
2008-01,93688.148,
2008-02,109906.565,
2008-03,87011.418,
2008-04,89665.012,
2008-05,91759.337,
2008-06,95534.585,
2008-07,94241.313,
2008-08,108085.255,
2008-09,99957.507,
2008-10,70196.029,
2008-11,93376.919,
2008-12,115649.627,
2009-01,133691.901,
2009-02,147304.005,
2009-03,151680.840,
2009-04,151774.285,
2009-05,139664.122,
2009-06,171052.306,
2009-07,161956.246,
2009-08,159718.503,
2009-09,179035.056,
2009-10,154341.352,
2009-11,160779.180,
2009-12,177935.488,
2010-01,177758.615,
2010-02,197480.659,
2010-03,207416.722,
2010-04,213677.089,
2010-05,255464.299,
2010-06,249415.731,
2010-07,271222.706,
2010-08,282597.372,
2010-09,309978.858,
2010-10,286661.264,
2010-11,299443.901,
2010-12,325553.039,
2011-01,302628.059,
2011-02,320693.869,
2011-03,323227.529,
2011-04,309106.246,
2011-05,323639.804,
2011-06,336538.547,
2011-07,343661.555,
2011-08,390422.894,
2011-09,449610.917,
2011-10,465514.789,
2011-11,495164.155,
2011-12,463310.669,
2012-01,498131.392,
2012-02,547046.729,
2012-03,615591.556,
2012-04,644182.048,
2012-05,698567.142,
2012-06,728566.766,
2012-07,727206.156,
2012-08,751449.184,
2012-09,695458.464,
2012-10,719352.026,
2012-11,715123.896,
2012-12,655669.755,
2013-01,616937.236,
2013-02,612572.195,
2013-03,588722.177,
2013-04,607865.630,
2013-05,589188.930,
2013-06,575476.572,
2013-07,576468.968,
2013-08,573628.190,
2013-09,570368.004,
2013-10,561496.911,
2013-11,544488.038,
2013-12,510200.898,
2014-01,500356.581,
2014-02,499231.915,
2014-03,470074.831,
2014-04,477688.464,
2014-05,466862.366,
2014-06,461816.781,
2014-07,443548.029,
2014-08,464303.348,
2014-09,479920.246,
2014-10,468708.238,
2014-11,467866.206,
2014-12,460846.214,
2015-01,515265.927,
