"",BBK01.TUE356,BBK01.TUE356_FLAGS
"",Lending to non-banks (non-MFIs) in the euro area / Total / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:18:59,
1997-09,7018343,
1997-10,7048843,
1997-11,7104225,
1997-12,7142992,
1998-01,7190165,
1998-02,7238163,
1998-03,7303571,
1998-04,7355460,
1998-05,7375873,
1998-06,7439281,
1998-07,7459689,
1998-08,7458085,
1998-09,7546742,
1998-10,7599930,
1998-11,7657470,
1998-12,7697472,
1999-01,7739456,
1999-02,7756760,
1999-03,7830790,
1999-04,7861055,
1999-05,7934563,
1999-06,8012500,
1999-07,8030022,
1999-08,8032312,
1999-09,8082042,
1999-10,8150979,
1999-11,8250440,
1999-12,8272759,
2000-01,8326426,
2000-02,8388712,
2000-03,8488215,
2000-04,8550652,
2000-05,8584293,
2000-06,8598612,
2000-07,8611978,
2000-08,8612547,
2000-09,8699164,
2000-10,8736700,
2000-11,8776365,
2000-12,8803718,
2001-01,9007014,
2001-02,9046150,
2001-03,9148995,
2001-04,9211880,
2001-05,9254173,
2001-06,9290023,
2001-07,9296001,
2001-08,9260109,
2001-09,9309096,
2001-10,9339141,
2001-11,9413886,
2001-12,9451311,
2002-01,9495554,
2002-02,9520644,
2002-03,9595143,
2002-04,9612597,
2002-05,9645072,
2002-06,9667190,
2002-07,9652966,
2002-08,9645565,
2002-09,9700550,
2002-10,9726356,
2002-11,9761785,
2002-12,9779243,
2003-01,9854347,
2003-02,9904472,
2003-03,9951537,
2003-04,10036407,
2003-05,10094706,
2003-06,10107551,
2003-07,10165139,
2003-08,10171216,
2003-09,10217252,
2003-10,10264053,
2003-11,10352188,
2003-12,10366144,
2004-01,10410826,
2004-02,10454436,
2004-03,10534638,
2004-04,10624835,
2004-05,10688083,
2004-06,10754966,
2004-07,10784629,
2004-08,10763533,
2004-09,10810547,
2004-10,10865093,
2004-11,10950087,
2004-12,10966671,
2005-01,11071391,
2005-02,11130656,
2005-03,11177962,
2005-04,11316714,
2005-05,11385628,
2005-06,11526090,
2005-07,11578878,
2005-08,11577924,
2005-09,11681356,
2005-10,11778684,
2005-11,11969659,
2005-12,11986196,
2006-01,12117904,
2006-02,12214366,
2006-03,12343066,
2006-04,12496901,
2006-05,12526264,
2006-06,12569682,
2006-07,12643939,
2006-08,12641331,
2006-09,12764957,
2006-10,12846485,
2006-11,12940170,
2006-12,12927352,
2007-01,13079607,
2007-02,13137317,
2007-03,13282576,
2007-04,13425000,
2007-05,13556100,
2007-06,13654268,
2007-07,13741721,
2007-08,13740960,
2007-09,13854729,
2007-10,14221098,
2007-11,14322676,
2007-12,14464225,
2008-01,14665684,
2008-02,14719201,
2008-03,14854109,
2008-04,15042569,
2008-05,15135124,
2008-06,15178676,
2008-07,15283718,
2008-08,15325973,
2008-09,15365890,
2008-10,15421868,
2008-11,15528496,
2008-12,15500269,
2009-01,15680721,
2009-02,15698788,
2009-03,15730665,
2009-04,15817121,
2009-05,15823702,
2009-06,15925133,
2009-07,15895210,
2009-08,15843421,
2009-09,15917245,
2009-10,15905554,
2009-11,15943576,
2009-12,15940662,
2010-01,15954960,
2010-02,15980027,
2010-03,16033971,
2010-04,16106331,
2010-05,16145758,
2010-06,16345563,
2010-07,16364488,
2010-08,16383050,
2010-09,16401150,
2010-10,16544881,
2010-11,16701031,
2010-12,16567371,
2011-01,16629920,
2011-02,16669415,
2011-03,16459305,
2011-04,16524496,
2011-05,16551802,
2011-06,16561858,
2011-07,16551700,
2011-08,16559366,
2011-09,16610321,
2011-10,16623456,
2011-11,16627329,
2011-12,16565109,
2012-01,16677531,
2012-02,16688166,
2012-03,16709006,
2012-04,16706087,
2012-05,16721807,
2012-06,16732053,
2012-07,16703890,
2012-08,16630717,
2012-09,16703900,
2012-10,16703729,
2012-11,16727020,
2012-12,16610774,
2013-01,16646909,
2013-02,16640281,
2013-03,16698511,
2013-04,16730656,
2013-05,16728139,
2013-06,16691563,
2013-07,16573168,
2013-08,16417181,
2013-09,16423095,
2013-10,16386401,
2013-11,16364776,
2013-12,16161482,
2014-01,16241928,
2014-02,16221992,
2014-03,16233555,
2014-04,16233301,
2014-05,16216975,
2014-06,16209330,
2014-07,16176052,
2014-08,16141215,
2014-09,16184840,
2014-10,16174019,
2014-11,16221238,
2014-12,16241639,
2015-01,16408525,
