"",BBK01.OUH319,BBK01.OUH319_FLAGS
"",Time deposits of foreign non-banks / Total / Savings banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:22,
1999-01,0.759,
1999-02,0.874,
1999-03,0.891,
1999-04,0.899,
1999-05,0.807,
1999-06,0.886,
1999-07,0.902,
1999-08,0.859,
1999-09,0.912,
1999-10,0.823,
1999-11,0.928,
1999-12,0.845,
2000-01,0.923,
2000-02,0.856,
2000-03,0.920,
2000-04,0.907,
2000-05,0.891,
2000-06,0.909,
2000-07,0.901,
2000-08,0.895,
2000-09,0.879,
2000-10,0.957,
2000-11,0.976,
2000-12,1.148,
2001-01,1.103,
2001-02,1.036,
2001-03,1.067,
2001-04,1.164,
2001-05,1.145,
2001-06,1.163,
2001-07,1.192,
2001-08,1.137,
2001-09,1.112,
2001-10,1.192,
2001-11,1.340,
2001-12,1.316,
2002-01,1.251,
2002-02,1.247,
2002-03,1.253,
2002-04,1.222,
2002-05,1.297,
2002-06,1.262,
2002-07,1.212,
2002-08,1.246,
2002-09,1.197,
2002-10,1.246,
2002-11,1.260,
2002-12,1.236,
2003-01,1.186,
2003-02,1.184,
2003-03,1.159,
2003-04,1.137,
2003-05,1.183,
2003-06,1.217,
2003-07,1.143,
2003-08,1.173,
2003-09,1.103,
2003-10,1.066,
2003-11,1.021,
2003-12,1.027,
2004-01,1.048,
2004-02,0.982,
2004-03,1.012,
2004-04,1.012,
2004-05,0.974,
2004-06,1.087,
2004-07,1.008,
2004-08,0.965,
2004-09,1.004,
2004-10,1.049,
2004-11,0.946,
2004-12,0.927,
2005-01,0.904,
2005-02,0.897,
2005-03,0.878,
2005-04,0.863,
2005-05,0.919,
2005-06,0.899,
2005-07,0.916,
2005-08,0.899,
2005-09,0.923,
2005-10,0.920,
2005-11,0.903,
2005-12,0.904,
2006-01,0.890,
2006-02,0.873,
2006-03,0.893,
2006-04,0.947,
2006-05,0.898,
2006-06,0.899,
2006-07,0.912,
2006-08,0.946,
2006-09,0.927,
2006-10,0.944,
2006-11,0.967,
2006-12,0.964,
2007-01,0.991,
2007-02,0.990,
2007-03,1.001,
2007-04,0.986,
2007-05,1.005,
2007-06,1.015,
2007-07,1.036,
2007-08,1.087,
2007-09,1.090,
2007-10,1.129,
2007-11,1.164,
2007-12,1.169,
2008-01,1.237,
2008-02,1.326,
2008-03,1.348,
2008-04,1.437,
2008-05,1.457,
2008-06,1.419,
2008-07,1.505,
2008-08,1.556,
2008-09,1.609,
2008-10,1.788,
2008-11,1.868,
2008-12,1.838,
2009-01,1.717,
2009-02,1.692,
2009-03,1.574,
2009-04,1.488,
2009-05,1.432,
2009-06,1.371,
2009-07,1.283,
2009-08,1.299,
2009-09,1.279,
2009-10,1.248,
2009-11,1.207,
2009-12,1.168,
2010-01,1.141,
2010-02,1.089,
2010-03,1.094,
2010-04,1.135,
2010-05,1.098,
2010-06,1.048,
2010-07,0.999,
2010-08,0.941,
2010-09,0.958,
2010-10,0.946,
2010-11,0.888,
2010-12,0.883,
2011-01,0.855,
2011-02,0.857,
2011-03,0.914,
2011-04,1.005,
2011-05,1.076,
2011-06,1.056,
2011-07,1.105,
2011-08,0.998,
2011-09,1.068,
2011-10,1.105,
2011-11,1.092,
2011-12,1.170,
2012-01,1.175,
2012-02,1.201,
2012-03,1.185,
2012-04,1.050,
2012-05,1.035,
2012-06,1.055,
2012-07,1.040,
2012-08,1.003,
2012-09,0.996,
2012-10,0.875,
2012-11,0.834,
2012-12,1.010,
2013-01,0.984,
2013-02,0.927,
2013-03,0.871,
2013-04,0.820,
2013-05,0.825,
2013-06,0.821,
2013-07,0.769,
2013-08,0.873,
2013-09,0.815,
2013-10,0.793,
2013-11,0.776,
2013-12,0.779,
2014-01,0.739,
2014-02,0.657,
2014-03,0.658,
2014-04,0.546,
2014-05,0.532,
2014-06,0.499,
2014-07,0.496,
2014-08,0.481,
2014-09,0.491,
2014-10,0.447,
2014-11,0.459,
2014-12,0.433,Provisional value
