"",BBK01.QUX280,BBK01.QUX280_FLAGS
"",All foreign subsidiaries: Short-term liabilities to non-residents / Countries in Africa / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:19:25,
2001-12,2.397,
2002-01,2.320,
2002-02,2.475,
2002-03,2.696,
2002-04,3.356,
2002-05,2.605,
2002-06,2.437,
2002-07,2.416,
2002-08,2.449,
2002-09,2.726,
2002-10,2.240,
2002-11,2.274,
2002-12,2.184,
2003-01,2.149,
2003-02,2.160,
2003-03,2.055,
2003-04,1.850,
2003-05,1.994,
2003-06,2.312,
2003-07,2.082,
2003-08,1.968,
2003-09,2.215,
2003-10,1.950,
2003-11,2.044,
2003-12,1.758,
2004-01,2.167,
2004-02,2.271,
2004-03,2.311,
2004-04,2.193,
2004-05,2.163,
2004-06,2.027,
2004-07,1.801,
2004-08,1.918,
2004-09,1.869,
2004-10,2.148,
2004-11,1.996,
2004-12,1.970,
2005-01,2.025,
2005-02,1.826,
2005-03,2.088,
2005-04,2.218,
2005-05,2.074,
2005-06,2.408,
2005-07,2.365,
2005-08,2.362,
2005-09,2.362,
2005-10,3.033,
2005-11,2.409,
2005-12,3.077,
2006-01,2.679,
2006-02,2.824,
2006-03,3.233,
2006-04,2.984,
2006-05,3.281,
2006-06,3.331,
2006-07,3.433,
2006-08,3.321,
2006-09,3.361,
2006-10,3.401,
2006-11,3.391,
2006-12,4.098,
2007-01,1.577,
2007-02,1.728,
2007-03,1.773,
2007-04,1.511,
2007-05,1.929,
2007-06,1.791,
2007-07,2.191,
2007-08,2.144,
2007-09,1.941,
2007-10,1.781,
2007-11,1.814,
2007-12,2.127,
2008-01,2.139,
2008-02,1.708,
2008-03,1.967,
2008-04,2.277,
2008-05,2.470,
2008-06,2.215,
2008-07,1.881,
2008-08,2.786,
2008-09,2.346,
2008-10,1.888,
2008-11,2.141,
2008-12,2.475,
2009-01,2.271,
2009-02,2.126,
2009-03,1.906,
2009-04,1.925,
2009-05,2.468,
2009-06,1.760,
2009-07,1.662,
2009-08,1.660,
2009-09,2.064,
2009-10,1.820,
2009-11,1.791,
2009-12,1.592,
2010-01,1.843,
2010-02,1.756,
2010-03,2.135,
2010-04,1.751,
2010-05,1.877,
2010-06,1.746,
2010-07,1.710,
2010-08,1.873,
2010-09,1.794,
2010-10,1.770,
2010-11,1.889,
2010-12,1.979,
2011-01,2.072,
2011-02,1.788,
2011-03,1.835,
2011-04,1.731,
2011-05,2.236,
2011-06,1.722,
2011-07,1.829,
2011-08,1.856,
2011-09,1.991,
2011-10,2.187,
2011-11,1.934,
2011-12,2.192,
2012-01,1.936,
2012-02,1.856,
2012-03,2.138,
2012-04,2.358,
2012-05,1.867,
2012-06,1.827,
2012-07,1.977,
2012-08,2.309,
2012-09,2.442,
2012-10,2.249,
2012-11,2.389,
2012-12,2.814,
2013-01,2.223,
2013-02,2.124,
2013-03,2.554,
2013-04,2.173,
2013-05,1.865,
2013-06,2.350,
2013-07,2.827,
2013-08,2.346,
2013-09,2.478,
2013-10,2.055,
2013-11,2.310,
2013-12,1.925,
2014-01,2.294,
2014-02,2.384,
2014-03,3.757,
2014-04,3.725,
2014-05,3.779,
2014-06,2.843,
2014-07,2.357,
2014-08,2.298,
2014-09,2.241,
2014-10,1.863,
2014-11,1.675,
