"",BBK01.OUE301,BBK01.OUE301_FLAGS
"",Time deposits of local government and local government associations / for more than one year up to and including two years / Branches of foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:25:39,
1999-01,0.021,
1999-02,0.022,
1999-03,0.022,
1999-04,0.021,
1999-05,0.021,
1999-06,0.021,
1999-07,0.020,
1999-08,0.017,
1999-09,0.019,
1999-10,0.024,
1999-11,0.025,
1999-12,0.025,
2000-01,0.030,
2000-02,0.028,
2000-03,0.020,
2000-04,0.020,
2000-05,0.020,
2000-06,0.029,
2000-07,0.027,
2000-08,0.028,
2000-09,0.026,
2000-10,0.023,
2000-11,0.030,
2000-12,0.028,
2001-01,0.023,
2001-02,0.021,
2001-03,0.021,
2001-04,0.027,
2001-05,0.027,
2001-06,0.025,
2001-07,0.016,
2001-08,0.014,
2001-09,0.012,
2001-10,0.015,
2001-11,0.014,
2001-12,0.014,
2002-01,0.014,
2002-02,0.014,
2002-03,0.014,
2002-04,0.008,
2002-05,0.008,
2002-06,0.013,
2002-07,0.013,
2002-08,0.013,
2002-09,0.009,
2002-10,0.006,
2002-11,0.007,
2002-12,0.007,
2003-01,0.007,
2003-02,0.007,
2003-03,0.007,
2003-04,0.013,
2003-05,0.014,
2003-06,0.014,
2003-07,0.018,
2003-08,0.021,
2003-09,0.021,
2003-10,0.021,
2003-11,0.032,
2003-12,0.033,
2004-01,0.033,
2004-02,0.033,
2004-03,0.033,
2004-04,0.027,
2004-05,0.026,
2004-06,0.023,
2004-07,0.031,
2004-08,0.027,
2004-09,0.029,
2004-10,0.029,
2004-11,0.026,
2004-12,0.024,
2005-01,0.024,
2005-02,0.024,
2005-03,0.024,
2005-04,0.025,
2005-05,0.026,
2005-06,0.026,
2005-07,0.027,
2005-08,0.027,
2005-09,0.023,
2005-10,0.023,
2005-11,0.018,
2005-12,0.018,
2006-01,0.018,
2006-02,0.018,
2006-03,0.018,
2006-04,0.023,
2006-05,0.023,
2006-06,0.021,
2006-07,0.013,
2006-08,0.030,
2006-09,0.029,
2006-10,0.022,
2006-11,0.020,
2006-12,0.024,
2007-01,0.023,
2007-02,0.023,
2007-03,0.024,
2007-04,0.017,
2007-05,0.017,
2007-06,0.022,
2007-07,0.015,
2007-08,0.015,
2007-09,0.026,
2007-10,0.031,
2007-11,0.034,
2007-12,0.037,
2008-01,0.039,
2008-02,0.058,
2008-03,0.060,
2008-04,0.057,
2008-05,0.064,
2008-06,0.059,
2008-07,0.062,
2008-08,0.068,
2008-09,0.064,
2008-10,0.061,
2008-11,0.055,
2008-12,0.059,
2009-01,0.064,
2009-02,0.049,
2009-03,0.048,
2009-04,0.048,
2009-05,0.052,
2009-06,0.050,
2009-07,0.052,
2009-08,0.061,
2009-09,0.051,
2009-10,0.040,
2009-11,0.038,
2009-12,0.033,
2010-01,0.035,
2010-02,0.036,
2010-03,0.031,
2010-04,0.032,
2010-05,0.033,
2010-06,0.024,
2010-07,0.023,
2010-08,0.015,
2010-09,0.016,
2010-10,0.021,
2010-11,0.030,
2010-12,0.033,
2011-01,0.031,
2011-02,0.054,
2011-03,0.054,
2011-04,0.060,
2011-05,0.060,
2011-06,0.060,
2011-07,0.060,
2011-08,0.077,
2011-09,0.065,
2011-10,0.078,
2011-11,0.074,
2011-12,0.055,
2012-01,0.056,
2012-02,0.073,
2012-03,0.071,
2012-04,0.057,
2012-05,0.046,
2012-06,0.047,
2012-07,0.043,
2012-08,0.032,
2012-09,0.047,
2012-10,0.047,
2012-11,0.073,
2012-12,0.073,
2013-01,0.073,
2013-02,0.072,
2013-03,0.079,
2013-04,0.083,
2013-05,0.109,
2013-06,0.123,
2013-07,0.118,
2013-08,0.130,
2013-09,0.118,
2013-10,0.116,
2013-11,0.115,
2013-12,0.099,
2014-01,0.101,
2014-02,0.104,
2014-03,0.117,
2014-04,0.118,
2014-05,0.129,
2014-06,0.128,
2014-07,0.109,
2014-08,0.111,
2014-09,0.100,
2014-10,0.099,
2014-11,0.097,
2014-12,0.234,Provisional value
