"",BBK01.QX6366,BBK01.QX6366_FLAGS
"",Banks in Germany: Liabilities to non-residents / Russian Federation / US dollar,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:15:19,
1994-01,0.561,
1994-02,0.531,
1994-03,0.601,
1994-04,0.563,
1994-05,0.611,
1994-06,0.761,
1994-07,0.448,
1994-08,0.443,
1994-09,0.616,
1994-10,0.551,
1994-11,0.729,
1994-12,0.719,
1995-01,0.555,
1995-02,0.698,
1995-03,0.582,
1995-04,0.515,
1995-05,0.579,
1995-06,0.520,
1995-07,0.440,
1995-08,0.454,
1995-09,0.556,
1995-10,0.761,
1995-11,0.626,
1995-12,0.844,
1996-01,0.857,
1996-02,0.586,
1996-03,0.684,
1996-04,0.541,
1996-05,0.616,
1996-06,0.622,
1996-07,0.576,
1996-08,0.672,
1996-09,0.776,
1996-10,0.672,
1996-11,0.735,
1996-12,0.776,
1997-01,0.666,
1997-02,0.779,
1997-03,0.687,
1997-04,0.720,
1997-05,0.782,
1997-06,0.952,
1997-07,1.113,
1997-08,0.784,
1997-09,1.134,
1997-10,0.794,
1997-11,0.952,
1997-12,0.875,
1998-01,0.869,
1998-02,0.784,
1998-03,0.896,
1998-04,0.842,
1998-05,0.759,
1998-06,1.075,
1998-07,1.070,
1998-08,0.597,
1998-09,0.587,
1998-10,0.584,
1998-11,0.632,
1998-12,0.687,
1999-01,0.722,
1999-02,0.853,
1999-03,0.880,
1999-04,0.906,
1999-05,1.015,
1999-06,0.804,
1999-07,0.848,
1999-08,0.943,
1999-09,0.936,
1999-10,0.970,
1999-11,0.967,
1999-12,1.032,
2000-01,1.080,
2000-02,1.302,
2000-03,1.207,
2000-04,1.277,
2000-05,1.445,
2000-06,1.274,
2000-07,1.470,
2000-08,1.578,
2000-09,1.652,
2000-10,1.819,
2000-11,1.678,
2000-12,1.650,
2001-01,2.027,
2001-02,2.054,
2001-03,1.810,
2001-04,2.506,
2001-05,2.532,
2001-06,2.542,
2001-07,2.407,
2001-08,2.346,
2001-09,2.930,
2001-10,3.409,
2001-11,3.796,
2001-12,5.250,
2002-01,5.285,
2002-02,7.055,
2002-03,5.921,
2002-04,6.286,
2002-05,6.206,
2002-06,5.069,
2002-07,7.034,
2002-08,7.305,
2002-09,6.262,
2002-10,6.452,
2002-11,5.788,
2002-12,5.286,
2003-01,5.500,
2003-02,5.542,
2003-03,5.388,
2003-04,6.601,
2003-05,4.139,
2003-06,5.429,
2003-07,5.843,
2003-08,5.936,
2003-09,5.334,
2003-10,5.401,
2003-11,5.791,
2003-12,4.513,
2004-01,5.706,
2004-02,5.156,
2004-03,4.872,
2004-04,4.943,
2004-05,4.183,
2004-06,4.202,
2004-07,4.063,
2004-08,2.814,
2004-09,3.430,
2004-10,3.221,
2004-11,3.991,
2004-12,3.851,
2005-01,3.921,
2005-02,4.434,
2005-03,4.525,
2005-04,4.626,
2005-05,3.947,
2005-06,5.552,
2005-07,4.095,
2005-08,5.454,
2005-09,5.411,
2005-10,4.750,
2005-11,4.522,
2005-12,3.406,
2006-01,4.803,
2006-02,4.456,
2006-03,5.164,
2006-04,3.988,
2006-05,3.948,
2006-06,5.667,
2006-07,5.609,
2006-08,4.126,
2006-09,4.872,
2006-10,4.985,
2006-11,4.507,
2006-12,4.255,
2007-01,4.349,
2007-02,4.973,
2007-03,5.312,
2007-04,5.974,
2007-05,8.419,
2007-06,8.022,
2007-07,8.605,
2007-08,7.602,
2007-09,5.897,
2007-10,4.760,
2007-11,2.727,
2007-12,1.895,
2008-01,1.721,
2008-02,2.422,
2008-03,2.103,
2008-04,1.420,
2008-05,1.153,
2008-06,1.530,
2008-07,3.523,
2008-08,6.949,
2008-09,5.053,
2008-10,3.381,
2008-11,2.812,
2008-12,3.567,
2009-01,3.270,
2009-02,3.825,
2009-03,2.811,
2009-04,3.009,
2009-05,1.892,
2009-06,1.868,
2009-07,2.789,
2009-08,3.124,
2009-09,3.281,
2009-10,2.538,
2009-11,2.297,
2009-12,2.045,
2010-01,2.090,
2010-02,1.994,
2010-03,3.027,
2010-04,1.909,
2010-05,1.520,
2010-06,2.142,
2010-07,1.742,
2010-08,1.509,
2010-09,2.054,
2010-10,1.578,
2010-11,1.994,
2010-12,3.743,
2011-01,2.406,
2011-02,2.143,
2011-03,1.891,
2011-04,2.597,
2011-05,2.895,
2011-06,2.880,
2011-07,2.036,
2011-08,2.333,
2011-09,3.935,
2011-10,3.479,
2011-11,3.368,
2011-12,2.216,
2012-01,4.470,
2012-02,4.600,
2012-03,4.491,
2012-04,5.171,
2012-05,5.944,
2012-06,4.061,
2012-07,7.151,
2012-08,5.536,
2012-09,4.419,
2012-10,4.842,
2012-11,6.092,
2012-12,3.579,
2013-01,3.903,
2013-02,4.644,
2013-03,3.583,
2013-04,4.305,
2013-05,5.976,
2013-06,5.115,
2013-07,5.737,
2013-08,5.236,
2013-09,3.051,
2013-10,2.737,
2013-11,3.524,
2013-12,1.864,
2014-01,3.476,
2014-02,3.428,
2014-03,3.168,
2014-04,2.892,
2014-05,3.825,
2014-06,1.814,
2014-07,1.354,
2014-08,1.649,
2014-09,1.311,
2014-10,1.212,
2014-11,1.074,
2014-12,1.216,
