"",BBK01.PQ1724,BBK01.PQ1724_FLAGS
"",Lending to craft trades / Long-term / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:25:09,
1968-10,0.518,
1969-01,0.503,
1969-04,0.529,
1969-07,0.550,
1969-10,0.577,
1970-01,0.588,
1970-04,0.604,
1970-07,0.624,
1970-10,0.636,
1971-01,0.649,
1971-04,0.668,
1971-07,0.704,
1971-10,0.734,
1972-01,0.769,
1972-04,0.813,
1972-07,0.839,
1972-10,0.899,
1973-01,0.929,
1973-04,0.945,
1973-07,0.958,
1973-10,1.025,
1974-01,1.026,
1974-04,1.023,
1974-07,1.036,
1974-10,1.056,
1975-01,1.062,
1975-04,1.099,
1975-07,1.085,
1975-10,1.221,
1976-01,1.254,
1976-04,1.283,
1976-07,1.342,
1976-10,1.402,
1977-01,1.437,
1977-04,1.483,
1977-07,1.528,
1977-10,1.596,
1978-01,1.646,
1978-04,1.693,
1978-07,1.774,
1978-10,1.861,
1979-01,1.913,
1979-04,1.976,
1979-07,2.034,
1979-10,2.126,
1980-01,2.212,
1980-04,2.255,
1980-07,2.320,
1980-10,3.108,
1981-01,3.241,
1981-04,3.293,
1981-07,3.375,
1981-10,3.462,
1982-01,3.596,
1982-04,3.674,
1982-07,3.755,
1982-10,3.876,
1983-01,3.895,
1983-04,4.011,
1983-07,4.130,
1983-10,4.206,
1984-01,4.245,
1984-04,4.277,
1984-07,4.356,
1984-10,4.460,
1985-01,4.506,
1985-04,4.540,
1985-07,4.590,
1985-10,5.202,
1986-01,5.203,
1986-04,5.255,
1986-07,5.282,
1986-10,5.344,
1987-01,5.338,
1987-04,5.369,
1987-07,5.420,
1987-10,5.445,
1988-01,5.461,
1988-04,5.492,
1988-07,5.573,
1988-10,5.638,
1989-01,5.644,
1989-04,5.679,
1989-07,5.576,
1989-10,5.726,
1990-01,5.725,
1990-04,5.874,
1990-07,5.976,
1990-10,6.062,
1991-01,6.006,
1991-04,6.104,
1991-07,6.159,
1991-10,6.307,
1992-01,6.360,
1992-04,6.454,
1992-07,6.527,
1992-10,6.495,
1993-01,6.710,
1993-04,6.769,
1993-07,6.850,
1993-10,7.100,
1994-01,7.203,
1994-04,7.420,
1994-07,7.532,
1994-10,7.681,
1995-01,7.638,
1995-04,7.787,
1995-07,7.881,
1995-10,7.964,
1996-01,8.009,
1996-04,8.109,
1996-07,8.193,
1996-10,8.315,
1997-01,8.371,
1997-04,8.698,
1997-07,8.761,
1997-10,8.887,
1998-01,8.910,
1998-04,8.995,
1998-07,9.072,
1998-10,9.348,
1999-01,8.081,
1999-04,8.188,
1999-07,8.246,
1999-10,8.876,
2000-01,8.972,
2000-04,9.004,
2000-07,8.941,
2000-10,8.919,
2001-01,8.771,
2001-04,8.672,
2001-07,8.558,
2001-10,8.518,
2002-01,8.370,
2002-04,8.305,
2002-07,8.180,
2002-10,8.124,
2003-01,7.953,
2003-04,7.893,
2003-07,7.771,
2003-10,7.648,
2004-01,7.413,
2004-04,7.325,
2004-07,7.237,
2004-10,7.131,
2005-01,6.970,
2005-04,6.863,
2005-07,6.746,
2005-10,6.996,
2006-01,7.107,
2006-04,7.073,
2006-07,7.738,
2006-10,7.921,
2007-01,8.079,
2007-04,8.383,
2007-07,8.270,
2007-10,8.159,
2008-01,8.009,
2008-04,7.944,
2008-07,7.862,
2008-10,7.727,
2009-01,7.573,
2009-04,7.513,
2009-07,7.458,
2009-10,7.429,
2010-01,7.320,
2010-04,7.361,
2010-07,7.323,
2010-10,7.284,
2011-01,7.197,
2011-04,7.173,
2011-07,7.187,
2011-10,7.135,
2012-01,7.032,
2012-04,6.999,
2012-07,6.952,
2012-10,6.910,
2013-01,6.796,
2013-04,6.766,
2013-07,6.722,
2013-10,6.631,
2014-01,6.557,
2014-04,6.518,
2014-07,6.483,
2014-10,6.415,
