"",BBK01.SUD203,BBK01.SUD203_FLAGS
"",New business (volumes) of German banks / Households' deposits with an agreed maturity of over 1 and up to 2 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:26:45,
2003-01,2532,
2003-02,1263,
2003-03,1061,
2003-04,1009,
2003-05,886,
2003-06,767,
2003-07,665,
2003-08,627,
2003-09,679,
2003-10,986,
2003-11,1065,
2003-12,1512,
2004-01,1542,
2004-02,1056,
2004-03,840,
2004-04,1243,
2004-05,1097,
2004-06,838,
2004-07,1071,
2004-08,701,
2004-09,913,
2004-10,960,
2004-11,856,
2004-12,929,
2005-01,1647,
2005-02,1089,
2005-03,958,
2005-04,743,
2005-05,1067,
2005-06,994,
2005-07,1060,
2005-08,1060,
2005-09,1123,
2005-10,1346,
2005-11,1372,
2005-12,1124,
2006-01,2112,
2006-02,1715,
2006-03,1401,
2006-04,1529,
2006-05,1548,
2006-06,1592,
2006-07,2190,
2006-08,1347,
2006-09,1691,
2006-10,2495,
2006-11,2240,
2006-12,2069,
2007-01,2974,
2007-02,3178,
2007-03,2715,
2007-04,2647,
2007-05,1934,
2007-06,3006,
2007-07,2928,
2007-08,2424,
2007-09,2811,
2007-10,4426,
2007-11,4358,
2007-12,4997,
2008-01,5178,
2008-02,2051,
2008-03,1308,
2008-04,1456,
2008-05,1359,
2008-06,2511,
2008-07,3507,
2008-08,2914,
2008-09,2022,
2008-10,2624,
2008-11,2623,
2008-12,2583,
2009-01,3415,
2009-02,2015,
2009-03,1746,
2009-04,1611,
2009-05,1663,
2009-06,1293,
2009-07,2077,
2009-08,1393,
2009-09,1584,
2009-10,1868,
2009-11,1801,
2009-12,1704,
2010-01,1645,
2010-02,1287,
2010-03,1418,
2010-04,935,
2010-05,701,
2010-06,545,
2010-07,1171,
2010-08,1245,
2010-09,1354,
2010-10,1166,
2010-11,1342,
2010-12,1075,
2011-01,1570,
2011-02,1621,
2011-03,1980,
2011-04,1988,
2011-05,1980,
2011-06,1707,
2011-07,2140,
2011-08,1828,
2011-09,1244,
2011-10,1938,
2011-11,2261,
2011-12,1980,
2012-01,1724,
2012-02,1677,
2012-03,1148,
2012-04,870,
2012-05,828,
2012-06,573,
2012-07,1261,
2012-08,1261,
2012-09,934,
2012-10,1090,
2012-11,1670,
2012-12,1212,
2013-01,1616,
2013-02,745,
2013-03,620,
2013-04,796,
2013-05,868,
2013-06,633,
2013-07,765,
2013-08,546,
2013-09,586,
2013-10,883,
2013-11,869,
2013-12,700,
2014-01,837,
2014-02,810,
2014-03,583,
2014-04,808,
2014-05,690,
2014-06,595,
2014-07,691,
2014-08,600,
2014-09,611,
2014-10,560,
2014-11,616,
2014-12,570,Provisional value
"",General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. p = Provisional,
