"",BBK01.QUF806,BBK01.QUF806_FLAGS
"","All foreign subsidiaries: Claims on non-residents, total / Malta / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:15:41,
2004-12,0.150,
2005-01,0.166,
2005-02,0.165,
2005-03,0.166,
2005-04,0.166,
2005-05,0.168,
2005-06,0.167,
2005-07,0.168,
2005-08,0.156,
2005-09,0.156,
2005-10,0.155,
2005-11,0.156,
2005-12,0.155,
2006-01,0.148,
2006-02,0.153,
2006-03,0.152,
2006-04,0.147,
2006-05,0.142,
2006-06,0.134,
2006-07,0.130,
2006-08,0.128,
2006-09,0.138,
2006-10,0.138,
2006-11,0.138,
2006-12,0.140,
2007-01,0.123,
2007-02,0.118,
2007-03,0.086,
2007-04,0.084,
2007-05,0.089,
2007-06,0.109,
2007-07,0.135,
2007-08,0.120,
2007-09,0.107,
2007-10,0.106,
2007-11,0.112,
2007-12,0.143,
2008-01,0.401,
2008-02,0.694,
2008-03,0.681,
2008-04,0.687,
2008-05,0.447,
2008-06,0.488,
2008-07,0.707,
2008-08,0.740,
2008-09,0.814,
2008-10,0.738,
2008-11,0.471,
2008-12,0.446,
2009-01,0.488,
2009-02,0.496,
2009-03,0.474,
2009-04,0.452,
2009-05,0.444,
2009-06,0.446,
2009-07,0.440,
2009-08,0.433,
2009-09,0.425,
2009-10,0.420,
2009-11,0.136,
2009-12,0.128,
2010-01,0.133,
2010-02,0.135,
2010-03,0.134,
2010-04,0.136,
2010-05,0.178,
2010-06,0.195,
2010-07,0.213,
2010-08,0.234,
2010-09,0.228,
2010-10,0.225,
2010-11,0.233,
2010-12,0.207,
2011-01,0.201,
2011-02,0.201,
2011-03,0.194,
2011-04,0.185,
2011-05,0.191,
2011-06,0.192,
2011-07,0.191,
2011-08,0.190,
2011-09,0.355,
2011-10,0.395,
2011-11,0.632,
2011-12,0.511,
2012-01,0.425,
2012-02,0.396,
2012-03,0.393,
2012-04,0.364,
2012-05,0.511,
2012-06,0.522,
2012-07,0.500,
2012-08,0.508,
2012-09,0.503,
2012-10,0.501,
2012-11,0.497,
2012-12,0.432,
2013-01,0.444,
2013-02,0.451,
2013-03,0.457,
2013-04,0.458,
2013-05,0.463,
2013-06,0.535,
2013-07,0.531,
2013-08,0.549,
2013-09,0.544,
2013-10,0.317,
2013-11,0.269,
2013-12,0.267,
2014-01,0.269,
2014-02,0.223,
2014-03,0.222,
2014-04,0.225,
2014-05,0.224,
2014-06,0.214,
2014-07,0.218,
2014-08,0.218,
2014-09,0.222,
2014-10,0.218,
2014-11,0.224,
