"",BBK01.SU0047,BBK01.SU0047_FLAGS
"","Lending rates of banks / Mortgage loans secured by residential real estate with interest rates fixed for 10 years, effective interest rate / Lowest rate of spread",
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2013-04-03 10:29:06,
1982-06,9.63,
1982-07,9.87,
1982-08,9.72,
1982-09,9.56,
1982-10,9.19,
1982-11,9.10,
1982-12,8.84,
1983-01,8.53,
1983-02,8.70,
1983-03,8.50,
1983-04,8.40,
1983-05,8.40,
1983-06,8.69,
1983-07,8.77,
1983-08,8.63,
1983-09,9.33,
1983-10,8.95,
1983-11,9.26,
1983-12,9.36,
1984-01,9.33,
1984-02,9.17,
1984-03,8.73,
1984-04,8.95,
1984-05,8.99,
1984-06,9.15,
1984-07,9.10,
1984-08,9.08,
1984-09,8.73,
1984-10,8.29,
1984-11,8.38,
1984-12,7.77,
1985-01,8.16,
1985-02,8.31,
1985-03,8.53,
1985-04,8.31,
1985-05,7.84,
1985-06,8.16,
1985-07,7.57,
1985-08,7.74,
1985-09,7.71,
1985-10,7.63,
1985-11,7.76,
1985-12,7.76,
1986-01,7.76,
1986-02,7.67,
1986-03,7.44,
1986-04,7.17,
1986-05,7.08,
1986-06,7.35,
1986-07,7.51,
1986-08,7.32,
1986-09,7.33,
1986-10,7.34,
1986-11,7.51,
1986-12,7.52,
1987-01,7.44,
1987-02,7.25,
1987-03,7.20,
1987-04,7.05,
1987-05,7.01,
1987-06,6.94,
1987-07,7.06,
1987-08,7.23,
1987-09,7.48,
1987-10,7.50,
1987-11,7.34,
1987-12,7.23,
1988-01,7.24,
1988-02,7.07,
1988-03,6.95,
1988-04,6.91,
1988-05,7.02,
1988-06,7.19,
1988-07,7.37,
1988-08,7.50,
1988-09,7.46,
1988-10,7.32,
1988-11,7.19,
1988-12,7.24,
1989-01,7.39,
1989-02,7.40,
1989-03,7.50,
1989-04,7.66,
1989-05,7.71,
1989-06,7.80,
1989-07,7.71,
1989-08,7.66,
1989-09,7.75,
1989-10,7.98,
1989-11,8.15,
1989-12,8.26,
1990-01,8.43,
1990-02,8.73,
1990-03,9.12,
1990-04,9.14,
1990-05,9.32,
1990-06,9.39,
1990-07,9.37,
1990-08,9.44,
1990-09,9.49,
1990-10,9.50,
1990-11,9.67,
1990-12,9.58,
1991-01,9.67,
1991-02,9.08,
1991-03,9.05,
1991-04,9.05,
1991-05,9.05,
1991-06,9.05,
1991-07,9.20,
1991-08,9.31,
1991-09,9.26,
1991-10,9.15,
1991-11,9.17,
1991-12,9.12,
1992-01,8.82,
1992-02,8.74,
1992-03,8.74,
1992-04,8.81,
1992-05,8.79,
1992-06,8.83,
1992-07,8.85,
1992-08,8.97,
1992-09,8.84,
1992-10,8.41,
1992-11,8.27,
1992-12,8.29,
1993-01,7.98,
1993-02,7.88,
1993-03,7.61,
1993-04,7.61,
1993-05,7.66,
1993-06,7.72,
1993-07,7.70,
1993-08,7.45,
1993-09,7.23,
1993-10,7.14,
1993-11,7.07,
1993-12,7.03,
1994-01,6.98,
1994-02,7.03,
1994-03,7.18,
1994-04,7.43,
1994-05,7.56,
1994-06,7.77,
1994-07,7.98,
1994-08,8.04,
1994-09,8.35,
1994-10,8.47,
1994-11,8.58,
1994-12,8.50,
1995-01,8.57,
1995-02,8.46,
1995-03,8.35,
1995-04,8.07,
1995-05,7.94,
1995-06,7.76,
1995-07,7.82,
1995-08,7.77,
1995-09,7.61,
1995-10,7.61,
1995-11,7.49,
1995-12,7.19,
1996-01,7.05,
1996-02,7.07,
1996-03,7.23,
1996-04,7.34,
1996-05,7.34,
1996-06,7.34,
1996-07,7.45,
1996-08,7.28,
1996-09,7.18,
1996-10,7.02,
1996-11,6.94,
1996-12,6.81,
1997-01,6.81,
1997-02,6.59,
1997-03,6.48,
1997-04,6.48,
1997-05,6.49,
1997-06,6.50,
1997-07,6.54,
1997-08,6.42,
1997-09,6.49,
1997-10,6.42,
1997-11,6.59,
1997-12,6.43,
1998-01,6.17,
1998-02,5.97,
1998-03,5.88,
1998-04,5.80,
1998-05,5.85,
1998-06,5.80,
1998-07,5.75,
1998-08,5.60,
1998-09,5.36,
1998-10,5.22,
1998-11,5.27,
1998-12,5.01,
1999-01,4.91,
1999-02,4.80,
1999-03,4.80,
1999-04,4.86,
1999-05,4.84,
1999-06,4.86,
1999-07,4.99,
1999-08,4.99,
1999-09,5.25,
1999-10,5.54,
1999-11,6.12,
1999-12,6.14,
2000-01,6.34,
2000-02,6.34,
2000-03,6.38,
2000-04,6.27,
2000-05,6.34,
2000-06,6.34,
2000-07,6.43,
2000-08,6.43,
2000-09,6.49,
2000-10,6.47,
2000-11,6.43,
2000-12,6.17,
2001-01,5.96,
2001-02,5.96,
2001-03,5.85,
2001-04,5.85,
2001-05,5.77,
2001-06,5.85,
2001-07,5.77,
2001-08,5.88,
2001-09,5.85,
2001-10,5.64,
2001-11,5.38,
2001-12,5.20,
2002-01,5.36,
2002-02,5.62,
2002-03,5.84,
2002-04,6.00,
2002-05,6.01,
2002-06,5.91,
2002-07,5.85,
2002-08,5.57,
2002-09,5.38,
2002-10,5.33,
2002-11,5.27,
2002-12,5.20,
2003-01,5.02,
2003-02,4.90,
2003-03,4.80,
2003-04,4.89,
2003-05,4.65,
2003-06,4.43,
"",General: Since January 1991 the rates of banks in the new Länder have been included in the interest rate survey. The spread is ascertained by eliminating the reports in the top 5% and the bottom 5% of the interest rate range.,
