"",BBK01.QUK922,BBK01.QUK922_FLAGS
"",Consolidated German banks: Loans and advances to foreign general government / Croatia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:31:54,
2002-03,0.263,
2002-04,0.216,
2002-05,0.333,
2002-06,0.324,
2002-07,0.324,
2002-08,0.317,
2002-09,0.320,
2002-10,0.334,
2002-11,0.344,
2002-12,0.335,
2003-01,0.315,
2003-02,0.298,
2003-03,0.301,
2003-04,0.299,
2003-05,0.294,
2003-06,0.282,
2003-07,0.248,
2003-08,0.352,
2003-09,0.409,
2003-10,0.418,
2003-11,0.431,
2003-12,0.417,
2004-01,0.418,
2004-02,0.379,
2004-03,0.383,
2004-04,0.384,
2004-05,0.404,
2004-06,0.413,
2004-07,0.385,
2004-08,0.391,
2004-09,0.380,
2004-10,0.387,
2004-11,0.384,
2004-12,0.401,
2005-01,0.408,
2005-02,0.413,
2005-03,0.513,
2005-04,0.523,
2005-05,0.523,
2005-06,0.517,
2005-07,0.506,
2005-08,0.510,
2005-09,0.621,
2005-10,0.634,
2005-11,0.654,
2005-12,0.209,
2006-01,0.200,
2006-02,0.186,
2006-03,0.185,
2006-04,0.184,
2006-05,0.188,
2006-06,0.187,
2006-07,0.184,
2006-08,0.193,
2006-09,0.193,
2006-10,0.193,
2006-11,0.191,
2006-12,0.177,
2007-01,0.178,
2007-02,0.178,
2007-03,0.179,
2007-04,0.179,
2007-05,0.179,
2007-06,0.174,
2007-07,0.155,
2007-08,0.155,
2007-09,0.154,
2007-10,0.160,
2007-11,0.160,
2007-12,0.262,
2008-01,0.261,
2008-02,0.290,
2008-03,0.266,
2008-04,0.261,
2008-05,0.290,
2008-06,0.299,
2008-07,0.307,
2008-08,0.315,
2008-09,0.339,
2008-10,0.354,
2008-11,0.354,
2008-12,0.385,
2009-01,0.378,
2009-02,0.438,
2009-03,0.456,
2009-04,0.500,
2009-05,0.487,
2009-06,0.460,
2009-07,0.451,
2009-08,0.452,
2009-09,0.433,
2009-10,0.454,
2009-11,0.454,
2009-12,0.132,
2010-01,0.128,
2010-02,0.128,
2010-03,0.128,
2010-04,0.128,
2010-05,0.126,
2010-06,0.159,
2010-07,0.159,
2010-08,0.159,
2010-09,0.159,
2010-10,0.159,
2010-11,0.157,
2010-12,0.153,
2011-01,0.148,
2011-02,0.148,
2011-03,0.148,
2011-04,0.146,
2011-05,0.144,
2011-06,0.142,
2011-07,0.138,
2011-08,0.138,
2011-09,0.144,
2011-10,0.144,
2011-11,0.142,
2011-12,0.136,
2012-01,0.132,
2012-02,0.132,
2012-03,0.133,
2012-04,0.133,
2012-05,0.131,
2012-06,0.125,
2012-07,0.123,
2012-08,0.123,
2012-09,0.128,
2012-10,0.125,
2012-11,0.124,
2012-12,0.119,
2013-01,0.115,
2013-02,0.115,
2013-03,0.115,
2013-04,0.115,
2013-05,0.114,
2013-06,0.110,
2013-07,0.108,
2013-08,0.108,
2013-09,0.108,
2013-10,0.108,
2013-11,0.107,
2013-12,0.104,
2014-01,0.101,
2014-02,0.101,
2014-03,0.101,
2014-04,0.103,
2014-05,0.101,
2014-06,0.090,
2014-07,0.090,
2014-08,0.090,
2014-09,0.090,
2014-10,0.089,
