"",BBEX3.A.SLL.EUR.CA.AA.A04,BBEX3.A.SLL.EUR.CA.AA.A04_FLAGS
"",Exchange rates and comparable rates for the euro in Sierra Leone * / EUR 1 = SLL ... (buying),
unit,SLL (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-19 15:16:25,
1999,1941.26,
2000,1884.80,
2001,1767.65,
2002,1975.02,
2003,2666.40,
2004,3353.10,
2005,3544.07,
2006,3705.77,
2007,4078.10,
2008,4349.53,
2009,4740.15,
2010,5214.85,
2011,6040.16,
2012,5559.12,
2013,5701.29,
2014,5934.57,
"","Source: Bank of Sierra Leone, Freetown",
"","Methodology: * We only have data on euro exchange rates from September 1999 to December 2004. From January to August 1999, comparable values were calculated on the basis of the exchange rates for the D-Mark in conjunction with the euro exchange rate of EUR 1 = DEM 1.95583; from January 2005, they were calculated on the basis of the exchange rates for the US dollar in Sierra Leone in conjunction with the respective euro reference exchange rate of the European Central Bank for the US dollar; annual averages calculated on the basis of month-end exchange rates/month-end comparable rates.",
