"",BBNZ1.Q.DE.Y.G.0091.A,BBNZ1.Q.DE.Y.G.0091.A_FLAGS
"","Germany / National accounts / Origin of GDP / Business services, Other service / At current prices / Calendar and seasonally adjusted",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-25 17:37:48,
1991-01,45.291,
1991-04,46.700,
1991-07,47.545,
1991-10,47.232,
1992-01,50.941,
1992-04,51.376,
1992-07,52.460,
1992-10,52.578,
1993-01,53.892,
1993-04,54.955,
1993-07,55.255,
1993-10,55.738,
1994-01,55.647,
1994-04,55.856,
1994-07,56.922,
1994-10,57.731,
1995-01,58.312,
1995-04,58.739,
1995-07,59.620,
1995-10,60.248,
1996-01,60.333,
1996-04,61.087,
1996-07,61.739,
1996-10,62.201,
1997-01,61.192,
1997-04,63.020,
1997-07,62.997,
1997-10,64.045,
1998-01,63.309,
1998-04,64.383,
1998-07,65.290,
1998-10,66.261,
1999-01,66.892,
1999-04,67.654,
1999-07,67.885,
1999-10,69.450,
2000-01,71.433,
2000-04,71.419,
2000-07,71.823,
2000-10,71.937,
2001-01,73.440,
2001-04,73.265,
2001-07,73.978,
2001-10,74.547,
2002-01,74.158,
2002-04,74.062,
2002-07,74.880,
2002-10,74.421,
2003-01,74.855,
2003-04,74.581,
2003-07,76.561,
2003-10,76.091,
2004-01,74.985,
2004-04,75.755,
2004-07,75.996,
2004-10,76.497,
2005-01,76.681,
2005-04,77.710,
2005-07,78.027,
2005-10,78.799,
2006-01,78.374,
2006-04,79.819,
2006-07,81.290,
2006-10,82.578,
2007-01,84.276,
2007-04,85.172,
2007-07,86.003,
2007-10,86.175,
2008-01,87.266,
2008-04,88.265,
2008-07,87.850,
2008-10,88.823,
2009-01,81.770,
2009-04,81.579,
2009-07,81.537,
2009-10,82.530,
2010-01,84.521,
2010-04,84.772,
2010-07,85.470,
2010-10,86.930,
2011-01,88.086,
2011-04,88.092,
2011-07,88.286,
2011-10,89.169,
2012-01,90.176,
2012-04,89.916,
2012-07,90.726,
2012-10,91.149,
2013-01,91.232,
2013-04,92.859,
2013-07,94.848,
2013-10,95.359,
2014-01,96.700,
2014-04,97.515,
2014-07,98.623,
2014-10,99.550,
