"",BBK01.OUL102,BBK01.OUL102_FLAGS
"",Balances and loans to domestic banks (MFIs) / short-term / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:45:24,
1958-12,0.682,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,0.734,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,0.709,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,0.748,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,0.663,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,0.744,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,0.814,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,0.715,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,0.869,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,0.758,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,1.087,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,0.995,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,1.287,
1965-01,1.272,
1965-02,1.321,
1965-03,1.192,
1965-04,1.226,
1965-05,1.291,
1965-06,1.203,
1965-07,1.350,
1965-08,1.431,
1965-09,1.376,
1965-10,1.462,
1965-11,1.572,
1965-12,1.479,
1966-01,1.463,
1966-02,1.511,
1966-03,1.327,
1966-04,1.368,
1966-05,1.412,
1966-06,1.323,
1966-07,1.466,
1966-08,1.694,
1966-09,1.518,
1966-10,1.712,
1966-11,1.866,
1966-12,1.755,
1967-01,1.771,
1967-02,1.861,
1967-03,1.754,
1967-04,1.751,
1967-05,1.832,
1967-06,1.620,
1967-07,1.867,
1967-08,2.026,
1967-09,1.979,
1967-10,2.099,
1967-11,2.248,
1967-12,2.084,
1968-01,2.014,
1968-02,2.044,
1968-03,1.791,
1968-04,1.888,
1968-05,1.799,
1968-06,1.706,
1968-07,2.006,
1968-08,2.109,
1968-09,2.008,
1968-10,2.117,
1968-11,2.297,
1968-12,3.156,
1969-01,3.101,
1969-02,3.098,
1969-03,2.930,
1969-04,3.023,
1969-05,3.059,
1969-06,2.835,
1969-07,3.066,
1969-08,3.112,
1969-09,3.080,
1969-10,3.139,
1969-11,3.446,
1969-12,3.421,
1970-01,3.242,
1970-02,3.443,
1970-03,3.362,
1970-04,3.439,
1970-05,3.548,
1970-06,3.644,
1970-07,3.820,
1970-08,4.112,
1970-09,3.901,
1970-10,4.044,
1970-11,4.330,
1970-12,4.355,
1971-01,4.101,
1971-02,4.253,
1971-03,4.178,
1971-04,4.209,
1971-05,4.255,
1971-06,3.961,
1971-07,4.315,
1971-08,4.695,
1971-09,4.504,
1971-10,4.561,
1971-11,5.233,
1971-12,5.073,
1972-01,4.617,
1972-02,4.604,
1972-03,4.251,
1972-04,4.394,
1972-05,4.515,
1972-06,4.497,
1972-07,4.811,
1972-08,4.777,
1972-09,4.514,
1972-10,4.828,
1972-11,5.393,
1972-12,5.101,
1973-01,4.640,
1973-02,4.845,
1973-03,4.235,
1973-04,4.806,
1973-05,4.893,
1973-06,4.886,
1973-07,5.299,
1973-08,5.610,
1973-09,5.641,
1973-10,6.314,
1973-11,7.023,
1973-12,7.942,
1974-01,7.719,
1974-02,8.088,
1974-03,8.055,
1974-04,8.715,
1974-05,8.564,
1974-06,8.518,
1974-07,9.086,
1974-08,9.127,
1974-09,9.489,
1974-10,9.864,
1974-11,10.840,
1974-12,10.630,
1975-01,9.757,
1975-02,9.858,
1975-03,9.281,
1975-04,9.632,
1975-05,9.573,
1975-06,9.485,
1975-07,9.989,
1975-08,10.015,
1975-09,9.603,
1975-10,9.435,
1975-11,10.608,
1975-12,10.480,
1976-01,9.055,
1976-02,8.834,
1976-03,8.406,
1976-04,8.329,
1976-05,8.663,
1976-06,8.423,
1976-07,8.379,
1976-08,8.714,
1976-09,8.304,
1976-10,8.579,
1976-11,10.013,
1976-12,9.618,
1977-01,9.111,
1977-02,9.004,
1977-03,8.586,
1977-04,8.706,
1977-05,9.127,
1977-06,9.141,
1977-07,9.183,
1977-08,9.680,
1977-09,9.491,
1977-10,9.927,
1977-11,11.519,
1977-12,10.983,
1978-01,10.135,
1978-02,10.027,
1978-03,9.505,
1978-04,9.650,
1978-05,10.162,
1978-06,10.066,
1978-07,10.730,
1978-08,11.207,
1978-09,10.636,
1978-10,11.464,
1978-11,12.942,
1978-12,12.508,
1979-01,11.781,
1979-02,11.688,
1979-03,10.740,
1979-04,11.075,
1979-05,11.182,
1979-06,10.311,
1979-07,10.683,
1979-08,11.173,
1979-09,10.328,
1979-10,11.025,
1979-11,12.549,
1979-12,12.892,
1980-01,10.652,
1980-02,10.818,
1980-03,10.496,
1980-04,10.757,
1980-05,11.247,
1980-06,11.434,
1980-07,11.973,
1980-08,12.327,
1980-09,12.818,
1980-10,13.035,
1980-11,15.446,
1980-12,15.497,
1981-01,13.696,
1981-02,13.601,
1981-03,12.664,
1981-04,12.635,
1981-05,12.982,
1981-06,13.341,
1981-07,13.559,
1981-08,14.216,
1981-09,13.657,
1981-10,13.984,
1981-11,16.510,
1981-12,16.668,
1982-01,15.172,
1982-02,15.538,
1982-03,15.297,
1982-04,15.236,
1982-05,15.680,
1982-06,15.756,
1982-07,16.185,
1982-08,16.943,
1982-09,16.612,
1982-10,17.339,
1982-11,19.848,
1982-12,19.182,
1983-01,17.510,
1983-02,17.218,
1983-03,15.929,
1983-04,16.673,
1983-05,17.870,
1983-06,16.909,
1983-07,16.567,
1983-08,16.868,
1983-09,15.807,
1983-10,16.324,
1983-11,18.402,
1983-12,17.750,
1984-01,16.099,
1984-02,15.999,
1984-03,14.871,
1984-04,15.121,
1984-05,15.027,
1984-06,14.546,
1984-07,14.853,
1984-08,14.981,
1984-09,14.757,
1984-10,15.797,
1984-11,18.119,
1984-12,19.231,
1985-01,16.927,
1985-02,17.499,
1985-03,16.237,
1985-04,16.871,
1985-05,16.912,
1985-06,17.004,
1985-07,17.320,
1985-08,17.224,
1985-09,17.000,
1985-10,17.981,
1985-11,20.468,
1985-12,24.220,
1986-01,21.475,
1986-02,21.460,
1986-03,20.948,
1986-04,22.284,
1986-05,23.631,
1986-06,23.042,
1986-07,23.969,
