"",BBFB1.Q.N.DE.S19800.S1.S1.T.B.G._Z._Z._Z._T._X.N,BBFB1.Q.N.DE.S19800.S1.S1.T.B.G._Z._Z._Z._T._X.N_FLAGS
"",Current account / Goods (fob/fob) / Balance / Emerging markets in South-East-Asia (acc. to Supplement 3),
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:34:23,
1991-01,-908.027,
1991-04,-416.501,
1991-07,-590.015,
1991-10,-777.606,
1992-01,-649.599,
1992-04,-76.632,
1992-07,-190.466,
1992-10,-55.905,
1993-01,-121.697,
1993-04,255.489,
1993-07,-99.015,
1993-10,319.393,
1994-01,-144.606,
1994-04,884.342,
1994-07,855.412,
1994-10,779.408,
1995-01,927.460,
1995-04,925.984,
1995-07,778.499,
1995-10,571.549,
1996-01,1049.552,
1996-04,1353.730,
1996-07,1631.003,
1996-10,1729.230,
1997-01,927.235,
1997-04,1976.424,
1997-07,1359.891,
1997-10,1127.347,
1998-01,-354.084,
1998-04,-397.334,
1998-07,-798.342,
1998-10,-1426.798,
1999-01,-864.781,
1999-04,-429.714,
1999-07,-842.714,
1999-10,-800.532,
2000-01,-1287.985,
2000-04,-1077.658,
2000-07,-882.175,
2000-10,-2183.347,
2001-01,-1442.512,
2001-04,54.124,
2001-07,-150.214,
2001-10,-1347.248,
2002-01,-446.409,
2002-04,326.878,
2002-07,362.702,
2002-10,-587.919,
2003-01,-1234.548,
2003-04,-148.894,
2003-07,163.005,
2003-10,-1418.480,
2004-01,-234.044,
2004-04,-38.772,
2004-07,-1119.194,
2004-10,-2015.135,
2005-01,-1042.363,
2005-04,-1135.316,
2005-07,-1318.987,
2005-10,-3389.020,
2006-01,-1977.044,
2006-04,-2089.896,
2006-07,-877.656,
2006-10,-1817.773,
2007-01,-1594.998,
2007-04,-1007.513,
2007-07,-979.977,
2007-10,-741.939,
2008-01,-1135.541,
2008-04,710.064,
2008-07,750.843,
2008-10,-1315.645,
2009-01,-933.336,
2009-04,408.727,
2009-07,507.241,
2009-10,1750.889,
2010-01,138.089,
2010-04,-286.186,
2010-07,-122.012,
2010-10,587.895,
2011-01,229.577,
2011-04,1101.144,
2011-07,494.775,
2011-10,2642.591,
2012-01,1728.170,
2012-04,2899.754,
2012-07,2698.142,
2012-10,3402.464,
2013-01,1997.602,
2013-04,2630.472,
2013-07,3363.371,
2013-10,2807.618,
2014-01,1273.117,Provisional value
2014-04,2285.202,Provisional value
2014-07,2329.730,Provisional value
