"",BBK01.RU2718,BBK01.RU2718_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Japan / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:24:37,
1975-12,0.914,
1976-01,.,No value available
1976-02,.,No value available
1976-03,.,No value available
1976-04,.,No value available
1976-05,.,No value available
1976-06,.,No value available
1976-07,.,No value available
1976-08,.,No value available
1976-09,.,No value available
1976-10,.,No value available
1976-11,.,No value available
1976-12,1.264,
1977-01,.,No value available
1977-02,.,No value available
1977-03,.,No value available
1977-04,.,No value available
1977-05,.,No value available
1977-06,.,No value available
1977-07,.,No value available
1977-08,.,No value available
1977-09,.,No value available
1977-10,.,No value available
1977-11,.,No value available
1977-12,0.998,
1978-01,.,No value available
1978-02,.,No value available
1978-03,.,No value available
1978-04,.,No value available
1978-05,.,No value available
1978-06,.,No value available
1978-07,.,No value available
1978-08,.,No value available
1978-09,.,No value available
1978-10,.,No value available
1978-11,.,No value available
1978-12,1.154,
1979-01,.,No value available
1979-02,.,No value available
1979-03,.,No value available
1979-04,.,No value available
1979-05,.,No value available
1979-06,.,No value available
1979-07,.,No value available
1979-08,.,No value available
1979-09,.,No value available
1979-10,.,No value available
1979-11,.,No value available
1979-12,1.207,
1980-01,.,No value available
1980-02,.,No value available
1980-03,.,No value available
1980-04,.,No value available
1980-05,.,No value available
1980-06,.,No value available
1980-07,.,No value available
1980-08,.,No value available
1980-09,.,No value available
1980-10,.,No value available
1980-11,.,No value available
1980-12,1.587,
1981-01,.,No value available
1981-02,.,No value available
1981-03,.,No value available
1981-04,.,No value available
1981-05,.,No value available
1981-06,.,No value available
1981-07,.,No value available
1981-08,.,No value available
1981-09,.,No value available
1981-10,.,No value available
1981-11,.,No value available
1981-12,2.108,
1982-01,.,No value available
1982-02,.,No value available
1982-03,.,No value available
1982-04,.,No value available
1982-05,.,No value available
1982-06,1.724,
1982-07,1.601,
1982-08,1.544,
1982-09,1.567,
1982-10,1.608,
1982-11,1.603,
1982-12,1.783,
1983-01,1.694,
1983-02,1.706,
1983-03,1.772,
1983-04,1.812,
1983-05,1.873,
1983-06,1.995,
1983-07,2.078,
1983-08,2.175,
1983-09,2.178,
1983-10,2.031,
1983-11,2.119,
1983-12,2.193,
1984-01,2.420,
1984-02,2.283,
1984-03,2.347,
1984-04,2.363,
1984-05,2.367,
1984-06,2.419,
1984-07,2.420,
1984-08,2.554,
1984-09,2.752,
1984-10,2.902,
1984-11,2.745,
1984-12,2.817,
1985-01,4.072,
1985-02,4.333,
1985-03,3.271,
1985-04,3.361,
1985-05,3.186,
1985-06,3.248,
1985-07,3.226,
1985-08,3.400,
1985-09,3.151,
1985-10,3.144,
1985-11,3.297,
1985-12,3.375,
1986-01,3.449,
1986-02,3.514,
1986-03,3.834,
1986-04,4.006,
1986-05,4.070,
1986-06,4.246,
1986-07,4.330,
1986-08,4.197,
1986-09,4.228,
1986-10,4.190,
1986-11,4.383,
1986-12,3.990,
1987-01,4.710,
1987-02,4.601,
1987-03,4.887,
1987-04,5.058,
1987-05,4.988,
1987-06,4.821,
1987-07,4.886,
1987-08,4.774,
1987-09,5.086,
1987-10,5.318,
1987-11,5.471,
1987-12,5.253,
1988-01,5.146,
1988-02,5.130,
1988-03,5.315,
1988-04,5.105,
1988-05,5.173,
1988-06,5.361,
1988-07,5.714,
1988-08,5.931,
1988-09,5.970,
1988-10,6.448,
1988-11,6.810,
1988-12,6.383,
1989-01,6.605,
1989-02,7.236,
1989-03,6.902,
1989-04,7.347,
1989-05,7.984,
1989-06,7.900,
1989-07,8.301,
1989-08,8.166,
1989-09,8.888,
1989-10,8.518,
1989-11,8.566,
1989-12,8.400,
1990-01,8.137,
1990-02,7.747,
1990-03,7.586,
1990-04,7.849,
1990-05,7.950,
1990-06,9.190,
1990-07,9.456,
1990-08,9.742,
1990-09,9.688,
1990-10,9.821,
1990-11,9.770,
1990-12,9.536,
1991-01,9.605,
1991-02,9.527,
1991-03,9.936,
1991-04,11.722,
1991-05,10.108,
1991-06,11.536,
1991-07,11.136,
1991-08,12.616,
1991-09,10.657,
1991-10,10.805,
1991-11,10.304,
1991-12,9.949,
1992-01,11.239,
1992-02,10.828,
1992-03,10.224,
1992-04,11.562,
1992-05,10.758,
1992-06,10.684,
1992-07,10.181,
1992-08,9.439,
1992-09,8.962,
1992-10,9.768,
1992-11,10.102,
1992-12,9.549,
1993-01,9.691,
1993-02,10.086,
1993-03,11.546,
1993-04,10.561,
1993-05,10.581,
1993-06,10.282,
1993-07,10.192,
1993-08,10.289,
1993-09,9.478,
1993-10,9.892,
1993-11,9.291,
1993-12,10.314,
1994-01,10.606,
1994-02,9.875,
1994-03,9.506,
1994-04,9.700,
1994-05,8.401,
1994-06,7.961,
1994-07,8.593,
1994-08,10.370,
1994-09,10.438,
1994-10,10.350,
1994-11,9.617,
1994-12,10.838,
1995-01,9.635,
1995-02,9.318,
1995-03,9.933,
1995-04,10.459,
1995-05,10.571,
1995-06,10.682,
1995-07,10.922,
1995-08,10.592,
1995-09,12.815,
1995-10,12.382,
1995-11,12.549,
1995-12,11.623,
1996-01,12.669,
1996-02,12.455,
1996-03,12.253,
1996-04,14.030,
1996-05,13.102,
1996-06,13.967,
1996-07,13.190,
1996-08,13.662,
1996-09,15.088,
1996-10,13.740,
1996-11,13.382,
1996-12,13.893,
1997-01,13.543,
1997-02,14.867,
1997-03,14.827,
1997-04,15.512,
1997-05,16.082,
1997-06,17.318,
1997-07,15.900,
1997-08,16.267,
1997-09,14.390,
1997-10,16.403,
1997-11,15.627,
1997-12,15.895,
1998-01,16.970,
1998-02,15.638,
1998-03,15.220,
1998-04,13.737,
1998-05,13.747,
1998-06,15.106,
1998-07,13.632,
1998-08,14.109,
1998-09,13.658,
1998-10,18.296,
1998-11,18.698,
1998-12,21.808,
1999-01,12.783,
1999-02,10.110,
1999-03,13.563,
1999-04,10.182,
1999-05,9.932,
1999-06,11.104,
1999-07,11.012,
1999-08,11.675,
1999-09,13.186,
1999-10,12.155,
1999-11,14.270,
1999-12,15.596,
2000-01,14.565,
2000-02,14.939,
2000-03,18.779,
2000-04,24.951,
2000-05,25.189,
2000-06,22.490,
2000-07,20.774,
2000-08,21.259,
2000-09,21.725,
2000-10,18.894,
2000-11,19.276,
2000-12,17.630,
2001-01,19.393,
2001-02,16.262,
2001-03,16.116,
2001-04,16.272,
2001-05,14.426,
2001-06,15.175,
2001-07,14.490,
2001-08,15.016,
2001-09,14.331,
