"",BBK01.OUK352,BBK01.OUK352_FLAGS
"",Loans to the federal states / Total / Regional institutions of credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:56:29,
1999-01,2.706,
1999-02,2.870,
1999-03,2.777,
1999-04,2.996,
1999-05,3.018,
1999-06,2.831,
1999-07,2.939,
1999-08,2.775,
1999-09,2.715,
1999-10,2.724,
1999-11,3.849,
1999-12,2.894,
2000-01,3.191,
2000-02,3.519,
2000-03,3.314,
2000-04,3.098,
2000-05,2.588,
2000-06,2.551,
2000-07,2.782,
2000-08,3.388,
2000-09,2.262,
2000-10,2.691,
2000-11,2.757,
2000-12,2.258,
2001-01,2.878,
2001-02,2.408,
2001-03,2.832,
2001-04,2.095,
2001-05,2.587,
2001-06,2.044,
2001-07,2.289,
2001-08,2.417,
2001-09,1.893,
2001-10,1.664,
2001-11,1.925,
2001-12,2.089,
2002-01,1.913,
2002-02,1.786,
2002-03,1.364,
2002-04,1.922,
2002-05,1.482,
2002-06,1.087,
2002-07,1.465,
2002-08,1.293,
2002-09,1.231,
2002-10,1.291,
2002-11,1.733,
2002-12,1.732,
2003-01,1.618,
2003-02,1.462,
2003-03,1.603,
2003-04,1.440,
2003-05,1.506,
2003-06,1.166,
2003-07,1.001,
2003-08,1.212,
2003-09,1.279,
2003-10,1.160,
2003-11,1.973,
2003-12,1.305,
2004-01,1.538,
2004-02,1.349,
2004-03,1.035,
2004-04,1.300,
2004-05,1.315,
2004-06,1.158,
2004-07,0.962,
2004-08,1.775,
2004-09,0.932,
2004-10,1.205,
2004-11,1.270,
2004-12,2.276,
2005-01,1.053,
2005-02,0.881,
2005-03,1.038,
2005-04,1.328,
2005-05,0.949,
2005-06,1.856,
2005-07,1.575,
2005-08,1.644,
2005-09,1.428,
2005-10,1.458,
2005-11,1.181,
2005-12,1.742,
2006-01,1.596,
2006-02,1.190,
2006-03,1.128,
2006-04,1.597,
2006-05,0.974,
2006-06,1.563,
2006-07,0.896,
2006-08,1.388,
2006-09,1.214,
2006-10,2.527,
2006-11,1.512,
2006-12,2.332,
2007-01,1.647,
2007-02,2.032,
2007-03,1.885,
2007-04,1.685,
2007-05,1.706,
2007-06,1.420,
2007-07,1.716,
2007-08,1.740,
2007-09,1.644,
2007-10,2.171,
2007-11,1.638,
2007-12,1.825,
2008-01,1.705,
2008-02,1.986,
2008-03,2.416,
2008-04,1.817,
2008-05,2.181,
2008-06,1.466,
2008-07,1.362,
2008-08,1.444,
2008-09,1.318,
2008-10,2.609,
2008-11,2.114,
2008-12,1.280,
2009-01,1.523,
2009-02,1.787,
2009-03,1.333,
2009-04,1.508,
2009-05,1.420,
2009-06,1.659,
2009-07,1.780,
2009-08,1.723,
2009-09,1.711,
2009-10,1.791,
2009-11,1.764,
2009-12,1.752,
2010-01,1.528,
2010-02,1.532,
2010-03,1.552,
2010-04,2.142,
2010-05,2.336,
2010-06,1.682,
2010-07,1.291,
2010-08,1.475,
2010-09,1.267,
2010-10,1.208,
2010-11,1.467,
2010-12,1.126,
2011-01,2.482,
2011-02,1.332,
2011-03,1.586,
2011-04,1.780,
2011-05,1.505,
2011-06,1.300,
2011-07,1.860,
2011-08,1.831,
2011-09,1.612,
2011-10,2.526,
2011-11,1.717,
2011-12,1.796,
2012-01,1.887,
2012-02,1.891,
2012-03,1.775,
2012-04,2.262,
2012-05,1.925,
2012-06,1.789,
2012-07,1.790,
2012-08,1.617,
2012-09,1.892,
2012-10,1.467,
2012-11,1.238,
2012-12,1.249,
2013-01,1.164,
2013-02,1.271,
2013-03,1.265,
2013-04,1.284,
2013-05,1.298,
2013-06,1.400,
2013-07,1.142,
2013-08,1.169,
2013-09,1.186,
2013-10,1.265,
2013-11,1.203,
2013-12,1.155,
2014-01,1.647,
2014-02,1.312,
2014-03,1.285,
2014-04,1.158,
2014-05,1.867,
2014-06,1.295,
2014-07,1.368,
2014-08,1.448,
2014-09,1.526,
2014-10,1.411,
2014-11,1.195,
2014-12,1.018,Provisional value
