"",BBK01.QUV943,BBK01.QUV943_FLAGS
"",Banks in Germany: Liabilities to non-residents / Kazakhstan / Euro,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:24:59,
2001-12,0.035,
2002-01,0.028,
2002-02,0.029,
2002-03,0.030,
2002-04,0.027,
2002-05,0.048,
2002-06,0.036,
2002-07,0.035,
2002-08,0.027,
2002-09,0.037,
2002-10,0.043,
2002-11,0.028,
2002-12,0.043,
2003-01,0.027,
2003-02,0.032,
2003-03,0.032,
2003-04,0.040,
2003-05,0.042,
2003-06,0.034,
2003-07,0.039,
2003-08,0.073,
2003-09,0.038,
2003-10,0.047,
2003-11,0.042,
2003-12,0.043,
2004-01,0.033,
2004-02,0.052,
2004-03,0.064,
2004-04,0.040,
2004-05,0.060,
2004-06,0.046,
2004-07,0.031,
2004-08,0.042,
2004-09,0.037,
2004-10,0.033,
2004-11,0.045,
2004-12,0.071,
2005-01,0.074,
2005-02,0.061,
2005-03,0.076,
2005-04,0.057,
2005-05,0.076,
2005-06,0.078,
2005-07,0.051,
2005-08,0.067,
2005-09,0.060,
2005-10,0.055,
2005-11,0.067,
2005-12,0.075,
2006-01,0.054,
2006-02,0.072,
2006-03,0.089,
2006-04,0.123,
2006-05,0.087,
2006-06,0.099,
2006-07,0.096,
2006-08,0.185,
2006-09,0.130,
2006-10,0.073,
2006-11,0.131,
2006-12,0.152,
2007-01,0.128,
2007-02,0.223,
2007-03,0.187,
2007-04,0.091,
2007-05,0.141,
2007-06,0.252,
2007-07,0.501,
2007-08,0.135,
2007-09,0.202,
2007-10,0.268,
2007-11,0.247,
2007-12,0.213,
2008-01,0.332,
2008-02,0.332,
2008-03,0.254,
2008-04,0.307,
2008-05,0.249,
2008-06,0.190,
2008-07,0.370,
2008-08,0.483,
2008-09,0.293,
2008-10,0.303,
2008-11,0.506,
2008-12,0.436,
2009-01,0.260,
2009-02,0.239,
2009-03,0.419,
2009-04,0.307,
2009-05,0.210,
2009-06,0.273,
2009-07,0.259,
2009-08,0.300,
2009-09,0.323,
2009-10,0.333,
2009-11,0.351,
2009-12,0.376,
2010-01,0.384,
2010-02,0.530,
2010-03,0.389,
2010-04,0.449,
2010-05,0.502,
2010-06,0.327,
2010-07,0.404,
2010-08,0.366,
2010-09,0.256,
2010-10,0.340,
2010-11,0.308,
2010-12,0.296,
2011-01,0.305,
2011-02,0.295,
2011-03,0.203,
2011-04,0.188,
2011-05,0.198,
2011-06,0.178,
2011-07,0.225,
2011-08,0.349,
2011-09,0.262,
2011-10,0.269,
2011-11,0.287,
2011-12,0.272,
2012-01,0.244,
2012-02,0.231,
2012-03,0.240,
2012-04,0.222,
2012-05,0.267,
2012-06,0.264,
2012-07,0.312,
2012-08,0.305,
2012-09,0.341,
2012-10,0.379,
2012-11,0.359,
2012-12,0.328,
2013-01,0.365,
2013-02,0.400,
2013-03,0.360,
2013-04,0.338,
2013-05,0.395,
2013-06,0.339,
2013-07,0.341,
2013-08,0.345,
2013-09,0.305,
2013-10,0.310,
2013-11,0.284,
2013-12,0.322,
2014-01,0.342,
2014-02,0.327,
2014-03,0.350,
2014-04,0.330,
2014-05,0.344,
2014-06,0.656,
2014-07,0.707,
2014-08,0.643,
2014-09,0.568,
2014-10,0.475,
2014-11,0.437,
2014-12,0.487,
