"",BBK01.WU0013,BBK01.WU0013_FLAGS
"",Amounts outstanding of debt securities issued by residents / Corporate bonds (Non-MFIs),
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-11 10:15:56,
1948-01,-,Nothing exists
1948-02,-,Nothing exists
1948-03,-,Nothing exists
1948-04,-,Nothing exists
1948-05,-,Nothing exists
1948-06,-,Nothing exists
1948-07,-,Nothing exists
1948-08,-,Nothing exists
1948-09,-,Nothing exists
1948-10,5,
1948-11,5,
1948-12,5,
1949-01,20,
1949-02,20,
1949-03,21,
1949-04,26,
1949-05,27,
1949-06,33,
1949-07,41,
1949-08,44,
1949-09,48,
1949-10,52,
1949-11,53,
1949-12,54,
1950-01,55,
1950-02,57,
1950-03,58,
1950-04,59,
1950-05,59,
1950-06,61,
1950-07,66,
1950-08,71,
1950-09,74,
1950-10,76,
1950-11,80,
1950-12,81,
1951-01,84,
1951-02,85,
1951-03,85,
1951-04,86,
1951-05,89,
1951-06,92,
1951-07,94,
1951-08,96,
1951-09,99,
1951-10,100,
1951-11,100,
1951-12,113,
1952-01,137,
1952-02,145,
1952-03,153,
1952-04,159,
1952-05,159,
1952-06,160,
1952-07,160,
1952-08,160,
1952-09,160,
1952-10,160,
1952-11,164,
1952-12,179,
1953-01,179,
1953-02,182,
1953-03,187,
1953-04,187,
1953-05,197,
1953-06,199,
1953-07,220,
1953-08,249,
1953-09,281,
1953-10,309,
1953-11,330,
1953-12,382,
1954-01,470,
1954-02,485,
1954-03,512,
1954-04,698,
1954-05,705,
1954-06,716,
1954-07,729,
1954-08,729,
1954-09,748,
1954-10,752,
1954-11,772,
1954-12,785,
1955-01,917,
1955-02,927,
1955-03,926,
1955-04,924,
1955-05,923,
1955-06,953,
1955-07,954,
1955-08,964,
1955-09,963,
1955-10,966,
1955-11,970,
1955-12,988,
1956-01,987,
1956-02,986,
1956-03,985,
1956-04,984,
1956-05,983,
1956-06,982,
1956-07,983,
1956-08,1090,
1956-09,1211,
1956-10,1228,
1956-11,1248,
1956-12,1260,
1957-01,1303,
1957-02,1324,
1957-03,1375,
1957-04,1387,
1957-05,1422,
1957-06,1465,
1957-07,1512,
1957-08,1557,
1957-09,1610,
1957-10,1656,
1957-11,1685,
1957-12,1709,
1958-01,1758,
1958-02,1861,
1958-03,1959,
1958-04,1987,
1958-05,2144,
1958-06,2225,
1958-07,2295,
1958-08,2355,
1958-09,2372,
1958-10,2398,
1958-11,2436,
1958-12,2502,
1959-01,2578,
1959-02,2627,
1959-03,2629,
1959-04,2689,
1959-05,2804,
1959-06,2818,
1959-07,2802,
1959-08,2863,
1959-09,2842,
1959-10,2819,
1959-11,2835,
1959-12,2816,
1960-01,2797,
1960-02,2756,
1960-03,2757,
1960-04,2700,
1960-05,2654,
1960-06,2650,
1960-07,2644,
1960-08,2640,
1960-09,2639,
1960-10,2635,
1960-11,2634,
1960-12,2623,
1961-01,2631,
1961-02,2588,
1961-03,2625,
1961-04,2622,
1961-05,2611,
1961-06,2635,
1961-07,2629,
1961-08,2612,
1961-09,2605,
1961-10,2603,
1961-11,2603,
1961-12,2675,
1962-01,2713,
1962-02,2769,
1962-03,2804,
1962-04,2801,
1962-05,2855,
1962-06,2886,
1962-07,2922,
1962-08,2904,
1962-09,2916,
1962-10,2931,
1962-11,2990,
1962-12,2977,
1963-01,2958,
1963-02,3022,
1963-03,3058,
1963-04,3080,
1963-05,3078,
1963-06,3076,
1963-07,3161,
1963-08,3133,
1963-09,3121,
1963-10,3088,
1963-11,3089,
1963-12,3153,
1964-01,3162,
1964-02,3185,
1964-03,3195,
1964-04,3254,
1964-05,3255,
1964-06,3361,
1964-07,3344,
1964-08,3354,
1964-09,3338,
1964-10,3335,
1964-11,3324,
1964-12,3323,
1965-01,3384,
1965-02,3372,
1965-03,3413,
1965-04,3406,
1965-05,3400,
1965-06,3533,
1965-07,3522,
1965-08,3512,
1965-09,3505,
1965-10,3502,
1965-11,3515,
1965-12,3509,
1966-01,3489,
1966-02,3478,
1966-03,3472,
1966-04,3520,
1966-05,3512,
1966-06,3505,
1966-07,3562,
1966-08,3552,
1966-09,3530,
1966-10,3527,
1966-11,3515,
1966-12,3510,
1967-01,3557,
1967-02,3698,
1967-03,3688,
1967-04,3679,
1967-05,3671,
1967-06,3754,
1967-07,3765,
1967-08,3756,
1967-09,3864,
1967-10,3907,
1967-11,3973,
1967-12,3966,
1968-01,3974,
1968-02,3954,
1968-03,3937,
1968-04,3924,
1968-05,3976,
1968-06,3972,
1968-07,3952,
1968-08,3939,
1968-09,3926,
1968-10,3896,
1968-11,3882,
1968-12,3930,
1969-01,3909,
1969-02,3886,
1969-03,3859,
1969-04,3843,
1969-05,3831,
1969-06,3969,
1969-07,4012,
1969-08,4009,
1969-09,3978,
1969-10,3966,
1969-11,3947,
1969-12,3846,
1970-01,3818,
1970-02,3795,
1970-03,4029,
1970-04,4013,
1970-05,3997,
1970-06,3974,
1970-07,3958,
1970-08,3938,
1970-09,3924,
1970-10,3903,
1970-11,3966,
1970-12,3959,
1971-01,3926,
1971-02,4004,
1971-03,4020,
