"",BBK01.RJ1915,BBK01.RJ1915_FLAGS
"",,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2014-04-30 10:22:18,
1989,.,No value available
1990,.,No value available
1991,76,
1992,84,
1993,94,
1994,111,
1995,124,
1996,139,
1997,156,
1998,127,
1999,143,
2000,171,
2001,187,
2002,204,
2003,186,
2004,213,
2005,2493,
2006,19362,
2007,24604,
2008,27192,
2009,25304,
2010,28679,
2011,18529,
2012,19307,
