"",BBK01.TUD442,BBK01.TUD442_FLAGS
1995-04,3771,
1995-05,3770,
1995-06,3708,
1995-07,3857,
1995-08,3902,
1995-09,3936,
1995-10,3978,
1995-11,4026,
1995-12,4240,
1996-01,4310,
1996-02,4371,
1996-03,4396,
1996-04,4426,
1996-05,4419,
1996-06,4445,
1996-07,4442,
1996-08,4453,
1996-09,4501,
1996-10,4516,
1996-11,4548,
1996-12,4702,
1997-01,4712,
1997-02,4719,
1997-03,4714,
1997-04,4687,
1997-05,4666,
1997-06,4649,
1997-07,4673,
1997-08,4679,
1997-09,4672,
1997-10,4659,
1997-11,4677,
1997-12,4809,
1998-01,4815,
1998-02,4841,
1998-03,4820,
1998-04,4783,
1998-05,4761,
1998-06,4776,
1998-07,4756,
1998-08,4751,
1998-09,4732,
1998-10,4786,
1998-11,4812,
1998-12,4939,
1999-01,3446,
1999-02,3483,
1999-03,3474,
1999-04,3487,
1999-05,3494,
1999-06,3476,
1999-07,3455,
1999-08,3490,
1999-09,3499,
1999-10,3505,
1999-11,3535,
1999-12,3651,
2000-01,3620,
2000-02,3574,
2000-03,3533,
2000-04,3500,
2000-05,3445,
2000-06,3391,
2000-07,3337,
2000-08,3310,
2000-09,3181,
2000-10,3235,
2000-11,3213,
2000-12,3293,
2001-01,3463,
2001-02,3466,
2001-03,3468,
2001-04,3484,
2001-05,3485,
2001-06,3508,
2001-07,3516,
2001-08,3556,
2001-09,3582,
2001-10,3623,
2001-11,3664,
2001-12,3830,
2002-01,3793,
2002-02,3751,
2002-03,3740,
2002-04,3461,
2002-05,3430,
2002-06,3435,
2002-07,3399,
2002-08,3391,
2002-09,3378,
2002-10,3369,
2002-11,3363,
2002-12,3557,
2003-01,3564,
2003-02,3567,
2003-03,3551,
2003-04,3539,
2003-05,3501,
2003-06,3474,
2003-07,3414,
2003-08,3378,
2003-09,3322,
2003-10,3263,
2003-11,3197,
2003-12,3141,
2004-01,3121,
2004-02,3099,
2004-03,3075,
2004-04,3062,
2004-05,3031,
2004-06,3003,
2004-07,2986,
2004-08,2971,
2004-09,2941,
2004-10,2880,
2004-11,2814,
2004-12,2711,
2005-01,2689,
2005-02,2657,
2005-03,2617,
2005-04,2545,
2005-05,2453,
2005-06,2088,
2005-07,2050,
2005-08,2024,
2005-09,2016,
2005-10,1998,
2005-11,1985,
2005-12,2005,
2006-01,1989,
2006-02,1978,
2006-03,1968,
2006-04,1957,
2006-05,1940,
2006-06,1929,
2006-07,1907,
2006-08,1888,
2006-09,1865,
2006-10,1850,
2006-11,1823,
2006-12,1854,
2007-01,1863,
2007-02,1849,
2007-03,1851,
2007-04,1836,
2007-05,1829,
2007-06,1807,
2007-07,1773,
2007-08,1759,
2007-09,1749,
2007-10,1733,
2007-11,1728,
2007-12,1776,
2008-01,1780,
2008-02,1770,
2008-03,1772,
2008-04,1771,
2008-05,1762,
2008-06,1758,
2008-07,1746,
2008-08,1723,
2008-09,1721,
2008-10,1732,
2008-11,1737,
2008-12,1775,
2009-01,1810,
2009-02,1842,
2009-03,1849,
2009-04,1855,
2009-05,1865,
2009-06,1872,
2009-07,1893,
2009-08,1913,
2009-09,1919,
2009-10,1919,
2009-11,1924,
2009-12,1964,
2010-01,1979,
2010-02,1991,
2010-03,2021,
2010-04,2040,
2010-05,2068,
2010-06,2107,
2010-07,2126,
2010-08,2132,
2010-09,2130,
2010-10,2138,
2010-11,2169,
2010-12,2224,
2011-01,2231,
2011-02,2232,
2011-03,2256,
2011-04,2297,
2011-05,2315,
2011-06,2317,
2011-07,2323,
2011-08,2309,
2011-09,2326,
2011-10,2370,
2011-11,2463,
2011-12,2531,
2012-01,2580,
2012-02,2618,
2012-03,2630,
2012-04,2616,
2012-05,2698,
2012-06,2830,
2012-07,2859,
2012-08,2879,
2012-09,2883,
2012-10,2887,
2012-11,2876,
2012-12,2822,
2013-01,2785,
2013-02,2782,
2013-03,2772,
2013-04,2782,
2013-05,2782,
2013-06,2778,
2013-07,2767,
2013-08,2761,
2013-09,2760,
2013-10,2744,
2013-11,2739,
2013-12,2743,
2014-01,2735,
2014-02,2735,
2014-03,2730,
2014-04,2714,
2014-05,2699,
2014-06,2691,
2014-07,2671,
2014-08,2668,
2014-09,2661,
2014-10,2649,
2014-11,2641,
2014-12,2659,
2015-01,2704,
