"",BBK01.TUD442,BBK01.TUD442_FLAGS
"",Deposits of non-banks (non-MFIs) in the euro area / in other member states / at agreed notice / of which: up to 3 months / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:29,
1979-12,902,
1980-01,844,
1980-02,855,
1980-03,880,
1980-04,889,
1980-05,881,
1980-06,897,
1980-07,881,
1980-08,900,
1980-09,910,
1980-10,921,
1980-11,933,
1980-12,959,
1981-01,934,
1981-02,939,
1981-03,1006,
1981-04,972,
1981-05,988,
1981-06,988,
1981-07,1013,
1981-08,986,
1981-09,979,
1981-10,963,
1981-11,972,
1981-12,1024,
1982-01,985,
1982-02,986,
1982-03,1003,
1982-04,970,
1982-05,971,
1982-06,996,
1982-07,1003,
1982-08,1013,
1982-09,1026,
1982-10,1018,
1982-11,1009,
1982-12,1045,
1983-01,995,
1983-02,994,
1983-03,1004,
1983-04,988,
1983-05,1004,
1983-06,1042,
1983-07,1032,
1983-08,1028,
1983-09,1029,
1983-10,1021,
1983-11,1024,
1983-12,1050,
1984-01,999,
1984-02,985,
1984-03,998,
1984-04,1025,
1984-05,1037,
1984-06,1048,
1984-07,1072,
1984-08,1072,
1984-09,1132,
1984-10,1130,
1984-11,1137,
1984-12,1221,
1985-01,1181,
1985-02,1215,
1985-03,1164,
1985-04,1163,
1985-05,1138,
1985-06,1174,
1985-07,1128,
1985-08,1143,
1985-09,1144,
1985-10,1157,
1985-11,1189,
1985-12,1240,
1986-01,1196,
1986-02,1179,
1986-03,1227,
1986-04,1212,
1986-05,1217,
1986-06,1225,
1986-07,1194,
1986-08,1202,
1986-09,1302,
1986-10,1314,
1986-11,1288,
1986-12,1310,
1987-01,1301,
1987-02,1280,
1987-03,1295,
1987-04,1322,
1987-05,1321,
1987-06,1358,
1987-07,1355,
1987-08,1358,
1987-09,1395,
1987-10,1448,
1987-11,1396,
1987-12,1386,
1988-01,1396,
1988-02,1398,
1988-03,1426,
1988-04,1405,
1988-05,1437,
1988-06,1482,
1988-07,1548,
1988-08,1577,
1988-09,1572,
1988-10,1569,
1988-11,1564,
1988-12,1559,
1989-01,1596,
1989-02,1617,
1989-03,1660,
1989-04,1715,
1989-05,1801,
1989-06,1803,
1989-07,1752,
1989-08,1776,
1989-09,1793,
1989-10,1812,
1989-11,1814,
1989-12,1813,
1990-01,1852,
1990-02,1892,
1990-03,1899,
1990-04,1920,
1990-05,1926,
1990-06,2142,
1990-07,2186,
1990-08,2197,
1990-09,2267,
1990-10,2223,
1990-11,2209,
1990-12,2236,
1991-01,2245,
1991-02,2276,
1991-03,2455,
1991-04,2418,
1991-05,2365,
1991-06,2438,
1991-07,2394,
1991-08,2430,
1991-09,2365,
1991-10,2410,
1991-11,2401,
1991-12,2352,
1992-01,2416,
1992-02,2472,
1992-03,2546,
1992-04,2586,
1992-05,2585,
1992-06,2578,
1992-07,2541,
1992-08,2566,
1992-09,2770,
1992-10,2785,
1992-11,2846,
1992-12,2872,
1993-01,2835,
1993-02,2949,
1993-03,2965,
1993-04,2942,
1993-05,2979,
1993-06,3089,
1993-07,3136,
1993-08,3147,
1993-09,3109,
1993-10,3199,
1993-11,3261,
1993-12,3481,
1994-01,3509,
1994-02,3527,
1994-03,3539,
1994-04,3543,
1994-05,3551,
1994-06,3555,
1994-07,3572,
1994-08,3555,
1994-09,3577,
1994-10,3582,
1994-11,3625,
1994-12,3710,
1995-01,3691,
1995-02,3715,
1995-03,3735,
