"",BBK01.EU8147,BBK01.EU8147_FLAGS
"",External position of the Bundesbank since the beginning of EMU / Net external position,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:53:38,
1998-12,87146.07,comment
1999-01,100987.52,
1999-02,99129.43,
1999-03,108715.42,
1999-04,108854.60,
1999-05,100522.15,
1999-06,102096.25,
1999-07,88519.92,
1999-08,98324.65,
1999-09,118845.94,
1999-10,103838.35,
1999-11,123747.37,
1999-12,135779.49,
2000-01,109595.13,
2000-02,111528.94,
2000-03,106808.39,
2000-04,116109.90,
2000-05,113453.34,
2000-06,131826.40,
2000-07,108226.80,
2000-08,96469.15,
2000-09,116190.79,
2000-10,96600.12,
2000-11,91585.42,
2000-12,94170.06,
2001-01,99762.76,
2001-02,104093.34,
2001-03,109363.06,
2001-04,99745.19,
2001-05,104346.53,
2001-06,92933.12,
2001-07,100432.18,
2001-08,102150.84,
2001-09,103386.82,
2001-10,104704.21,
2001-11,97841.24,
2001-12,67395.64,
2002-01,87660.58,
2002-02,88038.37,
2002-03,89411.62,
2002-04,97637.83,
2002-05,92437.89,
2002-06,78980.16,
2002-07,95024.73,
2002-08,101249.85,
2002-09,98923.21,
2002-10,103275.81,
2002-11,98343.12,
2002-12,94942.18,
2003-01,88373.64,
2003-02,85822.44,
2003-03,87640.89,
2003-04,84575.37,
2003-05,60637.85,
2003-06,63013.81,
2003-07,80338.91,
2003-08,87544.91,
2003-09,81015.62,
2003-10,102628.09,
2003-11,86611.81,
2003-12,84951.04,
2004-01,79373.67,
2004-02,77909.56,
2004-03,94919.71,
2004-04,92327.13,
2004-05,81340.05,
2004-06,60834.46,
2004-07,62319.51,
2004-08,79814.76,
2004-09,92551.71,
2004-10,68914.60,
2004-11,78765.12,
2004-12,85175.18,
2005-01,88579.70,
2005-02,70060.58,
2005-03,94130.64,
2005-04,81844.79,
2005-05,100771.08,
2005-06,84232.28,
2005-07,84261.21,
2005-08,104510.56,
2005-09,96224.99,
2005-10,104140.63,
2005-11,121402.57,
2005-12,123982.73,
2006-01,98471.37,
2006-02,104013.47,
2006-03,99597.99,
2006-04,95600.78,
2006-05,114614.42,
2006-06,82401.75,
2006-07,96080.69,
2006-08,119564.01,
2006-09,110391.13,
2006-10,104972.86,
2006-11,108843.39,
2006-12,99569.89,
2007-01,109299.45,
2007-02,116127.22,
2007-03,116299.11,
2007-04,103811.47,
2007-05,118854.17,
2007-06,110617.16,
2007-07,114009.27,
2007-08,138373.06,
2007-09,143287.51,
2007-10,161077.35,
2007-11,164605.79,
2007-12,163487.72,
2008-01,187631.65,
2008-02,204379.13,
2008-03,173151.20,
2008-04,172638.80,
2008-05,175591.86,
2008-06,183119.96,
2008-07,178827.30,
2008-08,190495.87,
2008-09,189133.35,
2008-10,144800.58,
2008-11,180129.58,
2008-12,200606.76,
2009-01,236631.45,
2009-02,258786.23,
2009-03,266930.82,
2009-04,263780.57,
2009-05,252703.25,
2009-06,280616.58,
2009-07,274559.80,
2009-08,282910.20,
2009-09,305755.52,
2009-10,283737.49,
2009-11,297349.47,
2009-12,314160.10,
2010-01,316094.94,
2010-02,343395.84,
2010-03,354651.16,
2010-04,365896.61,
2010-05,431455.10,
2010-06,433536.43,
2010-07,440568.54,
2010-08,462162.71,
2010-09,485338.06,
2010-10,460032.14,
2010-11,486526.42,
2010-12,510074.70,
2011-01,479275.75,
2011-02,503677.37,
2011-03,502791.34,
2011-04,490679.42,
2011-05,511321.77,
2011-06,521015.88,
2011-07,537660.73,
2011-08,607422.28,
2011-09,672849.62,
2011-10,691828.96,
2011-11,732840.01,
2011-12,668105.54,
2012-01,751465.86,
2012-02,800593.07,
2012-03,858215.19,
2012-04,893879.42,
2012-05,910607.53,
2012-06,907460.97,
2012-07,898344.63,
2012-08,922123.02,
2012-09,878720.72,
2012-10,867652.11,
2012-11,876343.80,
2012-12,814506.39,
2013-01,774688.42,
2013-02,775207.94,
2013-03,772270.53,
2013-04,762950.55,
2013-05,749965.17,
2013-06,729742.88,
2013-07,736059.16,
2013-08,739560.23,
2013-09,730696.76,
2013-10,699737.17,
2013-11,691332.20,
2013-12,664526.90,
2014-01,662902.35,
2014-02,674527.94,
2014-03,653122.98,
2014-04,639915.76,
2014-05,628139.63,
2014-06,634868.71,
2014-07,643266.51,
2014-08,665626.17,
2014-09,678751.00,
2014-10,656274.98,
2014-11,655074.95,
2014-12,658492.26,
2015-01,677908.21,
"",Comment on 1998-12: The Bundesbank's opening balance sheet in euro as at,
