"",BBEE1.D.I8.AAA.XZE012.A.AABAN.M00,BBEE1.D.I8.AAA.XZE012.A.AABAN.M00_FLAGS
2004-03-29,103.1739,
2004-03-30,103.4852,
2004-03-31,103.3887,
2004-04-01,103.8310,
2004-04-02,103.8133,
2004-04-03,.,No value available
2004-04-04,.,No value available
2004-04-05,102.6089,
2004-04-06,102.6848,
2004-04-07,102.6793,
2004-04-08,102.7269,
2004-04-09,.,No value available
2004-04-10,.,No value available
2004-04-11,.,No value available
2004-04-12,.,No value available
2004-04-13,102.1187,
2004-04-14,102.2511,
2004-04-15,102.5151,
2004-04-16,102.6154,
2004-04-17,.,No value available
2004-04-18,.,No value available
2004-04-19,102.8392,
2004-04-20,102.3673,
2004-04-21,102.2612,
2004-04-22,102.4784,
2004-04-23,102.4265,
2004-04-24,.,No value available
2004-04-25,.,No value available
2004-04-26,102.1099,
2004-04-27,102.2512,
2004-04-28,102.4697,
2004-04-29,102.5708,
2004-04-30,102.9300,
2004-05-01,.,No value available
2004-05-02,.,No value available
2004-05-03,103.0842,
2004-05-04,103.3334,
2004-05-05,103.6477,
2004-05-06,103.6130,
2004-05-07,103.4365,
2004-05-08,.,No value available
2004-05-09,.,No value available
2004-05-10,102.7347,
2004-05-11,102.7398,
2004-05-12,102.7876,
2004-05-13,102.7304,
2004-05-14,102.8442,
2004-05-15,.,No value available
2004-05-16,.,No value available
2004-05-17,103.6091,
2004-05-18,103.5585,
2004-05-19,103.2659,
2004-05-20,102.9582,
2004-05-21,103.1541,
2004-05-22,.,No value available
2004-05-23,.,No value available
2004-05-24,102.9642,
2004-05-25,103.3392,
2004-05-26,103.3618,
2004-05-27,103.4840,
2004-05-28,103.8496,
2004-05-29,.,No value available
2004-05-30,.,No value available
2004-05-31,103.3696,
2004-06-01,103.5816,
2004-06-02,103.8278,
2004-06-03,103.7455,
2004-06-04,103.6086,
2004-06-05,.,No value available
2004-06-06,.,No value available
2004-06-07,104.0770,
2004-06-08,103.8168,
2004-06-09,103.2297,
2004-06-10,102.5929,
2004-06-11,102.4464,
2004-06-12,.,No value available
2004-06-13,.,No value available
2004-06-14,102.6417,
2004-06-15,102.9458,
2004-06-16,102.7184,
2004-06-17,102.5443,
2004-06-18,102.5082,
2004-06-19,.,No value available
2004-06-20,.,No value available
2004-06-21,102.8542,
2004-06-22,102.9213,
2004-06-23,102.9301,
2004-06-24,102.9408,
2004-06-25,102.9499,
2004-06-26,.,No value available
2004-06-27,.,No value available
2004-06-28,103.2941,
2004-06-29,103.2526,
2004-06-30,103.2703,
2004-07-01,103.1961,
2004-07-02,103.1821,
2004-07-03,.,No value available
2004-07-04,.,No value available
2004-07-05,103.7820,
2004-07-06,103.8501,
2004-07-07,103.8878,
2004-07-08,103.8869,
2004-07-09,103.9908,
2004-07-10,.,No value available
2004-07-11,.,No value available
2004-07-12,103.9760,
2004-07-13,103.8140,
2004-07-14,103.9853,
2004-07-15,103.9868,
2004-07-16,103.8570,
2004-07-17,.,No value available
2004-07-18,.,No value available
2004-07-19,103.8558,
2004-07-20,104.0186,
2004-07-21,103.8028,
2004-07-22,103.5907,
2004-07-23,103.2609,
2004-07-24,.,No value available
2004-07-25,.,No value available
2004-07-26,103.0022,
2004-07-27,103.0652,
2004-07-28,102.6575,
2004-07-29,102.7177,
2004-07-30,102.6936,
2004-07-31,.,No value available
2004-08-01,.,No value available
2004-08-02,102.5860,
2004-08-03,102.6083,
2004-08-04,102.4544,
2004-08-05,102.5293,
2004-08-06,102.6948,
2004-08-07,.,No value available
2004-08-08,.,No value available
2004-08-09,103.4667,
2004-08-10,103.6346,
2004-08-11,103.5483,
2004-08-12,103.6497,
2004-08-13,103.6475,
2004-08-14,.,No value available
2004-08-15,.,No value available
2004-08-16,104.0289,
2004-08-17,104.0245,
2004-08-18,104.0378,
2004-08-19,104.2467,
2004-08-20,103.9216,
2004-08-21,.,No value available
2004-08-22,.,No value available
2004-08-23,103.7607,
2004-08-24,103.1440,
2004-08-25,103.0108,
2004-08-26,103.0321,
2004-08-27,102.9362,
2004-08-28,.,No value available
2004-08-29,.,No value available
2004-08-30,102.8260,
2004-08-31,103.2065,
2004-09-01,103.3934,
2004-09-02,103.3941,
2004-09-03,103.3781,
2004-09-04,.,No value available
2004-09-05,.,No value available
2004-09-06,102.9442,
2004-09-07,103.0003,
2004-09-08,102.7542,
2004-09-09,103.5396,
2004-09-10,103.7675,
2004-09-11,.,No value available
2004-09-12,.,No value available
2004-09-13,103.7090,
2004-09-14,103.6851,
2004-09-15,103.7232,
2004-09-16,103.2451,
2004-09-17,103.5371,
2004-09-18,.,No value available
2004-09-19,.,No value available
2004-09-20,103.0982,
2004-09-21,103.7582,
2004-09-22,103.6983,
2004-09-23,104.0463,
2004-09-24,104.0203,
2004-09-25,.,No value available
2004-09-26,.,No value available
2004-09-27,103.7411,
2004-09-28,104.1851,
2004-09-29,104.1100,
2004-09-30,104.6185,
2004-10-01,104.6217,
2004-10-02,.,No value available
2004-10-03,.,No value available
2004-10-04,104.1258,
2004-10-05,104.1079,
2004-10-06,104.0369,
2004-10-07,104.1472,
2004-10-08,104.1035,
2004-10-09,.,No value available
2004-10-10,.,No value available
2004-10-11,104.2682,
2004-10-12,103.9421,
2004-10-13,103.7450,
2004-10-14,104.1813,
2004-10-15,104.4098,
2004-10-16,.,No value available
2004-10-17,.,No value available
2004-10-18,104.6740,
2004-10-19,104.8077,
2004-10-20,105.1664,
2004-10-21,105.0231,
2004-10-22,105.0532,
2004-10-23,.,No value available
2004-10-24,.,No value available
2004-10-25,105.7620,
2004-10-26,105.8269,
2004-10-27,105.7295,
2004-10-28,105.5018,
2004-10-29,105.4037,
2004-10-30,.,No value available
2004-10-31,.,No value available
2004-11-01,105.4520,
2004-11-02,105.1279,
2004-11-03,105.3342,
2004-11-04,105.8761,
2004-11-05,105.8525,
2004-11-06,.,No value available
2004-11-07,.,No value available
2004-11-08,105.9627,
2004-11-09,105.9412,
2004-11-10,106.2319,
2004-11-11,105.9884,
2004-11-12,105.9759,
2004-11-13,.,No value available
2004-11-14,.,No value available
2004-11-15,105.9086,
2004-11-16,105.9781,
2004-11-17,106.1119,
2004-11-18,106.0500,
2004-11-19,105.9562,
2004-11-20,.,No value available
2004-11-21,.,No value available
2004-11-22,105.9308,
2004-11-23,105.9612,
2004-11-24,106.2128,
2004-11-25,106.4414,
2004-11-26,106.5058,
2004-11-27,.,No value available
2004-11-28,.,No value available
2004-11-29,106.5626,
2004-11-30,106.5987,
2004-12-01,106.4775,
2004-12-02,106.4556,
2004-12-03,106.4411,
2004-12-04,.,No value available
2004-12-05,.,No value available
2004-12-06,106.9659,
2004-12-07,107.0798,
2004-12-08,106.8240,
2004-12-09,106.9255,
2004-12-10,106.6962,
2004-12-11,.,No value available
2004-12-12,.,No value available
2004-12-13,106.8448,
2004-12-14,106.9824,
2004-12-15,107.0684,
2004-12-16,106.9704,
2004-12-17,106.4999,
2004-12-18,.,No value available
2004-12-19,.,No value available
2004-12-20,106.9285,
2004-12-21,107.1224,
2004-12-22,107.2548,
2004-12-23,107.6100,
2004-12-24,107.9823,
2004-12-25,.,No value available
2004-12-26,.,No value available
2004-12-27,107.9744,
2004-12-28,108.2278,
2004-12-29,108.3090,
2004-12-30,108.3277,
2004-12-31,108.1739,
2005-01-01,.,No value available
2005-01-02,.,No value available
2005-01-03,107.7379,
2005-01-04,107.2788,
2005-01-05,106.8816,
2005-01-06,106.7888,
2005-01-07,106.7111,
2005-01-08,.,No value available
2005-01-09,.,No value available
2005-01-10,106.1140,
2005-01-11,106.1988,
2005-01-12,106.1512,
2005-01-13,106.4784,
2005-01-14,105.8601,
2005-01-15,.,No value available
2005-01-16,.,No value available
2005-01-17,105.7834,
2005-01-18,105.6120,
2005-01-19,105.5916,
2005-01-20,105.0926,
2005-01-21,105.3528,
2005-01-22,.,No value available
2005-01-23,.,No value available
2005-01-24,105.5968,
2005-01-25,105.4670,
2005-01-26,105.2958,
2005-01-27,105.3608,
2005-01-28,105.3775,
2005-01-29,.,No value available
2005-01-30,.,No value available
2005-01-31,105.4014,
2005-02-01,105.3995,
2005-02-02,105.4997,
2005-02-03,105.1453,
2005-02-04,104.9147,
2005-02-05,.,No value available
2005-02-06,.,No value available
2005-02-07,104.4114,
2005-02-08,104.2610,
2005-02-09,104.2505,
2005-02-10,104.4355,
2005-02-11,104.7282,
2005-02-12,.,No value available
2005-02-13,.,No value available
2005-02-14,104.9225,
2005-02-15,105.1409,
2005-02-16,105.4436,
2005-02-17,105.4497,
2005-02-18,105.2416,
2005-02-19,.,No value available
2005-02-20,.,No value available
2005-02-21,105.3068,
2005-02-22,105.6726,
2005-02-23,105.7647,
2005-02-24,106.0361,
2005-02-25,105.5666,
2005-02-26,.,No value available
2005-02-27,.,No value available
2005-02-28,105.7496,
2005-03-01,105.4575,
2005-03-02,105.1076,
2005-03-03,105.3167,
2005-03-04,105.3265,
2005-03-05,.,No value available
2005-03-06,.,No value available
2005-03-07,105.5376,
2005-03-08,105.6737,
2005-03-09,106.1396,
2005-03-10,106.5769,
2005-03-11,106.6240,
2005-03-12,.,No value available
2005-03-13,.,No value available
2005-03-14,106.6182,
2005-03-15,106.6008,
2005-03-16,106.6581,
2005-03-17,106.8228,
2005-03-18,106.2788,
2005-03-19,.,No value available
2005-03-20,.,No value available
2005-03-21,106.2223,
2005-03-22,105.9762,
2005-03-23,105.6445,
2005-03-24,105.4720,
2005-03-25,.,No value available
2005-03-26,.,No value available
2005-03-27,.,No value available
2005-03-28,.,No value available
2005-03-29,105.2757,
2005-03-30,105.2458,
2005-03-31,105.2055,
2005-04-01,105.2001,
2005-04-02,.,No value available
2005-04-03,.,No value available
2005-04-04,105.0239,
2005-04-05,104.7306,
2005-04-06,104.9129,
2005-04-07,105.1317,
2005-04-08,104.7407,
2005-04-09,.,No value available
2005-04-10,.,No value available
2005-04-11,105.2451,
2005-04-12,105.2552,
2005-04-13,104.8989,
2005-04-14,104.6411,
2005-04-15,104.9406,
2005-04-16,.,No value available
2005-04-17,.,No value available
2005-04-18,105.4048,
2005-04-19,105.4928,
2005-04-20,105.5109,
2005-04-21,105.6722,
2005-04-22,105.6007,
2005-04-23,.,No value available
2005-04-24,.,No value available
2005-04-25,105.0258,
2005-04-26,105.1235,
2005-04-27,104.9050,
2005-04-28,104.8725,
2005-04-29,105.0043,
2005-04-30,.,No value available
2005-05-01,.,No value available
2005-05-02,104.6202,
2005-05-03,104.6647,
2005-05-04,104.8841,
2005-05-05,104.7897,
2005-05-06,104.7934,
2005-05-07,.,No value available
2005-05-08,.,No value available
2005-05-09,104.3273,
2005-05-10,104.5998,
2005-05-11,104.7123,
2005-05-12,104.2773,
2005-05-13,103.7508,
2005-05-14,.,No value available
2005-05-15,.,No value available
2005-05-16,104.0883,
2005-05-17,104.1398,
2005-05-18,104.0716,
2005-05-19,104.0418,
2005-05-20,103.9899,
2005-05-21,.,No value available
2005-05-22,.,No value available
2005-05-23,103.7448,
2005-05-24,104.0039,
2005-05-25,103.8578,
2005-05-26,103.7161,
2005-05-27,103.7434,
2005-05-28,.,No value available
2005-05-29,.,No value available
2005-05-30,103.3186,
2005-05-31,102.4647,
2005-06-01,102.0567,
2005-06-02,102.1067,
2005-06-03,102.1038,
2005-06-04,.,No value available
2005-06-05,.,No value available
2005-06-06,101.8658,
2005-06-07,101.7192,
2005-06-08,101.9480,
2005-06-09,101.6610,
2005-06-10,101.5502,
2005-06-11,.,No value available
2005-06-12,.,No value available
2005-06-13,101.0057,
2005-06-14,101.2763,
2005-06-15,100.9650,
2005-06-16,101.1045,
2005-06-17,101.3848,
2005-06-18,.,No value available
2005-06-19,.,No value available
2005-06-20,101.5896,
2005-06-21,101.0034,
2005-06-22,101.0202,
2005-06-23,100.7243,
2005-06-24,100.9473,
2005-06-25,.,No value available
2005-06-26,.,No value available
2005-06-27,101.3984,
2005-06-28,101.2109,
2005-06-29,101.1978,
2005-06-30,101.5537,
2005-07-01,101.7124,
2005-07-02,.,No value available
2005-07-03,.,No value available
2005-07-04,100.8842,
2005-07-05,100.9893,
2005-07-06,101.1316,
2005-07-07,101.5731,
2005-07-08,101.4078,
2005-07-09,.,No value available
2005-07-10,.,No value available
2005-07-11,101.8210,
2005-07-12,102.4371,
2005-07-13,102.6107,
2005-07-14,102.0144,
2005-07-15,102.1099,
2005-07-16,.,No value available
2005-07-17,.,No value available
2005-07-18,102.0527,
2005-07-19,101.7586,
2005-07-20,102.3711,
2005-07-21,102.3871,
2005-07-22,102.1380,
2005-07-23,.,No value available
2005-07-24,.,No value available
2005-07-25,101.8183,
2005-07-26,101.4539,
2005-07-27,101.4962,
2005-07-28,101.9010,
2005-07-29,101.7704,
2005-07-30,.,No value available
2005-07-31,.,No value available
2005-08-01,102.2560,
2005-08-02,102.0599,
2005-08-03,102.4518,
2005-08-04,102.5626,
2005-08-05,102.9075,
2005-08-06,.,No value available
2005-08-07,.,No value available
2005-08-08,102.6884,
2005-08-09,102.7105,
2005-08-10,102.5694,
2005-08-11,102.5574,
2005-08-12,102.7048,
2005-08-13,.,No value available
2005-08-14,.,No value available
2005-08-15,102.3017,
2005-08-16,101.9363,
2005-08-17,101.8831,
2005-08-18,101.5238,
2005-08-19,101.5105,
2005-08-20,.,No value available
2005-08-21,.,No value available
2005-08-22,101.6063,
2005-08-23,101.7923,
2005-08-24,101.6909,
2005-08-25,101.9388,
2005-08-26,102.0795,
2005-08-27,.,No value available
2005-08-28,.,No value available
2005-08-29,102.0591,
2005-08-30,101.7516,
2005-08-31,101.8004,
2005-09-01,102.3799,
2005-09-02,102.8076,
2005-09-03,.,No value available
2005-09-04,.,No value available
2005-09-05,102.5540,
2005-09-06,102.3465,
2005-09-07,102.2814,
2005-09-08,102.1228,
2005-09-09,102.0504,
2005-09-10,.,No value available
2005-09-11,.,No value available
2005-09-12,101.5653,
2005-09-13,101.5707,
2005-09-14,101.5871,
2005-09-15,101.2753,
2005-09-16,101.3857,
2005-09-17,.,No value available
2005-09-18,.,No value available
2005-09-19,100.9225,
2005-09-20,100.9969,
2005-09-21,101.3644,
2005-09-22,101.5303,
2005-09-23,101.1632,
2005-09-24,.,No value available
2005-09-25,.,No value available
2005-09-26,100.8884,
2005-09-27,100.8750,
2005-09-28,101.0600,
2005-09-29,101.1915,
2005-09-30,101.1386,
2005-10-01,.,No value available
2005-10-02,.,No value available
2005-10-03,100.6787,
2005-10-04,100.6844,
2005-10-05,100.6270,
2005-10-06,101.3307,
2005-10-07,101.7559,
2005-10-08,.,No value available
2005-10-09,.,No value available
2005-10-10,101.5327,
2005-10-11,101.1709,
2005-10-12,101.1674,
2005-10-13,101.1903,
2005-10-14,101.3453,
2005-10-15,.,No value available
2005-10-16,.,No value available
2005-10-17,101.3899,
2005-10-18,101.1276,
2005-10-19,101.0630,
2005-10-20,100.9838,
2005-10-21,101.2454,
2005-10-22,.,No value available
2005-10-23,.,No value available
2005-10-24,100.9854,
2005-10-25,101.2620,
2005-10-26,101.5644,
2005-10-27,101.8321,
2005-10-28,101.9146,
2005-10-29,.,No value available
2005-10-30,.,No value available
2005-10-31,101.3360,
2005-11-01,101.4231,
2005-11-02,101.3354,
2005-11-03,101.4953,
2005-11-04,101.0987,
2005-11-05,.,No value available
2005-11-06,.,No value available
2005-11-07,100.7117,
2005-11-08,100.2360,
2005-11-09,100.1591,
2005-11-10,100.2800,
2005-11-11,99.9952,
2005-11-12,.,No value available
2005-11-13,.,No value available
2005-11-14,100.0447,
2005-11-15,99.9371,
2005-11-16,100.1034,
2005-11-17,100.1880,
2005-11-18,100.2135,
2005-11-19,.,No value available
2005-11-20,.,No value available
2005-11-21,100.9377,
2005-11-22,100.4350,
2005-11-23,100.5857,
2005-11-24,100.5443,
2005-11-25,100.4597,
2005-11-26,.,No value available
2005-11-27,.,No value available
2005-11-28,100.2927,
2005-11-29,100.5587,
2005-11-30,100.4573,
2005-12-01,100.3279,
2005-12-02,99.9791,
2005-12-03,.,No value available
2005-12-04,.,No value available
2005-12-05,100.2186,
2005-12-06,100.2704,
2005-12-07,99.9406,
2005-12-08,100.1744,
2005-12-09,100.1922,
2005-12-10,.,No value available
2005-12-11,.,No value available
2005-12-12,100.7957,
2005-12-13,100.7165,
2005-12-14,101.0468,
2005-12-15,100.7495,
2005-12-16,100.8412,
2005-12-17,.,No value available
2005-12-18,.,No value available
2005-12-19,100.8466,
2005-12-20,100.7007,
2005-12-21,100.4474,
2005-12-22,100.2930,
2005-12-23,100.4869,
2005-12-24,.,No value available
2005-12-25,.,No value available
2005-12-26,.,No value available
2005-12-27,100.4438,
2005-12-28,100.8576,
2005-12-29,100.5687,
2005-12-30,100.2876,
2005-12-31,.,No value available
2006-01-01,.,No value available
2006-01-02,100.5038,
2006-01-03,100.5755,
2006-01-04,101.3122,
2006-01-05,101.2119,
2006-01-06,101.2690,
2006-01-07,.,No value available
2006-01-08,.,No value available
2006-01-09,100.7520,
2006-01-10,100.7930,
2006-01-11,100.9943,
2006-01-12,100.9080,
2006-01-13,100.7033,
2006-01-14,.,No value available
2006-01-15,.,No value available
2006-01-16,101.1176,
2006-01-17,101.0524,
2006-01-18,101.3528,
2006-01-19,101.1554,
2006-01-20,100.9815,
2006-01-21,.,No value available
2006-01-22,.,No value available
2006-01-23,101.7664,
2006-01-24,101.7363,
2006-01-25,101.6987,
2006-01-26,101.6212,
2006-01-27,101.3503,
2006-01-28,.,No value available
2006-01-29,.,No value available
2006-01-30,100.9825,
2006-01-31,101.1480,
2006-02-01,100.8766,
2006-02-02,100.8811,
2006-02-03,100.8838,
2006-02-04,.,No value available
2006-02-05,.,No value available
2006-02-06,100.5694,
2006-02-07,100.5892,
2006-02-08,100.5536,
2006-02-09,100.6645,
2006-02-10,100.3822,
2006-02-11,.,No value available
2006-02-12,.,No value available
2006-02-13,100.1937,
2006-02-14,100.2351,
2006-02-15,100.1811,
2006-02-16,100.0784,
2006-02-17,100.1215,
2006-02-18,.,No value available
2006-02-19,.,No value available
2006-02-20,100.3626,
2006-02-21,100.2603,
2006-02-22,100.2297,
2006-02-23,100.3513,
2006-02-24,100.0368,
2006-02-25,.,No value available
2006-02-26,.,No value available
2006-02-27,99.8090,
2006-02-28,99.9083,
2006-03-01,100.1722,
2006-03-02,100.1493,
2006-03-03,100.7118,
2006-03-04,.,No value available
2006-03-05,.,No value available
2006-03-06,100.8238,
2006-03-07,100.5588,
2006-03-08,100.6629,
2006-03-09,100.6468,
2006-03-10,100.7742,
2006-03-11,.,No value available
2006-03-12,.,No value available
2006-03-13,101.0194,
2006-03-14,101.0431,
2006-03-15,101.2058,
2006-03-16,101.4573,
2006-03-17,101.7776,
2006-03-18,.,No value available
2006-03-19,.,No value available
2006-03-20,101.7889,
2006-03-21,101.8079,
2006-03-22,101.5570,
2006-03-23,101.4104,
2006-03-24,101.2059,
2006-03-25,.,No value available
2006-03-26,.,No value available
2006-03-27,101.2037,
2006-03-28,101.5983,
2006-03-29,101.5009,
2006-03-30,101.7991,
2006-03-31,101.9168,
2006-04-01,.,No value available
2006-04-02,.,No value available
2006-04-03,101.7253,
2006-04-04,102.3502,
2006-04-05,102.5843,
2006-04-06,102.7486,
2006-04-07,102.0466,
2006-04-08,.,No value available
2006-04-09,.,No value available
2006-04-10,101.7026,
2006-04-11,101.6634,
2006-04-12,101.6421,
2006-04-13,101.6042,
2006-04-14,.,No value available
2006-04-15,.,No value available
2006-04-16,.,No value available
2006-04-17,.,No value available
2006-04-18,102.1040,
2006-04-19,102.3290,
2006-04-20,102.4047,
2006-04-21,102.2608,
2006-04-22,.,No value available
2006-04-23,.,No value available
2006-04-24,102.1543,
2006-04-25,102.4816,
2006-04-26,102.6389,
2006-04-27,102.5763,
2006-04-28,102.8859,
2006-04-29,.,No value available
2006-04-30,.,No value available
2006-05-01,.,No value available
2006-05-02,103.0147,
2006-05-03,102.7307,
2006-05-04,102.6201,
2006-05-05,103.0472,
2006-05-06,.,No value available
2006-05-07,.,No value available
2006-05-08,102.9722,
2006-05-09,102.8072,
2006-05-10,103.0815,
2006-05-11,102.8007,
2006-05-12,103.5452,
2006-05-13,.,No value available
2006-05-14,.,No value available
2006-05-15,103.5103,
2006-05-16,103.4083,
2006-05-17,103.3979,
2006-05-18,103.3006,
2006-05-19,103.3600,
2006-05-20,.,No value available
2006-05-21,.,No value available
2006-05-22,103.4524,
2006-05-23,103.6106,
2006-05-24,103.8158,
2006-05-25,103.4189,
2006-05-26,103.5497,
2006-05-27,.,No value available
2006-05-28,.,No value available
2006-05-29,103.4122,
2006-05-30,103.7044,
2006-05-31,103.8592,
2006-06-01,103.4303,
2006-06-02,103.7112,
2006-06-03,.,No value available
2006-06-04,.,No value available
2006-06-05,104.2459,
2006-06-06,103.9126,
2006-06-07,103.7308,
2006-06-08,103.7300,
2006-06-09,103.2422,
2006-06-10,.,No value available
2006-06-11,.,No value available
2006-06-12,102.8613,
2006-06-13,103.0414,
2006-06-14,103.0067,
2006-06-15,103.2020,
2006-06-16,103.4353,
2006-06-17,.,No value available
2006-06-18,.,No value available
2006-06-19,103.3277,
2006-06-20,103.1004,
2006-06-21,103.6221,
2006-06-22,103.5408,
2006-06-23,103.3395,
2006-06-24,.,No value available
2006-06-25,.,No value available
2006-06-26,103.6252,
2006-06-27,103.6320,
2006-06-28,103.6150,
2006-06-29,103.5429,
2006-06-30,104.0855,
2006-07-01,.,No value available
2006-07-02,.,No value available
2006-07-03,104.3794,
2006-07-04,104.2681,
2006-07-05,104.3438,
2006-07-06,104.2510,
2006-07-07,104.3315,
2006-07-08,.,No value available
2006-07-09,.,No value available
2006-07-10,104.0962,
2006-07-11,104.0109,
2006-07-12,104.0452,
2006-07-13,103.9042,
2006-07-14,103.8312,
2006-07-15,.,No value available
2006-07-16,.,No value available
2006-07-17,103.4210,
2006-07-18,103.2861,
2006-07-19,103.1372,
2006-07-20,103.4908,
2006-07-21,103.6096,
2006-07-22,.,No value available
2006-07-23,.,No value available
2006-07-24,103.4516,
2006-07-25,103.4135,
2006-07-26,103.2597,
2006-07-27,103.7443,
2006-07-28,103.4082,
2006-07-29,.,No value available
2006-07-30,.,No value available
2006-07-31,103.7519,
2006-08-01,103.7653,
2006-08-02,103.9021,
2006-08-03,103.7348,
2006-08-04,103.7750,
2006-08-05,.,No value available
2006-08-06,.,No value available
2006-08-07,103.7415,
2006-08-08,103.7079,
2006-08-09,103.8553,
2006-08-10,103.7464,
2006-08-11,103.4962,
2006-08-12,.,No value available
2006-08-13,.,No value available
2006-08-14,103.4593,
2006-08-15,103.5511,
2006-08-16,103.8190,
2006-08-17,104.0650,
2006-08-18,103.9302,
2006-08-19,.,No value available
2006-08-20,.,No value available
2006-08-21,104.4020,
2006-08-22,103.9299,
2006-08-23,103.8720,
2006-08-24,104.0736,
2006-08-25,103.8198,
2006-08-26,.,No value available
2006-08-27,.,No value available
2006-08-28,103.9493,
2006-08-29,103.9073,
2006-08-30,103.9853,
2006-08-31,104.0668,
2006-09-01,104.0192,
2006-09-02,.,No value available
2006-09-03,.,No value available
2006-09-04,104.0890,
2006-09-05,103.8993,
2006-09-06,103.9905,
2006-09-07,103.7658,
2006-09-08,103.7037,
2006-09-09,.,No value available
2006-09-10,.,No value available
2006-09-11,103.8543,
2006-09-12,103.7607,
2006-09-13,103.6361,
2006-09-14,103.7033,
2006-09-15,103.4874,
2006-09-16,.,No value available
2006-09-17,.,No value available
2006-09-18,103.4238,
2006-09-19,103.3436,
2006-09-20,103.3910,
2006-09-21,103.4866,
2006-09-22,103.9659,
2006-09-23,.,No value available
2006-09-24,.,No value available
2006-09-25,103.6965,
2006-09-26,103.2482,
2006-09-27,103.3172,
2006-09-28,103.6135,
2006-09-29,103.4608,
2006-09-30,.,No value available
2006-10-01,.,No value available
2006-10-02,103.6426,
2006-10-03,103.6720,
2006-10-04,103.5544,
2006-10-05,103.6427,
2006-10-06,103.3309,
2006-10-07,.,No value available
2006-10-08,.,No value available
2006-10-09,103.2516,
2006-10-10,102.9712,
2006-10-11,102.9899,
2006-10-12,102.9321,
2006-10-13,102.8670,
2006-10-14,.,No value available
2006-10-15,.,No value available
2006-10-16,102.6673,
2006-10-17,102.6602,
2006-10-18,102.7273,
2006-10-19,102.8026,
2006-10-20,102.8123,
2006-10-21,.,No value available
2006-10-22,.,No value available
2006-10-23,102.7122,
2006-10-24,102.6753,
2006-10-25,102.7859,
2006-10-26,103.0177,
2006-10-27,103.0752,
2006-10-28,.,No value available
2006-10-29,.,No value available
2006-10-30,103.0120,
2006-10-31,102.9174,
2006-11-01,103.0219,
2006-11-02,103.0987,
2006-11-03,103.0598,
2006-11-04,.,No value available
2006-11-05,.,No value available
2006-11-06,102.9079,
2006-11-07,103.0592,
2006-11-08,103.1501,
2006-11-09,103.2842,
2006-11-10,103.5075,
2006-11-11,.,No value available
2006-11-12,.,No value available
2006-11-13,103.4401,
2006-11-14,103.4144,
2006-11-15,103.4211,
2006-11-16,103.3916,
2006-11-17,103.3090,
2006-11-18,.,No value available
2006-11-19,.,No value available
2006-11-20,103.5325,
2006-11-21,103.3165,
2006-11-22,103.5059,
2006-11-23,103.7425,
2006-11-24,104.2153,
2006-11-25,.,No value available
2006-11-26,.,No value available
2006-11-27,104.3795,
2006-11-28,104.5285,
2006-11-29,104.4552,
2006-11-30,104.5575,
2006-12-01,104.6576,
2006-12-02,.,No value available
2006-12-03,.,No value available
2006-12-04,104.9312,
2006-12-05,104.9057,
2006-12-06,104.7184,
2006-12-07,104.7753,
2006-12-08,104.8755,
2006-12-09,.,No value available
2006-12-10,.,No value available
2006-12-11,104.5692,
2006-12-12,104.7506,
2006-12-13,104.7521,
2006-12-14,104.4609,
2006-12-15,104.1315,
2006-12-16,.,No value available
2006-12-17,.,No value available
2006-12-18,104.0890,
2006-12-19,104.4151,
2006-12-20,104.4069,
2006-12-21,104.3499,
2006-12-22,104.4678,
2006-12-23,.,No value available
2006-12-24,.,No value available
2006-12-25,.,No value available
2006-12-26,.,No value available
2006-12-27,104.4453,
2006-12-28,104.4911,
2006-12-29,104.4779,
2006-12-30,.,No value available
2006-12-31,.,No value available
2007-01-01,.,No value available
2007-01-02,104.8995,
2007-01-03,104.7776,
2007-01-04,104.4237,
2007-01-05,104.3443,
2007-01-06,.,No value available
2007-01-07,.,No value available
2007-01-08,104.0512,
2007-01-09,104.0483,
2007-01-10,104.1207,
2007-01-11,103.9922,
2007-01-12,103.4805,
2007-01-13,.,No value available
2007-01-14,.,No value available
2007-01-15,103.5302,
2007-01-16,103.6024,
2007-01-17,103.4148,
2007-01-18,103.4800,
2007-01-19,103.5577,
2007-01-20,.,No value available
2007-01-21,.,No value available
2007-01-22,103.4735,
2007-01-23,103.9330,
2007-01-24,103.9557,
2007-01-25,103.8003,
2007-01-26,103.6418,
2007-01-27,.,No value available
2007-01-28,.,No value available
2007-01-29,103.8420,
2007-01-30,104.0840,
2007-01-31,103.9871,
2007-02-01,103.9663,
2007-02-02,104.0528,
2007-02-03,.,No value available
2007-02-04,.,No value available
2007-02-05,103.5875,
2007-02-06,103.4871,
2007-02-07,103.6683,
2007-02-08,103.9162,
2007-02-09,104.1150,
2007-02-10,.,No value available
2007-02-11,.,No value available
2007-02-12,104.0119,
2007-02-13,104.3768,
2007-02-14,104.5605,
2007-02-15,104.7278,
2007-02-16,104.6151,
2007-02-17,.,No value available
2007-02-18,.,No value available
2007-02-19,104.6892,
2007-02-20,104.7722,
2007-02-21,104.8195,
2007-02-22,104.6674,
2007-02-23,104.7320,
2007-02-24,.,No value available
2007-02-25,.,No value available
2007-02-26,104.8557,
2007-02-27,105.1447,
2007-02-28,105.0342,
2007-03-01,105.0402,
2007-03-02,104.7805,
2007-03-03,.,No value available
2007-03-04,.,No value available
