"",BBK01.QUY382,BBK01.QUY382_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign general government / France / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:29,
2002-03,3.337,
2002-04,3.816,
2002-05,4.838,
2002-06,4.446,
2002-07,3.736,
2002-08,3.764,
2002-09,7.467,
2002-10,7.092,
2002-11,10.268,
2002-12,7.943,
2003-01,9.288,
2003-02,12.779,
2003-03,12.547,
2003-04,13.103,
2003-05,10.130,
2003-06,11.658,
2003-07,6.738,
2003-08,5.832,
2003-09,10.111,
2003-10,12.529,
2003-11,11.793,
2003-12,11.652,
2004-01,10.853,
2004-02,13.020,
2004-03,15.370,
2004-04,14.756,
2004-05,13.126,
2004-06,10.382,
2004-07,12.372,
2004-08,11.559,
2004-09,8.101,
2004-10,14.454,
2004-11,14.771,
2004-12,9.777,
2005-01,12.109,
2005-02,16.511,
2005-03,19.056,
2005-04,23.038,
2005-05,21.960,
2005-06,12.255,
2005-07,11.421,
2005-08,12.216,
2005-09,11.062,
2005-10,11.865,
2005-11,11.552,
2005-12,8.761,
2006-01,12.118,
2006-02,12.271,
2006-03,11.677,
2006-04,12.154,
2006-05,13.170,
2006-06,12.626,
2006-07,14.339,
2006-08,13.369,
2006-09,14.880,
2006-10,14.207,
2006-11,13.904,
2006-12,11.172,
2007-01,13.964,
2007-02,13.508,
2007-03,15.005,
2007-04,14.196,
2007-05,16.589,
2007-06,15.100,
2007-07,12.868,
2007-08,12.275,
2007-09,11.559,
2007-10,11.670,
2007-11,10.637,
2007-12,9.607,
2008-01,13.769,
2008-02,13.531,
2008-03,15.048,
2008-04,13.954,
2008-05,12.449,
2008-06,14.949,
2008-07,14.420,
2008-08,13.408,
2008-09,11.139,
2008-10,10.613,
2008-11,9.906,
2008-12,9.029,
2009-01,9.056,
2009-02,9.651,
2009-03,9.322,
2009-04,9.532,
2009-05,10.849,
2009-06,10.227,
2009-07,10.434,
2009-08,10.087,
2009-09,11.030,
2009-10,11.756,
2009-11,10.868,
2009-12,9.707,
2010-01,11.300,
2010-02,11.154,
2010-03,11.939,
2010-04,11.641,
2010-05,11.076,
2010-06,11.656,
2010-07,11.915,
2010-08,9.684,
2010-09,12.084,
2010-10,15.515,
2010-11,11.840,
2010-12,11.429,
2011-01,14.176,
2011-02,14.282,
2011-03,16.543,
2011-04,16.153,
2011-05,17.687,
2011-06,18.146,
2011-07,19.278,
2011-08,19.260,
2011-09,17.519,
2011-10,18.444,
2011-11,13.426,
2011-12,11.938,
2012-01,13.443,
2012-02,13.575,
2012-03,15.400,
2012-04,15.451,
2012-05,16.054,
2012-06,15.563,
2012-07,14.056,
2012-08,13.650,
2012-09,14.578,
2012-10,15.156,
2012-11,15.257,
2012-12,14.927,
2013-01,16.187,
2013-02,15.955,
2013-03,14.364,
2013-04,13.175,
2013-05,15.093,
2013-06,14.480,
2013-07,14.371,
2013-08,16.167,
2013-09,13.979,
2013-10,14.698,
2013-11,14.761,
2013-12,14.268,
2014-01,13.733,
2014-02,17.867,
2014-03,16.054,
2014-04,16.047,
2014-05,16.001,
2014-06,16.139,
2014-07,17.172,
2014-08,15.793,
2014-09,21.231,
2014-10,19.862,
