"",BBK01.AU1734,BBK01.AU1734_FLAGS
"","Credit institutions current account balances / Bundesbank (incl. minimum reserves) Figures are daily averages for the reserve maintenance period ending in the month indicated. Owing to the changeover to the new operational framework for monetary policity, there is no reserve maintenance period ending in Feb. 2004.",
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 15:18:35,
1999-02,30473,
1999-03,30858,
1999-04,30553,
1999-05,30530,
1999-06,30805,
1999-07,31277,
1999-08,31429,
1999-09,31169,
1999-10,31416,
1999-11,31686,
1999-12,32145,
2000-01,33337,
2000-02,33659,
2000-03,33578,
2000-04,34011,
2000-05,34541,
2000-06,35085,
2000-07,35054,
2000-08,34477,
2000-09,34401,
2000-10,34478,
2000-11,34854,
2000-12,35229,
2001-01,35577,
2001-02,36209,
2001-03,35858,
2001-04,36381,
2001-05,37433,
2001-06,37505,
2001-07,37657,
2001-08,37849,
2001-09,37112,
2001-10,37302,
2001-11,37981,
2001-12,37841,
2002-01,38957,
2002-02,38579,
2002-03,38307,
2002-04,37858,
2002-05,37978,
2002-06,38138,
2002-07,38081,
2002-08,37903,
2002-09,37855,
2002-10,37589,
2002-11,37933,
2002-12,37772,
2003-01,38610,
2003-02,38317,
2003-03,37932,
2003-04,38249,
2003-05,38125,
2003-06,38263,
2003-07,38150,
2003-08,38216,
2003-09,37684,
2003-10,37455,
2003-11,37476,
2003-12,37373,
2004-01,37852,
2004-02,.,No value available
2004-03,37860,
2004-04,37784,
2004-05,37681,
2004-06,38331,
2004-07,38465,
2004-08,38336,
2004-09,37860,
2004-10,37543,
2004-11,37503,
2004-12,37608,
2005-01,37436,
2005-02,37850,
2005-03,37467,
2005-04,37981,
2005-05,38059,
2005-06,38463,
2005-07,38897,
2005-08,39418,
2005-09,39047,
2005-10,39015,
2005-11,38802,
2005-12,39343,
2006-01,39246,
2006-02,39573,
2006-03,39581,
2006-04,39699,
2006-05,40177,
2006-06,40647,
2006-07,41033,
2006-08,41165,
2006-09,41241,
2006-10,40869,
2006-11,40812,
2006-12,41354,
2007-01,41364,
2007-02,41890,
2007-03,42757,
2007-04,43187,
2007-05,43538,
2007-06,44124,
2007-07,45009,
2007-08,44879,
2007-09,45221,
2007-10,45217,
2007-11,45944,
2007-12,46703,
2008-01,46887,
2008-02,47658,
2008-03,48569,
2008-04,48556,
2008-05,48581,
2008-06,49075,
2008-07,49520,
2008-08,50106,
2008-09,50242,
2008-10,51179,
2008-11,52271,
2008-12,51978,
2009-01,52830,
2009-02,53177,
2009-03,52929,
2009-04,53440,
2009-05,53272,
2009-06,52771,
2009-07,53161,
2009-08,52185,
2009-09,52236,
2009-10,51456,
2009-11,51032,
2009-12,50532,
2010-01,50297,
2010-02,50168,
2010-03,50044,
2010-04,50295,
2010-05,50213,
2010-06,50473,
2010-07,51229,
2010-08,52276,
2010-09,51963,
2010-10,50965,
2010-11,51499,
2010-12,50982,
2011-01,51336,
2011-02,51834,
2011-03,51756,
2011-04,51711,
2011-05,51437,
2011-06,51660,
2011-07,52597,
2011-08,52734,
2011-09,51818,
2011-10,52154,
2011-11,53005,
2011-12,54403,
2012-01,54460,
2012-02,28281,
2012-03,27658,
2012-04,28782,
2012-05,28917,
2012-06,29330,
2012-07,29610,
2012-08,184846,
2012-09,195202,
2012-10,189857,
2012-11,192470,
2012-12,191465,
2013-01,158174,
2013-02,144153,
2013-03,120989,
2013-04,109742,
2013-05,100324,
2013-06,97004,
2013-07,96958,
2013-08,87020,
2013-09,88737,
2013-10,92920,
2013-11,78384,
2013-12,67149,
2014-01,75061,
2014-02,64060,
2014-03,61004,
2014-04,58580,
2014-05,55827,
2014-06,55483,
2014-07,64559,
2014-08,62255,
2014-09,61507,
2014-10,63078,
2014-11,57557,
2014-12,55527,
2015-01,75339,
