"",BBK01.OEAH16N,BBK01.OEAH16N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:17,
2002-01,109.304,
2002-04,115.858,
2002-07,112.309,
2002-10,122.527,
2003-01,122.369,
2003-04,124.154,
2003-07,124.726,
2003-10,132.068,
2004-01,130.950,
2004-04,128.047,
2004-07,127.863,
2004-10,110.728,
2005-01,120.281,
2005-04,123.718,
2005-07,121.342,
2005-10,128.613,
2006-01,125.510,
2006-04,130.174,
2006-07,123.654,
2006-10,131.556,
2007-01,129.804,
2007-04,131.986,
2007-07,134.885,
2007-10,135.992,
2008-01,136.137,
2008-04,135.119,
2008-07,135.576,
2008-10,148.037,
2009-01,157.538,
2009-04,171.492,
2009-07,176.309,
2009-10,188.076,
2010-01,184.124,
2010-04,203.254,
2010-07,195.944,
2010-10,193.976,
2011-01,191.327,
2011-04,201.081,
2011-07,195.858,
2011-10,211.244,
2012-01,211.391,
2012-04,219.364,
2012-07,215.602,
2012-10,223.649,
2013-01,225.039,
2013-04,233.452,
2013-07,236.173,
2013-10,242.173,
2014-01,243.242,
2014-04,241.503,
2014-07,249.450,
