"",BBK01.OEAA05P,BBK01.OEAA05P_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:18:48,
2002-01,19.378,
2002-04,19.427,
2002-07,19.501,
2002-10,19.875,
2003-01,20.187,
2003-04,20.335,
2003-07,20.458,
2003-10,20.629,
2004-01,20.759,
2004-04,21.097,
2004-07,21.223,
2004-10,21.277,
2005-01,21.521,
2005-04,21.736,
2005-07,21.758,
2005-10,21.699,
2006-01,21.685,
2006-04,21.639,
2006-07,21.667,
2006-10,21.975,
2007-01,22.034,
2007-04,22.176,
2007-07,22.390,
2007-10,22.817,
2008-01,22.927,
2008-04,23.508,
2008-07,23.906,
2008-10,23.968,
2009-01,23.926,
2009-04,24.316,
2009-07,24.402,
2009-10,24.489,
2010-01,24.408,
2010-04,25.019,
2010-07,25.003,
2010-10,25.183,
2011-01,25.291,
2011-04,25.634,
2011-07,26.062,
2011-10,26.352,
2012-01,26.487,
2012-04,27.339,
2012-07,27.447,
2012-10,27.589,
2013-01,27.602,
2013-04,28.709,
2013-07,28.725,
2013-10,28.901,
2014-01,28.817,
2014-04,28.767,
2014-07,28.867,
