"",BBNZ1.Q.DE.N.G.0112.A,BBNZ1.Q.DE.N.G.0112.A_FLAGS
"",Germany / National accounts / Use of GDP / Net Exports of goods and services / At current prices,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-24 08:20:45,
1991-01,-0.763,
1991-04,-4.611,
1991-07,-4.248,
1991-10,1.488,
1992-01,-1.511,
1992-04,-3.235,
1992-07,-2.632,
1992-10,-1.482,
1993-01,1.648,
1993-04,-0.012,
1993-07,-4.289,
1993-10,3.781,
1994-01,1.912,
1994-04,3.126,
1994-07,-3.428,
1994-10,1.997,
1995-01,2.590,
1995-04,2.297,
1995-07,-1.803,
1995-10,5.806,
1996-01,3.790,
1996-04,3.408,
1996-07,1.280,
1996-10,7.327,
1997-01,2.424,
1997-04,6.676,
1997-07,3.857,
1997-10,10.312,
1998-01,7.485,
1998-04,7.833,
1998-07,2.871,
1998-10,8.530,
1999-01,3.565,
1999-04,5.427,
1999-07,-0.559,
1999-10,6.290,
2000-01,6.409,
2000-04,4.664,
2000-07,-4.448,
2000-10,-0.930,
2001-01,8.797,
2001-04,7.603,
2001-07,5.719,
2001-10,16.324,
2002-01,23.267,
2002-04,24.030,
2002-07,22.915,
2002-10,26.447,
2003-01,18.671,
2003-04,19.342,
2003-07,19.711,
2003-10,23.605,
2004-01,31.821,
2004-04,34.099,
2004-07,21.368,
2004-10,27.131,
2005-01,34.535,
2005-04,30.887,
2005-07,24.792,
2005-10,26.054,
2006-01,30.713,
2006-04,29.457,
2006-07,25.441,
2006-10,40.980,
2007-01,42.154,
2007-04,42.934,
2007-07,36.627,
2007-10,45.138,
2008-01,45.422,
2008-04,47.107,
2008-07,27.667,
2008-10,32.615,
2009-01,24.063,
2009-04,29.633,
2009-07,25.580,
2009-10,41.888,
2010-01,34.104,
2010-04,31.922,
2010-07,28.232,
2010-10,39.293,
2011-01,36.277,
2011-04,31.102,
2011-07,26.670,
2011-10,36.398,
2012-01,41.619,
2012-04,41.946,
2012-07,37.481,
2012-10,40.700,
2013-01,41.420,
2013-04,44.395,
2013-07,31.960,
2013-10,45.475,
2014-01,47.293,
2014-04,46.700,
2014-07,41.278,
2014-10,54.163,
