"",BBK01.QX8430,BBK01.QX8430_FLAGS
"",Banks in Germany: Short-term claims on non-residents / Euro-area member states / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:07:18,
1994-12,63.766,
1995-01,.,No value available
1995-02,.,No value available
1995-03,.,No value available
1995-04,.,No value available
1995-05,.,No value available
1995-06,.,No value available
1995-07,.,No value available
1995-08,.,No value available
1995-09,.,No value available
1995-10,.,No value available
1995-11,.,No value available
1995-12,69.743,
1996-01,.,No value available
1996-02,.,No value available
1996-03,.,No value available
1996-04,.,No value available
1996-05,.,No value available
1996-06,.,No value available
1996-07,.,No value available
1996-08,.,No value available
1996-09,.,No value available
1996-10,.,No value available
1996-11,.,No value available
1996-12,81.343,
1997-01,74.759,
1997-02,79.432,
1997-03,79.463,
1997-04,77.858,
1997-05,74.927,
1997-06,85.777,
1997-07,80.680,
1997-08,79.691,
1997-09,84.267,
1997-10,83.749,
1997-11,89.538,
1997-12,92.682,
1998-01,92.634,
1998-02,90.015,
1998-03,92.978,
1998-04,95.928,
1998-05,99.115,
1998-06,104.451,
1998-07,96.619,
1998-08,102.496,
1998-09,104.487,
1998-10,107.991,
1998-11,118.888,
1998-12,123.845,
1999-01,168.915,
1999-02,152.864,
1999-03,149.204,
1999-04,149.019,
1999-05,149.036,
1999-06,150.308,
1999-07,152.707,
1999-08,154.575,
1999-09,159.324,
1999-10,162.028,
1999-11,168.401,
1999-12,144.194,
2000-01,152.561,
2000-02,150.606,
2000-03,152.389,
2000-04,149.819,
2000-05,150.424,
2000-06,149.870,
2000-07,144.374,
2000-08,156.323,
2000-09,165.907,
2000-10,161.481,
2000-11,163.406,
2000-12,162.277,
2001-01,167.301,
2001-02,162.229,
2001-03,190.266,
2001-04,184.381,
2001-05,179.119,
2001-06,191.968,
2001-07,181.583,
2001-08,178.462,
2001-09,185.523,
2001-10,184.533,
2001-11,190.882,
2001-12,183.450,
2002-01,176.970,
2002-02,165.630,
2002-03,179.065,
2002-04,185.676,
2002-05,195.558,
2002-06,200.829,
2002-07,201.332,
2002-08,208.740,
2002-09,216.523,
2002-10,217.786,
2002-11,229.923,
2002-12,230.306,
2003-01,231.946,
2003-02,247.200,
2003-03,245.352,
2003-04,246.210,
2003-05,257.310,
2003-06,252.580,
2003-07,243.937,
2003-08,244.131,
2003-09,245.728,
2003-10,229.003,
2003-11,241.880,
2003-12,235.384,
2004-01,225.339,
2004-02,234.117,
2004-03,237.410,
2004-04,238.923,
2004-05,244.316,
2004-06,255.158,
2004-07,261.347,
2004-08,258.512,
2004-09,253.139,
2004-10,264.868,
2004-11,272.584,
2004-12,262.160,
2005-01,272.339,
2005-02,297.173,
2005-03,276.678,
2005-04,281.303,
2005-05,289.105,
2005-06,297.839,
2005-07,285.222,
2005-08,277.226,
2005-09,292.626,
2005-10,307.947,
2005-11,312.212,
2005-12,286.478,
2006-01,311.686,
2006-02,314.982,
2006-03,330.195,
2006-04,326.501,
2006-05,324.418,
2006-06,331.526,
2006-07,319.145,
2006-08,317.977,
2006-09,316.458,
2006-10,321.302,
2006-11,309.977,
2006-12,306.661,
2007-01,312.196,
2007-02,321.852,
2007-03,314.999,
2007-04,340.565,
2007-05,349.186,
2007-06,360.054,
2007-07,346.117,
2007-08,359.464,
2007-09,370.660,
2007-10,371.925,
2007-11,385.820,
2007-12,359.802,
2008-01,401.913,
2008-02,392.737,
2008-03,387.724,
2008-04,385.768,
2008-05,383.266,
2008-06,387.386,
2008-07,384.463,
2008-08,384.323,
2008-09,389.093,
2008-10,411.546,
2008-11,417.692,
2008-12,391.285,
2009-01,408.843,
2009-02,400.718,
2009-03,390.613,
2009-04,386.708,
2009-05,376.729,
2009-06,375.902,
2009-07,385.135,
2009-08,391.816,
2009-09,367.163,
2009-10,387.665,
2009-11,381.447,
2009-12,372.407,
2010-01,366.180,
2010-02,369.402,
2010-03,367.960,
2010-04,389.602,
2010-05,418.199,
2010-06,401.144,
2010-07,412.267,
2010-08,426.281,
2010-09,396.448,
2010-10,328.589,
2010-11,334.171,
2010-12,309.192,
2011-01,315.115,
2011-02,318.188,
2011-03,298.735,
2011-04,319.997,
2011-05,326.259,
2011-06,317.356,
2011-07,319.185,
2011-08,335.131,
2011-09,335.087,
2011-10,332.144,
2011-11,323.188,
2011-12,295.338,
2012-01,298.397,
2012-02,308.206,
2012-03,301.461,
2012-04,312.941,
2012-05,309.609,
2012-06,292.664,
2012-07,303.406,
2012-08,296.196,
2012-09,294.984,
2012-10,290.750,
2012-11,287.619,
2012-12,273.155,
2013-01,279.488,
2013-02,292.447,
2013-03,284.930,
2013-04,292.807,
2013-05,291.656,
2013-06,296.511,
2013-07,286.594,
2013-08,293.484,
2013-09,293.449,
2013-10,291.330,
2013-11,296.064,
2013-12,275.987,
2014-01,289.305,
2014-02,281.588,
2014-03,275.979,
2014-04,286.615,
2014-05,289.413,
2014-06,293.383,
2014-07,308.861,
2014-08,304.984,
2014-09,299.701,
2014-10,299.221,
2014-11,305.301,
2014-12,281.977,
