"",BBK01.QUK925,BBK01.QUK925_FLAGS
"",Consolidated German banks: Loans and advances to foreign general government / Russian Federation / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:33:31,
2002-03,1.390,
2002-04,0.847,
2002-05,0.821,
2002-06,0.779,
2002-07,0.791,
2002-08,0.782,
2002-09,0.781,
2002-10,0.781,
2002-11,0.772,
2002-12,0.805,
2003-01,0.771,
2003-02,0.762,
2003-03,0.669,
2003-04,0.715,
2003-05,0.680,
2003-06,0.674,
2003-07,0.680,
2003-08,0.633,
2003-09,0.595,
2003-10,0.594,
2003-11,0.569,
2003-12,0.547,
2004-01,0.513,
2004-02,0.505,
2004-03,0.512,
2004-04,0.523,
2004-05,0.538,
2004-06,0.568,
2004-07,0.574,
2004-08,0.561,
2004-09,0.547,
2004-10,0.904,
2004-11,0.885,
2004-12,0.874,
2005-01,0.894,
2005-02,0.883,
2005-03,0.917,
2005-04,0.885,
2005-05,2.387,
2005-06,2.403,
2005-07,2.375,
2005-08,1.711,
2005-09,1.714,
2005-10,1.714,
2005-11,1.727,
2005-12,0.891,
2006-01,0.881,
2006-02,0.863,
2006-03,0.853,
2006-04,0.838,
2006-05,0.827,
2006-06,0.810,
2006-07,0.821,
2006-08,0.796,
2006-09,0.781,
2006-10,1.187,
2006-11,1.167,
2006-12,1.171,
2007-01,1.177,
2007-02,0.849,
2007-03,0.819,
2007-04,0.818,
2007-05,0.818,
2007-06,0.814,
2007-07,0.792,
2007-08,0.792,
2007-09,0.791,
2007-10,0.790,
2007-11,0.790,
2007-12,0.789,
2008-01,0.788,
2008-02,0.788,
2008-03,0.787,
2008-04,0.787,
2008-05,0.787,
2008-06,0.786,
2008-07,0.785,
2008-08,0.785,
2008-09,0.784,
2008-10,0.784,
2008-11,0.784,
2008-12,0.783,
2009-01,0.783,
2009-02,0.783,
2009-03,0.783,
2009-04,0.782,
2009-05,0.782,
2009-06,0.782,
2009-07,0.782,
2009-08,0.824,
2009-09,0.823,
2009-10,0.822,
2009-11,0.821,
2009-12,0.822,
2010-01,0.823,
2010-02,0.823,
2010-03,0.823,
2010-04,0.824,
2010-05,0.827,
2010-06,0.819,
2010-07,0.824,
2010-08,0.823,
2010-09,0.820,
2010-10,0.820,
2010-11,0.822,
2010-12,0.820,
2011-01,0.819,
2011-02,0.817,
2011-03,0.816,
2011-04,0.876,
2011-05,0.876,
2011-06,0.863,
2011-07,0.863,
2011-08,0.862,
2011-09,0.855,
2011-10,0.478,
2011-11,0.481,
2011-12,0.469,
2012-01,0.468,
2012-02,0.466,
2012-03,0.453,
2012-04,0.453,
2012-05,0.443,
2012-06,0.441,
2012-07,0.442,
2012-08,0.439,
2012-09,0.439,
2012-10,0.439,
2012-11,0.439,
2012-12,0.437,
2013-01,0.436,
2013-02,0.435,
2013-03,0.437,
2013-04,0.474,
2013-05,0.474,
2013-06,0.473,
2013-07,0.472,
2013-08,0.451,
2013-09,0.432,
2013-10,0.432,
2013-11,0.525,
2013-12,0.431,
2014-01,0.431,
2014-02,0.429,
2014-03,0.429,
2014-04,0.428,
2014-05,0.430,
2014-06,0.431,
2014-07,0.429,
2014-08,0.408,
2014-09,0.607,
2014-10,0.429,
