"",BBK01.OUM323,BBK01.OUM323_FLAGS
"",Time deposits of foreign non-banks / for more than two years / Mortgage banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:39,
1999-01,1.597,
1999-02,9.080,
1999-03,9.122,
1999-04,9.168,
1999-05,9.133,
1999-06,9.106,
1999-07,9.104,
1999-08,9.032,
1999-09,9.028,
1999-10,9.054,
1999-11,9.093,
1999-12,8.645,
2000-01,8.679,
2000-02,8.674,
2000-03,8.196,
2000-04,8.251,
2000-05,7.919,
2000-06,7.901,
2000-07,7.996,
2000-08,8.039,
2000-09,8.074,
2000-10,8.129,
2000-11,8.090,
2000-12,7.998,
2001-01,7.443,
2001-02,7.221,
2001-03,6.798,
2001-04,6.808,
2001-05,6.725,
2001-06,6.679,
2001-07,6.614,
2001-08,6.577,
2001-09,6.589,
2001-10,6.134,
2001-11,6.113,
2001-12,5.678,
2002-01,5.680,
2002-02,5.661,
2002-03,5.690,
2002-04,5.201,
2002-05,5.180,
2002-06,5.371,
2002-07,5.395,
2002-08,5.169,
2002-09,5.035,
2002-10,5.072,
2002-11,5.091,
2002-12,4.759,
2003-01,4.777,
2003-02,4.752,
2003-03,4.724,
2003-04,4.709,
2003-05,5.232,
2003-06,5.285,
2003-07,5.265,
2003-08,5.275,
2003-09,4.585,
2003-10,4.640,
2003-11,3.919,
2003-12,3.440,
2004-01,2.628,
2004-02,2.638,
2004-03,2.679,
2004-04,2.708,
2004-05,2.730,
2004-06,2.737,
2004-07,2.740,
2004-08,2.741,
2004-09,2.773,
2004-10,2.793,
2004-11,2.818,
2004-12,2.649,
2005-01,2.696,
2005-02,2.674,
2005-03,2.995,
2005-04,2.979,
2005-05,2.988,
2005-06,2.391,
2005-07,2.400,
2005-08,2.424,
2005-09,2.435,
2005-10,2.487,
2005-11,2.532,
2005-12,2.601,
2006-01,2.798,
2006-02,2.809,
2006-03,2.761,
2006-04,2.778,
2006-05,2.778,
2006-06,2.784,
2006-07,3.177,
2006-08,3.187,
2006-09,3.200,
2006-10,3.195,
2006-11,3.184,
2006-12,3.189,
2007-01,3.198,
2007-02,3.204,
2007-03,3.428,
2007-04,3.466,
2007-05,3.526,
2007-06,3.220,
2007-07,3.195,
2007-08,3.167,
2007-09,3.159,
2007-10,3.123,
2007-11,3.087,
2007-12,3.020,
2008-01,3.018,
2008-02,3.011,
2008-03,2.983,
2008-04,2.972,
2008-05,2.981,
2008-06,2.968,
2008-07,3.126,
2008-08,3.153,
2008-09,3.171,
2008-10,3.186,
2008-11,2.964,
2008-12,2.827,
2009-01,2.844,
2009-02,2.840,
2009-03,2.822,
2009-04,2.815,
2009-05,2.506,
2009-06,2.507,
2009-07,2.507,
2009-08,2.523,
2009-09,2.530,
2009-10,2.542,
2009-11,2.547,
2009-12,2.577,
2010-01,2.545,
2010-02,2.545,
2010-03,2.556,
2010-04,2.499,
2010-05,2.527,
2010-06,2.528,
2010-07,2.534,
2010-08,2.526,
2010-09,2.515,
2010-10,2.517,
2010-11,2.524,
2010-12,2.658,
2011-01,2.643,
2011-02,2.642,
2011-03,2.487,
2011-04,2.487,
2011-05,2.493,
2011-06,2.485,
2011-07,2.528,
2011-08,2.527,
2011-09,2.529,
2011-10,2.527,
2011-11,2.539,
2011-12,2.581,
2012-01,2.362,
2012-02,2.355,
2012-03,2.348,
2012-04,2.352,
2012-05,2.280,
2012-06,2.329,
2012-07,2.338,
2012-08,2.278,
2012-09,2.284,
2012-10,2.286,
2012-11,2.275,
2012-12,2.274,
2013-01,2.288,
2013-02,2.281,
2013-03,2.296,
2013-04,2.287,
2013-05,2.286,
2013-06,2.283,
2013-07,2.271,
2013-08,2.164,
2013-09,2.143,
2013-10,2.125,
2013-11,2.109,
2013-12,2.073,
2014-01,2.099,
2014-02,1.460,
2014-03,1.455,
2014-04,1.445,
2014-05,1.296,
2014-06,1.247,
2014-07,1.263,
2014-08,1.260,
2014-09,1.113,
2014-10,1.123,
2014-11,1.115,
2014-12,1.124,Provisional value
