"",BBK01.OEAF33N,BBK01.OEAF33N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:08:49,
2002-01,114.271,
2002-04,115.085,
2002-07,116.365,
2002-10,119.116,
2003-01,120.260,
2003-04,117.816,
2003-07,119.883,
2003-10,121.056,
2004-01,122.011,
2004-04,123.594,
2004-07,125.046,
2004-10,126.412,
2005-01,131.452,
2005-04,131.998,
2005-07,133.185,
2005-10,134.801,
2006-01,141.386,
2006-04,142.051,
2006-07,143.665,
2006-10,144.705,
2007-01,144.561,
2007-04,145.402,
2007-07,146.538,
2007-10,146.528,
2008-01,146.457,
2008-04,147.672,
2008-07,144.562,
2008-10,144.252,
2009-01,143.613,
2009-04,143.956,
2009-07,145.438,
2009-10,141.886,
2010-01,146.218,
2010-04,146.904,
2010-07,148.749,
2010-10,149.511,
2011-01,149.750,
2011-04,150.476,
2011-07,151.555,
2011-10,152.277,
2012-01,152.407,
2012-04,148.641,
2012-07,150.144,
2012-10,152.681,
2013-01,153.203,
2013-04,154.303,
2013-07,155.825,
2013-10,156.531,
2014-01,156.502,
2014-04,157.567,
2014-07,158.951,
