"",BBFB1.M.N.DE.W1.S1.S1.T.C.IN2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.C.IN2._Z._Z._Z._T._X.N_FLAGS
"",Current account / Secondary income / Receipts / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:53:48,
1991-01,1198.034,
1991-02,968.686,
1991-03,1049.108,
1991-04,1041.695,
1991-05,1115.776,
1991-06,1292.677,
1991-07,1238.389,
1991-08,1061.391,
1991-09,1052.804,
1991-10,1011.976,
1991-11,1060.832,
1991-12,1273.827,
1992-01,1295.959,
1992-02,856.129,
1992-03,1178.358,
1992-04,1218.335,
1992-05,1298.455,
1992-06,1346.360,
1992-07,1453.732,
1992-08,1362.349,
1992-09,1307.340,
1992-10,1166.902,
1992-11,1416.408,
1992-12,1484.246,
1993-01,1643.030,
1993-02,1303.343,
1993-03,1473.225,
1993-04,1337.795,
1993-05,1425.704,
1993-06,1508.861,
1993-07,1376.990,
1993-08,1350.665,
1993-09,1476.428,
1993-10,1334.621,
1993-11,1583.623,
1993-12,1662.413,
1994-01,1698.282,
1994-02,1331.835,
1994-03,1527.096,
1994-04,1363.354,
1994-05,1569.096,
1994-06,1520.882,
1994-07,1460.240,
1994-08,1366.101,
1994-09,1443.322,
1994-10,1547.048,
1994-11,1562.178,
1994-12,1574.577,
1995-01,1825.641,
1995-02,1441.216,
1995-03,1511.793,
1995-04,1493.609,
1995-05,1641.723,
1995-06,1505.559,
1995-07,1528.655,
1995-08,1406.426,
1995-09,1573.968,
1995-10,1515.586,
1995-11,1630.780,
1995-12,1463.091,
1996-01,1621.317,
1996-02,1472.927,
1996-03,1520.295,
1996-04,1622.589,
1996-05,1556.128,
1996-06,1674.816,
1996-07,1953.545,
1996-08,1502.511,
1996-09,1713.047,
1996-10,1640.020,
1996-11,1740.855,
1996-12,1847.856,
1997-01,1896.764,
1997-02,1787.378,
1997-03,1672.856,
1997-04,1703.889,
1997-05,2011.752,
1997-06,1921.320,
1997-07,1821.346,
1997-08,1928.588,
1997-09,1735.358,
1997-10,1577.899,
1997-11,1773.531,
1997-12,1919.228,
1998-01,1502.708,
1998-02,1657.997,
1998-03,1677.269,
1998-04,1769.562,
1998-05,2100.953,
1998-06,2294.352,
1998-07,1949.197,
1998-08,1635.210,
1998-09,1908.094,
1998-10,1813.931,
1998-11,1787.250,
1998-12,1958.237,
1999-01,2082.781,
1999-02,2103.064,
1999-03,2230.018,
1999-04,2651.540,
1999-05,2853.191,
1999-06,2626.795,
1999-07,2828.250,
1999-08,2319.063,
1999-09,2425.927,
1999-10,2439.602,
1999-11,2290.133,
1999-12,2917.308,
2000-01,2102.608,
2000-02,2159.267,
2000-03,2722.782,
2000-04,2583.081,
2000-05,3073.386,
2000-06,2520.059,
2000-07,2615.281,
2000-08,2654.596,
2000-09,2599.285,
2000-10,2481.621,
2000-11,2894.115,
2000-12,3110.969,
2001-01,3080.028,
2001-02,2966.259,
2001-03,2996.753,
2001-04,3852.929,
2001-05,3682.057,
2001-06,3346.154,
2001-07,4003.285,
2001-08,3262.956,
2001-09,3928.121,
2001-10,3274.150,
2001-11,3062.190,
2001-12,3448.574,
2002-01,3393.925,
2002-02,2967.649,
2002-03,3180.563,
2002-04,3262.120,
2002-05,3614.500,
2002-06,3635.623,
2002-07,3332.314,
2002-08,3756.824,
2002-09,3384.482,
2002-10,3401.372,
2002-11,3290.500,
2002-12,4291.677,
2003-01,3679.548,
2003-02,3602.758,
2003-03,3842.571,
2003-04,4212.471,
2003-05,4389.058,
2003-06,4691.726,
2003-07,4287.654,
2003-08,3603.228,
2003-09,4078.668,
2003-10,3460.630,
2003-11,3442.681,
2003-12,4063.563,
2004-01,3194.467,
2004-02,2941.525,
2004-03,3154.191,
2004-04,3371.750,
2004-05,3284.036,
2004-06,3427.005,
2004-07,2811.856,
2004-08,2802.856,
2004-09,2860.508,
2004-10,2674.514,
2004-11,2712.979,
2004-12,3084.847,
2005-01,2982.035,
2005-02,2802.740,
2005-03,3210.814,
2005-04,3827.852,
2005-05,4101.825,
2005-06,3236.773,
2005-07,3249.141,
2005-08,3198.421,
2005-09,3272.339,
2005-10,2854.899,
2005-11,3022.811,
2005-12,3845.300,
2006-01,3046.896,
2006-02,2910.030,
2006-03,3048.299,
2006-04,3165.516,
2006-05,4500.625,
2006-06,3352.420,
2006-07,2619.988,
2006-08,2902.537,
2006-09,2831.517,
2006-10,2470.659,
2006-11,2802.704,
2006-12,2939.469,
2007-01,2922.272,
2007-02,2441.092,
2007-03,2664.528,
2007-04,3859.811,
2007-05,5819.894,
2007-06,3175.890,
2007-07,2671.182,
2007-08,2915.831,
2007-09,2948.040,
2007-10,2682.463,
2007-11,2551.574,
2007-12,3003.539,
2008-01,3442.286,
2008-02,2562.543,
2008-03,3013.759,
2008-04,4364.046,
2008-05,5002.848,
2008-06,3274.764,
2008-07,2697.748,
2008-08,2651.575,
2008-09,2747.405,
2008-10,2358.253,
2008-11,2335.924,
2008-12,3029.364,
2009-01,2680.586,
2009-02,2562.817,
2009-03,2700.805,
2009-04,3820.882,
2009-05,4311.473,
2009-06,2579.916,
2009-07,2497.616,
2009-08,2322.211,
2009-09,2446.292,
2009-10,2253.639,
2009-11,2247.378,
2009-12,2671.313,
2010-01,2900.400,
2010-02,2542.166,
2010-03,2648.399,
2010-04,3825.097,
2010-05,4700.005,
2010-06,3250.392,
2010-07,3129.110,
2010-08,3133.544,
2010-09,3225.229,
2010-10,3149.328,
2010-11,3132.035,
2010-12,3595.677,
2011-01,3746.509,
2011-02,3221.087,
2011-03,3537.853,
2011-04,4988.403,
2011-05,6700.996,
2011-06,4040.678,
2011-07,3842.580,
2011-08,3779.588,
2011-09,4012.210,
2011-10,3622.735,
2011-11,3768.551,
2011-12,4171.223,
2012-01,3824.614,
2012-02,3641.485,
2012-03,3991.147,
2012-04,5024.167,
2012-05,5821.467,
2012-06,4489.875,
2012-07,4047.419,
2012-08,3741.801,
2012-09,4123.083,
2012-10,3753.293,
2012-11,3536.171,
2012-12,4077.421,
2013-01,4158.487,
2013-02,3778.486,
2013-03,4040.349,
2013-04,5190.305,
2013-05,5042.782,
2013-06,4429.395,
2013-07,4305.772,
2013-08,3799.323,
2013-09,4529.961,
2013-10,3901.455,
2013-11,3989.913,
2013-12,4552.387,
2014-01,4287.935,
2014-02,3992.433,Provisional value
2014-03,4044.156,Provisional value
2014-04,4661.319,Provisional value
2014-05,6460.304,Provisional value
2014-06,5285.900,Provisional value
2014-07,4128.624,Provisional value
2014-08,4228.147,Provisional value
2014-09,4318.482,
2014-10,4154.150,
2014-11,4088.880,
2014-12,4633.911,Provisional value
