"",BBK01.QU1062,BBK01.QU1062_FLAGS
"","Banks in Germany: Claims on non-residents, total / Ghana / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:16:43,
1982-06,0.120,
1982-07,0.119,
1982-08,0.119,
1982-09,0.119,
1982-10,0.121,
1982-11,0.121,
1982-12,0.129,
1983-01,0.125,
1983-02,0.127,
1983-03,0.127,
1983-04,0.130,
1983-05,0.131,
1983-06,0.133,
1983-07,0.135,
1983-08,0.134,
1983-09,0.134,
1983-10,0.134,
1983-11,0.139,
1983-12,0.140,
1984-01,0.142,
1984-02,0.143,
1984-03,0.144,
1984-04,0.144,
1984-05,0.143,
1984-06,0.143,
1984-07,0.144,
1984-08,0.142,
1984-09,0.143,
1984-10,0.144,
1984-11,0.146,
1984-12,0.146,
1985-01,0.147,
1985-02,0.145,
1985-03,0.152,
1985-04,0.151,
1985-05,0.152,
1985-06,0.155,
1985-07,0.156,
1985-08,0.157,
1985-09,0.155,
1985-10,0.157,
1985-11,0.160,
1985-12,0.164,
1986-01,0.165,
1986-02,0.163,
1986-03,0.164,
1986-04,0.169,
1986-05,0.171,
1986-06,0.176,
1986-07,0.177,
1986-08,0.176,
1986-09,0.175,
1986-10,0.176,
1986-11,0.177,
1986-12,0.178,
1987-01,0.178,
1987-02,0.175,
1987-03,0.176,
1987-04,0.179,
1987-05,0.179,
1987-06,0.180,
1987-07,0.180,
1987-08,0.179,
1987-09,0.179,
1987-10,0.180,
1987-11,0.183,
1987-12,0.185,
1988-01,0.184,
1988-02,0.184,
1988-03,0.183,
1988-04,0.184,
1988-05,0.184,
1988-06,0.187,
1988-07,0.187,
1988-08,0.184,
1988-09,.,No value available
1988-10,.,No value available
1988-11,.,No value available
1988-12,.,No value available
1989-01,.,No value available
1989-02,.,No value available
1989-03,.,No value available
1989-04,.,No value available
1989-05,.,No value available
1989-06,.,No value available
1989-07,.,No value available
1989-08,.,No value available
1989-09,0.216,
1989-10,0.217,
1989-11,0.218,
1989-12,0.224,
1990-01,0.226,
1990-02,0.229,
1990-03,0.230,
1990-04,0.234,
1990-05,0.234,
1990-06,0.237,
1990-07,0.239,
1990-08,0.242,
1990-09,0.245,
1990-10,0.247,
1990-11,0.250,
1990-12,0.256,
1991-01,0.079,
1991-02,0.080,
1991-03,0.085,
1991-04,0.084,
1991-05,0.087,
1991-06,0.052,
1991-07,0.053,
1991-08,0.053,
1991-09,0.053,
1991-10,0.055,
1991-11,0.054,
1991-12,0.055,
1992-01,0.056,
1992-02,0.056,
