"",BBK01.OUE402,BBK01.OUE402_FLAGS
"",Balances and loans to banks (MFIs) / long-term / Branches of foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:44:13,
1999-01,1.009,
1999-02,0.959,
1999-03,1.098,
1999-04,0.933,
1999-05,0.907,
1999-06,1.076,
1999-07,1.125,
1999-08,0.881,
1999-09,1.002,
1999-10,0.951,
1999-11,0.886,
1999-12,1.077,
2000-01,0.890,
2000-02,0.905,
2000-03,0.835,
2000-04,0.841,
2000-05,0.849,
2000-06,0.833,
2000-07,0.891,
2000-08,0.936,
2000-09,0.912,
2000-10,0.932,
2000-11,0.968,
2000-12,1.261,
2001-01,1.090,
2001-02,1.159,
2001-03,1.115,
2001-04,1.253,
2001-05,1.209,
2001-06,1.116,
2001-07,1.148,
2001-08,1.390,
2001-09,1.259,
2001-10,1.311,
2001-11,1.212,
2001-12,0.999,
2002-01,1.026,
2002-02,1.055,
2002-03,1.007,
2002-04,1.028,
2002-05,0.992,
2002-06,1.036,
2002-07,1.049,
2002-08,1.078,
2002-09,1.104,
2002-10,1.050,
2002-11,1.146,
2002-12,1.161,
2003-01,1.351,
2003-02,1.383,
2003-03,1.409,
2003-04,1.415,
2003-05,1.642,
2003-06,1.703,
2003-07,1.576,
2003-08,1.660,
2003-09,1.626,
2003-10,1.613,
2003-11,1.584,
2003-12,1.828,
2004-01,1.775,
2004-02,1.666,
2004-03,1.772,
2004-04,1.896,
2004-05,1.874,
2004-06,2.075,
2004-07,2.073,
2004-08,2.154,
2004-09,2.190,
2004-10,2.099,
2004-11,2.118,
2004-12,2.123,
2005-01,2.149,
2005-02,2.390,
2005-03,2.956,
2005-04,3.188,
2005-05,3.220,
2005-06,3.978,
2005-07,3.980,
2005-08,4.033,
2005-09,4.267,
2005-10,4.280,
2005-11,4.268,
2005-12,4.728,
2006-01,4.828,
2006-02,5.073,
2006-03,5.316,
2006-04,5.547,
2006-05,5.557,
2006-06,6.058,
2006-07,6.076,
2006-08,6.110,
2006-09,6.273,
2006-10,6.288,
2006-11,6.304,
2006-12,6.840,
2007-01,6.990,
2007-02,7.019,
2007-03,7.021,
2007-04,7.140,
2007-05,6.848,
2007-06,7.118,
2007-07,7.299,
2007-08,7.283,
2007-09,7.382,
2007-10,7.519,
2007-11,7.508,
2007-12,7.514,
2008-01,7.485,
2008-02,7.816,
2008-03,7.967,
2008-04,7.518,
2008-05,5.464,
2008-06,3.258,
2008-07,3.315,
2008-08,3.325,
2008-09,3.328,
2008-10,3.513,
2008-11,3.535,
2008-12,3.586,
2009-01,3.573,
2009-02,3.671,
2009-03,3.853,
2009-04,3.941,
2009-05,4.102,
2009-06,4.215,
2009-07,4.589,
2009-08,4.798,
2009-09,4.989,
2009-10,4.994,
2009-11,5.004,
2009-12,5.183,
2010-01,5.208,
2010-02,5.676,
2010-03,5.918,
2010-04,6.175,
2010-05,6.400,
2010-06,6.638,
2010-07,6.720,
2010-08,6.711,
2010-09,6.685,
2010-10,6.706,
2010-11,6.637,
2010-12,6.935,
2011-01,7.059,
2011-02,7.130,
2011-03,7.328,
2011-04,7.572,
2011-05,7.736,
2011-06,7.793,
2011-07,7.935,
2011-08,8.043,
2011-09,8.130,
2011-10,8.336,
2011-11,8.413,
2011-12,8.890,
2012-01,9.116,
2012-02,9.251,
2012-03,9.321,
2012-04,9.424,
2012-05,9.548,
2012-06,9.806,
2012-07,9.977,
2012-08,10.194,
2012-09,10.358,
2012-10,10.510,
2012-11,10.437,
2012-12,10.519,
2013-01,10.541,
2013-02,10.632,
2013-03,10.742,
2013-04,10.686,
2013-05,10.955,
2013-06,11.248,
2013-07,11.288,
2013-08,11.469,
2013-09,11.365,
2013-10,11.552,
2013-11,11.801,
2013-12,11.854,
2014-01,11.910,
2014-02,12.128,
2014-03,12.218,
2014-04,12.308,
2014-05,12.498,
2014-06,12.654,
2014-07,12.718,
2014-08,12.918,
2014-09,12.893,
2014-10,13.047,
2014-11,8.456,
2014-12,8.528,Provisional value
