"",BBK01.TUD417,BBK01.TUD417_FLAGS
"",Lending to non-banks (non-MFIs) in the euro area / in the home country / General government / Securities / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:03,
1979-12,18640,
1980-01,18355,
1980-02,18005,
1980-03,17561,
1980-04,17847,
1980-05,17341,
1980-06,17347,
1980-07,16991,
1980-08,16929,
1980-09,16669,
1980-10,16790,
1980-11,16249,
1980-12,15887,
1981-01,15761,
1981-02,15306,
1981-03,15388,
1981-04,14915,
1981-05,14591,
1981-06,14878,
1981-07,14875,
1981-08,15102,
1981-09,16925,
1981-10,16924,
1981-11,16536,
1981-12,16344,
1982-01,16499,
1982-02,16579,
1982-03,17696,
1982-04,18487,
1982-05,18891,
1982-06,18335,
1982-07,19452,
1982-08,21065,
1982-09,21196,
1982-10,22526,
1982-11,23621,
1982-12,24356,
1983-01,24568,
1983-02,25801,
1983-03,26192,
1983-04,26350,
1983-05,26967,
1983-06,27257,
1983-07,27392,
1983-08,27818,
1983-09,27591,
1983-10,28181,
1983-11,27869,
1983-12,28833,
1984-01,27940,
1984-02,27769,
1984-03,28378,
1984-04,28641,
1984-05,28884,
1984-06,28643,
1984-07,28702,
1984-08,29498,
1984-09,30536,
1984-10,31362,
1984-11,31885,
1984-12,32675,
1985-01,33096,
1985-02,34707,
1985-03,34694,
1985-04,34953,
1985-05,35433,
1985-06,35791,
1985-07,36777,
1985-08,36416,
1985-09,36860,
1985-10,36185,
1985-11,37307,
1985-12,37958,
1986-01,38126,
1986-02,37651,
1986-03,37033,
1986-04,37949,
1986-05,38137,
1986-06,37344,
1986-07,38833,
1986-08,37792,
1986-09,38828,
1986-10,39440,
1986-11,40239,
1986-12,39700,
1987-01,39017,
1987-02,39908,
1987-03,40489,
1987-04,39400,
1987-05,40262,
1987-06,40041,
1987-07,40978,
1987-08,42626,
1987-09,42885,
1987-10,45791,
1987-11,44278,
1987-12,44768,
1988-01,46274,
1988-02,46363,
1988-03,47597,
1988-04,46977,
1988-05,48453,
1988-06,50654,
1988-07,51466,
1988-08,53637,
1988-09,54722,
1988-10,54340,
1988-11,54217,
1988-12,53864,
1989-01,55061,
1989-02,56277,
1989-03,57730,
1989-04,57105,
1989-05,57951,
1989-06,57357,
1989-07,57116,
1989-08,56420,
1989-09,57085,
1989-10,54958,
1989-11,55675,
1989-12,55687,
1990-01,55934,
1990-02,56646,
1990-03,57343,
1990-04,56606,
1990-05,58488,
1990-06,63911,
1990-07,64731,
1990-08,68939,
1990-09,70304,
1990-10,72257,
1990-11,72028,
1990-12,72404,
1991-01,69064,
1991-02,68463,
1991-03,70687,
1991-04,69375,
1991-05,70886,
1991-06,69681,
1991-07,69219,
1991-08,69296,
1991-09,69271,
1991-10,68202,
1991-11,68726,
1991-12,67560,
1992-01,72427,
1992-02,73297,
1992-03,73200,
1992-04,78139,
1992-05,79868,
1992-06,80547,
1992-07,83419,
1992-08,85141,
1992-09,83130,
1992-10,86693,
1992-11,100493,
1992-12,107792,
1993-01,113684,
1993-02,116359,
1993-03,118355,
1993-04,115915,
1993-05,118833,
1993-06,119783,
1993-07,118505,
1993-08,121274,
1993-09,122833,
1993-10,127629,
1993-11,130454,
1993-12,127539,
1994-01,131038,
1994-02,135826,
1994-03,139786,
1994-04,139900,
1994-05,142893,
1994-06,143961,
1994-07,146966,
1994-08,147578,
1994-09,147105,
1994-10,147478,
1994-11,147777,
1994-12,149192,
1995-01,150477,
1995-02,155746,
1995-03,151286,
1995-04,149146,
1995-05,149826,
1995-06,147480,
1995-07,145563,
1995-08,146934,
1995-09,146922,
1995-10,153048,
1995-11,153798,
1995-12,150351,
1996-01,155449,
1996-02,160084,
1996-03,160962,
1996-04,162493,
1996-05,162608,
1996-06,164406,
1996-07,162048,
1996-08,162981,
1996-09,160393,
1996-10,164758,
1996-11,164882,
1996-12,159201,
1997-01,167567,
1997-02,167946,
1997-03,172199,
1997-04,170835,
1997-05,172574,
1997-06,171604,
1997-07,172601,
1997-08,175136,
1997-09,169129,
1997-10,169577,
1997-11,170552,
1997-12,162166,
1998-01,167724,
1998-02,164371,
1998-03,174131,
1998-04,176801,
1998-05,178268,
1998-06,181737,
1998-07,178539,
1998-08,177513,
1998-09,170751,
1998-10,174731,
1998-11,179664,
1998-12,161473,
1999-01,147244,
1999-02,150279,
1999-03,146980,
1999-04,146072,
1999-05,155581,
1999-06,145067,
1999-07,146176,
1999-08,142641,
1999-09,146267,
1999-10,148510,
1999-11,150318,
1999-12,143670,
2000-01,151491,
2000-02,155154,
2000-03,147190,
2000-04,146003,
2000-05,142907,
2000-06,140383,
2000-07,138799,
2000-08,139890,
2000-09,134606,
2000-10,137378,
2000-11,141017,
2000-12,138413,
2001-01,122570,
2001-02,121722,
2001-03,125238,
2001-04,122548,
2001-05,122479,
2001-06,127842,
2001-07,137309,
2001-08,127797,
2001-09,117667,
2001-10,116122,
2001-11,116855,
2001-12,119122,
2002-01,118538,
2002-02,122315,
2002-03,122325,
2002-04,126862,
2002-05,133445,
2002-06,131580,
2002-07,134228,
2002-08,135177,
2002-09,138924,
2002-10,137689,
2002-11,142493,
2002-12,137937,
2003-01,146739,
2003-02,148727,
2003-03,158385,
2003-04,157362,
2003-05,162896,
2003-06,152432,
2003-07,154703,
2003-08,148510,
2003-09,149447,
2003-10,152593,
2003-11,156004,
2003-12,146060,
2004-01,149026,
2004-02,166196,
2004-03,166150,
2004-04,166275,
2004-05,172721,
2004-06,181015,
2004-07,181775,
2004-08,185971,
2004-09,187087,
2004-10,187666,
2004-11,189288,
2004-12,180759,
2005-01,186150,
2005-02,183966,
2005-03,188173,
2005-04,186772,
2005-05,184513,
2005-06,174739,
2005-07,174980,
2005-08,177799,
2005-09,173891,
2005-10,173571,
2005-11,175976,
2005-12,171926,
2006-01,171432,
2006-02,169111,
2006-03,169248,
2006-04,167443,
2006-05,181423,
2006-06,171509,
2006-07,172236,
2006-08,170024,
2006-09,162992,
2006-10,163559,
2006-11,169753,
2006-12,159236,
2007-01,165498,
2007-02,164047,
2007-03,165831,
2007-04,166989,
2007-05,168678,
2007-06,161567,
2007-07,160874,
2007-08,155611,
2007-09,155262,
2007-10,150257,
2007-11,150539,
2007-12,145034,
2008-01,142784,
2008-02,149268,
2008-03,151521,
2008-04,157963,
2008-05,159275,
2008-06,144690,
2008-07,144207,
2008-08,142754,
2008-09,132679,
2008-10,135233,
2008-11,133041,
2008-12,133364,
2009-01,139204,
2009-02,138332,
2009-03,138990,
2009-04,145083,
2009-05,147032,
2009-06,149663,
2009-07,150520,
2009-08,149487,
2009-09,154317,
2009-10,158483,
2009-11,160754,
2009-12,159955,
2010-01,164377,
2010-02,167394,
2010-03,171792,
2010-04,174058,
2010-05,178415,
2010-06,194140,
2010-07,194150,
2010-08,196325,
2010-09,196529,
2010-10,301951,
2010-11,236966,
2010-12,215348,
2011-01,216455,
2011-02,214227,
2011-03,213353,
2011-04,215718,
2011-05,216633,
2011-06,213573,
2011-07,210432,
2011-08,207700,
2011-09,206642,
2011-10,206981,
2011-11,209309,
2011-12,201227,
2012-01,204774,
2012-02,206443,
2012-03,209886,
2012-04,209556,
2012-05,206463,
2012-06,234277,
2012-07,236116,
2012-08,238442,
2012-09,241911,
2012-10,245342,
2012-11,251989,
2012-12,243704,
2013-01,239940,
2013-02,241447,
2013-03,241629,
2013-04,241929,
2013-05,236962,
2013-06,238485,
2013-07,241870,
2013-08,242768,
2013-09,242209,
2013-10,245009,
2013-11,246667,
2013-12,246612,
2014-01,245036,
2014-02,246494,
2014-03,246521,
2014-04,247711,
2014-05,249458,
2014-06,251421,
2014-07,254846,
2014-08,255973,
2014-09,256706,
2014-10,258618,
2014-11,258283,
2014-12,250172,
2015-01,251838,
