"",BBK01.OUU170,BBK01.OUU170_FLAGS
"",Balances and loans to domestic banks (MFIs) / medium-term / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:45:41,
1999-01,1.687,
1999-02,1.681,
1999-03,1.873,
1999-04,1.857,
1999-05,1.878,
1999-06,1.844,
1999-07,1.917,
1999-08,2.428,
1999-09,2.361,
1999-10,2.335,
1999-11,2.538,
1999-12,1.974,
2000-01,2.132,
2000-02,2.207,
2000-03,2.181,
2000-04,2.153,
2000-05,2.146,
2000-06,2.037,
2000-07,2.478,
2000-08,2.418,
2000-09,2.355,
2000-10,2.294,
2000-11,2.190,
2000-12,2.236,
2001-01,2.431,
2001-02,2.458,
2001-03,2.432,
2001-04,2.382,
2001-05,2.182,
2001-06,2.218,
2001-07,2.040,
2001-08,1.972,
2001-09,1.874,
2001-10,1.907,
2001-11,1.764,
2001-12,1.574,
2002-01,1.704,
2002-02,1.659,
2002-03,1.830,
2002-04,1.797,
2002-05,2.012,
2002-06,2.097,
2002-07,2.348,
2002-08,2.359,
2002-09,2.185,
2002-10,2.166,
2002-11,2.142,
2002-12,2.164,
2003-01,2.144,
2003-02,2.095,
2003-03,2.055,
2003-04,1.997,
2003-05,2.051,
2003-06,2.077,
2003-07,2.075,
2003-08,2.048,
2003-09,2.108,
2003-10,2.088,
2003-11,2.093,
2003-12,2.154,
2004-01,2.087,
2004-02,2.115,
2004-03,2.050,
2004-04,1.990,
2004-05,1.985,
2004-06,1.938,
2004-07,1.597,
2004-08,1.558,
2004-09,1.523,
2004-10,1.386,
2004-11,1.356,
2004-12,1.247,
2005-01,1.148,
2005-02,1.155,
2005-03,1.053,
2005-04,1.068,
2005-05,1.057,
2005-06,0.989,
2005-07,0.957,
2005-08,0.943,
2005-09,0.907,
2005-10,0.909,
2005-11,0.888,
2005-12,0.889,
2006-01,1.015,
2006-02,1.136,
2006-03,1.119,
2006-04,1.157,
2006-05,1.084,
2006-06,1.109,
2006-07,1.081,
2006-08,1.084,
2006-09,1.104,
2006-10,1.119,
2006-11,1.141,
2006-12,1.116,
2007-01,1.309,
2007-02,1.384,
2007-03,1.517,
2007-04,1.759,
2007-05,1.737,
2007-06,1.732,
2007-07,1.692,
2007-08,1.760,
2007-09,1.778,
2007-10,1.754,
2007-11,1.765,
2007-12,1.736,
2008-01,1.750,
2008-02,1.672,
2008-03,1.652,
2008-04,1.617,
2008-05,1.572,
2008-06,1.667,
2008-07,1.584,
2008-08,1.553,
2008-09,1.477,
2008-10,1.486,
2008-11,1.510,
2008-12,1.524,
2009-01,1.528,
2009-02,1.542,
2009-03,1.436,
2009-04,1.435,
2009-05,1.501,
2009-06,1.745,
2009-07,1.709,
2009-08,1.787,
2009-09,1.845,
2009-10,1.764,
2009-11,1.766,
2009-12,1.754,
2010-01,1.863,
2010-02,1.907,
2010-03,2.133,
2010-04,1.922,
2010-05,1.923,
2010-06,1.920,
2010-07,1.799,
2010-08,1.708,
2010-09,1.882,
2010-10,2.091,
2010-11,2.105,
2010-12,1.960,
2011-01,1.961,
2011-02,1.921,
2011-03,1.979,
2011-04,2.273,
2011-05,2.302,
2011-06,2.306,
2011-07,2.258,
2011-08,1.950,
2011-09,1.937,
2011-10,1.977,
2011-11,2.197,
2011-12,2.092,
2012-01,2.050,
2012-02,2.159,
2012-03,2.136,
2012-04,2.121,
2012-05,2.096,
2012-06,2.041,
2012-07,1.679,
2012-08,1.664,
2012-09,1.619,
2012-10,1.564,
2012-11,1.514,
2012-12,1.804,
2013-01,1.804,
2013-02,1.879,
2013-03,1.919,
2013-04,1.762,
2013-05,1.752,
2013-06,1.747,
2013-07,1.747,
2013-08,1.672,
2013-09,1.622,
2013-10,1.572,
2013-11,1.522,
2013-12,1.477,
2014-01,1.327,
2014-02,1.327,
2014-03,1.327,
2014-04,1.212,
2014-05,1.212,
2014-06,1.217,
2014-07,1.112,
2014-08,1.007,
2014-09,1.107,
2014-10,0.942,
2014-11,0.977,
2014-12,0.940,Provisional value
