"",BBK01.OEXB20N,BBK01.OEXB20N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:33:03,
2002-01,32.161,
2002-04,32.940,
2002-07,33.783,
2002-10,34.331,
2003-01,35.084,
2003-04,36.154,
2003-07,37.201,
2003-10,38.486,
2004-01,38.604,
2004-04,40.124,
2004-07,44.070,
2004-10,22.632,
2005-01,22.646,
2005-04,23.377,
2005-07,22.603,
2005-10,22.785,
2006-01,22.645,
2006-04,22.581,
2006-07,22.773,
2006-10,23.098,
2007-01,23.121,
2007-04,23.230,
2007-07,23.343,
2007-10,23.330,
2008-01,23.530,
2008-04,24.067,
2008-07,24.302,
2008-10,24.381,
2009-01,24.082,
2009-04,24.542,
2009-07,24.882,
2009-10,24.853,
2010-01,25.681,
2010-04,25.222,
2010-07,25.861,
2010-10,25.929,
2011-01,26.103,
2011-04,26.312,
2011-07,26.590,
2011-10,26.704,
2012-01,26.948,
2012-04,27.077,
2012-07,27.451,
2012-10,28.068,
2013-01,28.318,
2013-04,28.695,
2013-07,29.058,
2013-10,29.500,
2014-01,30.039,
2014-04,30.350,
2014-07,30.563,
