"",BBK01.OEAH85U,BBK01.OEAH85U_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:31:41,
2002-01,0.055,
2002-04,0.057,
2002-07,0.081,
2002-10,0.076,
2003-01,0.088,
2003-04,0.088,
2003-07,0.093,
2003-10,0.119,
2004-01,0.080,
2004-04,0.093,
2004-07,0.080,
2004-10,0.079,
2005-01,0.097,
2005-04,0.091,
2005-07,0.132,
2005-10,0.143,
2006-01,0.137,
2006-04,0.139,
2006-07,0.130,
2006-10,0.128,
2007-01,0.142,
2007-04,0.149,
2007-07,0.136,
2007-10,0.162,
2008-01,0.133,
2008-04,0.135,
2008-07,0.161,
2008-10,0.187,
2009-01,0.212,
2009-04,0.166,
2009-07,0.151,
2009-10,0.160,
2010-01,0.152,
2010-04,0.150,
2010-07,0.160,
2010-10,0.141,
2011-01,0.153,
2011-04,0.156,
2011-07,0.140,
2011-10,0.139,
2012-01,0.151,
2012-04,0.153,
2012-07,0.153,
2012-10,0.154,
2013-01,0.127,
2013-04,0.145,
2013-07,0.139,
2013-10,0.153,
2014-01,0.139,
2014-04,0.142,
2014-07,0.145,
