"",BBK01.OEAH82M,BBK01.OEAH82M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:06,
2002-01,0.168,
2002-04,0.158,
2002-07,0.163,
2002-10,0.153,
2003-01,0.155,
2003-04,0.156,
2003-07,0.157,
2003-10,0.157,
2004-01,0.152,
2004-04,0.147,
2004-07,0.143,
2004-10,0.152,
2005-01,0.144,
2005-04,0.148,
2005-07,0.140,
2005-10,0.145,
2006-01,0.145,
2006-04,0.140,
2006-07,0.138,
2006-10,0.143,
2007-01,0.121,
2007-04,0.114,
2007-07,0.110,
2007-10,0.103,
2008-01,0.112,
2008-04,0.103,
2008-07,0.099,
2008-10,0.113,
2009-01,0.126,
2009-04,0.135,
2009-07,0.147,
2009-10,0.164,
2010-01,0.197,
2010-04,0.237,
2010-07,0.207,
2010-10,0.212,
2011-01,0.175,
2011-04,0.159,
2011-07,0.157,
2011-10,0.152,
2012-01,0.144,
2012-04,0.140,
2012-07,0.144,
2012-10,0.147,
2013-01,0.159,
2013-04,0.164,
2013-07,0.162,
2013-10,0.163,
2014-01,0.156,
2014-04,0.132,
2014-07,0.128,
