"",BBK01.PC3786,BBK01.PC3786_FLAGS
"",Lending to craft trades / Long-term / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:25:12,
1985-10,0.012,
1986-01,0.014,
1986-04,0.013,
1986-07,0.013,
1986-10,0.013,
1987-01,0.012,
1987-04,0.011,
1987-07,0.012,
1987-10,0.011,
1988-01,0.010,
1988-04,0.015,
1988-07,0.015,
1988-10,0.016,
1989-01,0.015,
1989-04,0.017,
1989-07,0.009,
1989-10,0.013,
1990-01,0.022,
1990-04,0.027,
1990-07,0.023,
1990-10,0.025,
1991-01,0.016,
1991-04,0.018,
1991-07,0.015,
1991-10,0.013,
1992-01,0.016,
1992-04,0.013,
1992-07,0.016,
1992-10,0.220,
1993-01,0.214,
1993-04,0.215,
1993-07,0.203,
1993-10,0.218,
1994-01,0.223,
1994-04,0.217,
1994-07,0.237,
1994-10,0.223,
1995-01,0.226,
1995-04,0.229,
1995-07,0.224,
1995-10,0.227,
1996-01,0.226,
1996-04,0.233,
1996-07,0.230,
1996-10,0.225,
1997-01,0.227,
1997-04,0.227,
1997-07,0.208,
1997-10,0.212,
1998-01,0.213,
1998-04,0.221,
1998-07,0.211,
1998-10,0.206,
1999-01,0.142,
1999-04,0.274,
1999-07,0.278,
1999-10,0.243,
2000-01,0.244,
2000-04,0.245,
2000-07,0.184,
2000-10,0.183,
2001-01,0.180,
2001-04,0.181,
2001-07,0.166,
2001-10,0.185,
2002-01,0.187,
2002-04,0.187,
2002-07,0.183,
2002-10,0.197,
2003-01,0.190,
2003-04,0.184,
2003-07,0.190,
2003-10,0.184,
2004-01,0.187,
2004-04,0.188,
2004-07,0.093,
2004-10,0.214,
2005-01,0.178,
2005-04,0.174,
2005-07,0.173,
2005-10,3.598,
2006-01,3.520,
2006-04,3.462,
2006-07,3.434,
2006-10,3.354,
2007-01,3.298,
2007-04,3.180,
2007-07,2.995,
2007-10,2.894,
2008-01,2.946,
2008-04,2.848,
2008-07,2.782,
2008-10,2.736,
2009-01,2.620,
2009-04,0.512,
2009-07,0.556,
2009-10,0.536,
2010-01,0.513,
2010-04,0.493,
2010-07,0.458,
2010-10,0.440,
2011-01,0.424,
2011-04,0.506,
2011-07,0.497,
2011-10,0.489,
2012-01,0.480,
2012-04,0.460,
2012-07,0.419,
2012-10,0.404,
2013-01,0.316,
2013-04,0.320,
2013-07,0.323,
2013-10,0.318,
2014-01,0.301,
2014-04,0.288,
2014-07,0.299,
2014-10,0.302,
