"",BBFB1.M.N.DE.W1.S1.S1.T.C.SJ1._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.C.SJ1._Z._Z._Z._T._X.N_FLAGS
"",Current account / Other business services / Research and development services / Receipts / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:36:52,
1991-01,238.848,
1991-02,235.771,
1991-03,120.780,
1991-04,191.390,
1991-05,154.049,
1991-06,145.506,
1991-07,279.084,
1991-08,208.755,
1991-09,89.549,
1991-10,163.048,
1991-11,165.559,
1991-12,139.174,
1992-01,276.546,
1992-02,162.467,
1992-03,146.382,
1992-04,224.602,
1992-05,201.557,
1992-06,118.900,
1992-07,209.576,
1992-08,127.668,
1992-09,94.020,
1992-10,191.070,
1992-11,201.221,
1992-12,257.972,
1993-01,175.351,
1993-02,224.890,
1993-03,125.409,
1993-04,187.819,
1993-05,136.966,
1993-06,123.914,
1993-07,391.277,
1993-08,124.198,
1993-09,136.786,
1993-10,234.540,
1993-11,200.590,
1993-12,170.431,
1994-01,305.509,
1994-02,158.635,
1994-03,135.419,
1994-04,224.808,
1994-05,176.491,
1994-06,151.344,
1994-07,229.181,
1994-08,198.503,
1994-09,151.214,
1994-10,207.595,
1994-11,176.071,
1994-12,266.040,
1995-01,324.188,
1995-02,186.921,
1995-03,138.016,
1995-04,319.776,
1995-05,194.642,
1995-06,116.693,
1995-07,258.292,
1995-08,292.372,
1995-09,162.509,
1995-10,238.070,
1995-11,158.294,
1995-12,365.072,
1996-01,275.057,
1996-02,204.468,
1996-03,179.690,
1996-04,258.381,
1996-05,178.876,
1996-06,133.446,
1996-07,235.693,
1996-08,152.670,
1996-09,186.350,
1996-10,281.733,
1996-11,126.462,
1996-12,366.628,
1997-01,330.049,
1997-02,189.930,
1997-03,270.895,
1997-04,176.897,
1997-05,381.978,
1997-06,618.858,
1997-07,275.761,
1997-08,361.894,
1997-09,218.883,
1997-10,455.511,
1997-11,398.889,
1997-12,485.687,
1998-01,419.887,
1998-02,211.163,
1998-03,321.057,
1998-04,359.819,
1998-05,377.175,
1998-06,402.601,
1998-07,333.873,
1998-08,369.069,
1998-09,252.460,
1998-10,370.926,
1998-11,223.886,
1998-12,470.304,
1999-01,416.195,
1999-02,250.270,
1999-03,275.364,
1999-04,309.906,
1999-05,446.667,
1999-06,167.320,
1999-07,330.313,
1999-08,328.298,
1999-09,220.275,
1999-10,438.153,
1999-11,373.893,
1999-12,378.325,
2000-01,376.071,
2000-02,435.060,
2000-03,228.968,
2000-04,341.457,
2000-05,357.533,
2000-06,417.389,
2000-07,386.926,
2000-08,325.815,
2000-09,232.097,
2000-10,426.725,
2000-11,394.805,
2000-12,557.088,
2001-01,339.471,
2001-02,199.869,
2001-03,142.105,
2001-04,238.902,
2001-05,214.411,
2001-06,225.824,
2001-07,230.568,
2001-08,275.007,
2001-09,268.719,
2001-10,815.574,
2001-11,348.142,
2001-12,588.503,
2002-01,369.642,
2002-02,173.570,
2002-03,198.335,
2002-04,604.444,
2002-05,311.296,
2002-06,303.512,
2002-07,493.069,
2002-08,279.637,
2002-09,283.923,
2002-10,523.460,
2002-11,363.565,
2002-12,519.456,
2003-01,482.812,
2003-02,203.911,
2003-03,269.472,
2003-04,593.132,
2003-05,225.335,
2003-06,223.493,
2003-07,500.100,
2003-08,263.446,
2003-09,276.458,
2003-10,416.375,
2003-11,380.567,
2003-12,780.716,
2004-01,299.007,
2004-02,422.613,
2004-03,269.696,
2004-04,276.336,
2004-05,459.456,
2004-06,250.242,
2004-07,425.280,
2004-08,259.602,
2004-09,428.560,
2004-10,469.737,
2004-11,340.847,
2004-12,1132.120,
2005-01,493.713,
2005-02,290.965,
2005-03,358.397,
2005-04,722.583,
2005-05,325.073,
2005-06,355.346,
2005-07,760.768,
2005-08,273.227,
2005-09,345.194,
2005-10,705.161,
2005-11,463.688,
2005-12,1055.865,
2006-01,701.831,
2006-02,382.788,
2006-03,429.209,
2006-04,665.244,
2006-05,311.491,
2006-06,497.455,
2006-07,727.453,
2006-08,317.310,
2006-09,429.880,
2006-10,775.941,
2006-11,513.873,
2006-12,1136.143,
2007-01,782.723,
2007-02,584.266,
2007-03,511.168,
2007-04,800.321,
2007-05,403.941,
2007-06,513.491,
2007-07,646.063,
2007-08,650.610,
2007-09,429.035,
2007-10,852.412,
2007-11,432.764,
2007-12,1030.114,
2008-01,935.719,
2008-02,435.906,
2008-03,485.821,
2008-04,927.601,
2008-05,507.307,
2008-06,449.670,
2008-07,1040.749,
2008-08,489.843,
2008-09,512.642,
2008-10,1048.321,
2008-11,611.502,
2008-12,1127.276,
2009-01,758.069,
2009-02,474.244,
2009-03,546.169,
2009-04,978.996,
2009-05,753.970,
2009-06,680.436,
2009-07,526.872,
2009-08,609.750,
2009-09,798.696,
2009-10,870.314,
2009-11,606.573,
2009-12,993.421,
2010-01,936.870,
2010-02,528.310,
2010-03,837.740,
2010-04,807.074,
2010-05,639.580,
2010-06,823.063,
2010-07,814.721,
2010-08,583.232,
2010-09,1030.364,
2010-10,985.515,
2010-11,1023.686,
2010-12,1211.636,
2011-01,992.191,
2011-02,583.753,
2011-03,1294.817,
2011-04,652.401,
2011-05,935.465,
2011-06,972.442,
2011-07,713.190,
2011-08,806.858,
2011-09,1343.549,
2011-10,884.036,
2011-11,977.079,
2011-12,1383.100,
2012-01,931.549,
2012-02,758.309,
2012-03,1126.346,
2012-04,1029.875,
2012-05,783.015,
2012-06,1186.661,
2012-07,781.050,
2012-08,913.780,
2012-09,1466.234,
2012-10,1188.340,
2012-11,1067.575,
2012-12,1364.351,
2013-01,1350.334,
2013-02,919.853,
2013-03,1412.574,
2013-04,888.212,
2013-05,917.619,
2013-06,1523.747,
2013-07,899.778,
2013-08,946.864,
2013-09,1257.167,
2013-10,1094.144,
2013-11,1771.120,
2013-12,1778.646,
2014-01,1067.917,
2014-02,935.485,Provisional value
2014-03,1722.699,Provisional value
2014-04,973.910,Provisional value
2014-05,931.016,Provisional value
2014-06,1545.154,Provisional value
2014-07,1034.760,Provisional value
2014-08,1148.531,Provisional value
2014-09,1479.951,
2014-10,1133.970,
2014-11,1074.961,
2014-12,2098.339,Provisional value
