"",BBK01.QUK786,BBK01.QUK786_FLAGS
"",Consolidated German banks: Loans and advances to foreign banks / Bulgaria / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:31:42,
2002-03,0.201,
2002-04,0.207,
2002-05,0.210,
2002-06,0.206,
2002-07,0.208,
2002-08,0.245,
2002-09,0.232,
2002-10,0.308,
2002-11,0.333,
2002-12,0.305,
2003-01,0.318,
2003-02,0.294,
2003-03,0.292,
2003-04,0.278,
2003-05,0.286,
2003-06,0.277,
2003-07,0.281,
2003-08,0.264,
2003-09,0.286,
2003-10,0.285,
2003-11,0.277,
2003-12,0.285,
2004-01,0.348,
2004-02,0.157,
2004-03,0.176,
2004-04,0.170,
2004-05,0.183,
2004-06,0.222,
2004-07,0.289,
2004-08,0.265,
2004-09,0.269,
2004-10,0.282,
2004-11,0.323,
2004-12,0.407,
2005-01,0.479,
2005-02,0.416,
2005-03,0.501,
2005-04,0.470,
2005-05,0.407,
2005-06,0.460,
2005-07,0.476,
2005-08,0.469,
2005-09,0.450,
2005-10,0.502,
2005-11,0.513,
2005-12,0.158,
2006-01,0.205,
2006-02,0.224,
2006-03,0.218,
2006-04,0.189,
2006-05,0.205,
2006-06,0.272,
2006-07,0.208,
2006-08,0.205,
2006-09,0.223,
2006-10,0.216,
2006-11,0.203,
2006-12,0.249,
2007-01,0.208,
2007-02,0.216,
2007-03,0.298,
2007-04,0.219,
2007-05,0.146,
2007-06,0.330,
2007-07,0.310,
2007-08,0.337,
2007-09,0.329,
2007-10,0.362,
2007-11,0.398,
2007-12,0.439,
2008-01,0.420,
2008-02,0.448,
2008-03,0.549,
2008-04,0.613,
2008-05,0.597,
2008-06,0.657,
2008-07,0.696,
2008-08,0.716,
2008-09,0.743,
2008-10,0.692,
2008-11,0.691,
2008-12,0.678,
2009-01,0.692,
2009-02,0.684,
2009-03,0.542,
2009-04,0.529,
2009-05,0.525,
2009-06,0.508,
2009-07,0.487,
2009-08,0.462,
2009-09,0.458,
2009-10,0.488,
2009-11,0.457,
2009-12,0.461,
2010-01,0.459,
2010-02,0.485,
2010-03,0.458,
2010-04,0.386,
2010-05,0.379,
2010-06,0.357,
2010-07,0.293,
2010-08,0.285,
2010-09,0.313,
2010-10,0.343,
2010-11,0.329,
2010-12,0.377,
2011-01,0.390,
2011-02,0.340,
2011-03,0.337,
2011-04,0.378,
2011-05,0.347,
2011-06,0.389,
2011-07,0.346,
2011-08,0.338,
2011-09,0.317,
2011-10,0.299,
2011-11,0.305,
2011-12,0.307,
2012-01,0.305,
2012-02,0.284,
2012-03,0.286,
2012-04,0.283,
2012-05,0.278,
2012-06,0.278,
2012-07,0.264,
2012-08,0.260,
2012-09,0.257,
2012-10,0.255,
2012-11,0.253,
2012-12,0.254,
2013-01,0.253,
2013-02,0.252,
2013-03,0.247,
2013-04,0.275,
2013-05,0.217,
2013-06,0.219,
2013-07,0.225,
2013-08,0.225,
2013-09,0.199,
2013-10,0.079,
2013-11,0.090,
2013-12,0.080,
2014-01,0.074,
2014-02,0.107,
2014-03,0.087,
2014-04,0.083,
2014-05,0.084,
2014-06,0.079,
2014-07,0.091,
2014-08,0.086,
2014-09,0.072,
2014-10,0.075,
