"",BBK01.TSD431,BBK01.TSD431_FLAGS
"",Deposits of non-MFIs / Total / All maturities / Domestic / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:40,
1999-01,1775.6,
1999-02,1778.4,
1999-03,1783.5,
1999-04,1789.3,
1999-05,1793.6,
1999-06,1801.6,
1999-07,1807.3,
1999-08,1811.9,
1999-09,1818.6,
1999-10,1824.0,
1999-11,1830.4,
1999-12,1823.9,
2000-01,1836.0,
2000-02,1843.7,
2000-03,1842.9,
2000-04,1846.3,
2000-05,1843.5,
2000-06,1839.0,
2000-07,1835.2,
2000-08,1837.2,
2000-09,1839.1,
2000-10,1838.7,
2000-11,1842.0,
2000-12,1842.4,
2001-01,1852.6,
2001-02,1863.9,
2001-03,1873.4,
2001-04,1876.9,
2001-05,1883.1,
2001-06,1898.2,
2001-07,1898.0,
2001-08,1907.8,
2001-09,1927.0,
2001-10,1930.8,
2001-11,1934.9,
2001-12,1944.8,
2002-01,1947.8,
2002-02,1946.0,
2002-03,1952.1,
2002-04,1949.3,
2002-05,1959.0,
2002-06,1972.6,
2002-07,1976.3,
2002-08,1977.0,
2002-09,1978.0,
2002-10,1994.2,
2002-11,2003.9,
2002-12,2016.4,
2003-01,2015.7,
2003-02,2027.5,
2003-03,2036.5,
2003-04,2045.7,
2003-05,2052.3,
2003-06,2059.1,
2003-07,2060.4,
2003-08,2072.2,
2003-09,2069.9,
2003-10,2070.5,
2003-11,2076.2,
2003-12,2070.3,
2004-01,2073.2,
2004-02,2075.7,
2004-03,2086.5,
2004-04,2096.4,
2004-05,2102.7,
2004-06,2102.5,
2004-07,2111.1,
2004-08,2118.2,
2004-09,2125.2,
2004-10,2131.0,
2004-11,2136.4,
2004-12,2130.5,
2005-01,2145.4,
2005-02,2151.0,
2005-03,2156.0,
2005-04,2169.4,
2005-05,2175.9,
2005-06,2179.9,
2005-07,2193.5,
2005-08,2201.5,
2005-09,2203.3,
2005-10,2208.0,
2005-11,2209.2,
2005-12,2210.8,
2006-01,2219.5,
2006-02,2226.3,
2006-03,2238.2,
2006-04,2256.5,
2006-05,2268.4,
2006-06,2276.7,
2006-07,2280.8,
2006-08,2288.6,
2006-09,2293.0,
2006-10,2293.0,
2006-11,2305.7,
2006-12,2326.5,
2007-01,2334.1,
2007-02,2339.5,
2007-03,2349.2,
2007-04,2367.3,
2007-05,2374.3,
2007-06,2396.4,
2007-07,2410.3,
2007-08,2425.3,
2007-09,2448.2,
2007-10,2450.7,
2007-11,2469.8,
2007-12,2497.8,
2008-01,2505.3,
2008-02,2520.8,
2008-03,2526.1,
2008-04,2539.6,
2008-05,2548.9,
2008-06,2554.5,
2008-07,2565.9,
2008-08,2571.2,
2008-09,2581.3,
2008-10,2629.2,
2008-11,2640.7,
2008-12,2666.6,
2009-01,2692.4,
2009-02,2709.4,
2009-03,2704.4,
2009-04,2719.3,
2009-05,2708.7,
2009-06,2721.6,
2009-07,2715.8,
2009-08,2711.6,
2009-09,2717.0,
2009-10,2719.0,
2009-11,2716.3,
2009-12,2710.6,
2010-01,2726.8,
2010-02,2731.2,
2010-03,2731.1,
2010-04,2738.2,
2010-05,2745.7,
2010-06,2754.2,
2010-07,2752.4,
2010-08,2763.2,
2010-09,2765.9,
2010-10,2766.9,
2010-11,2795.8,
2010-12,2802.2,
2011-01,2814.5,
2011-02,2811.3,
2011-03,2824.1,
2011-04,2832.2,
2011-05,2840.8,
2011-06,2847.9,
2011-07,2860.0,
2011-08,2880.5,
2011-09,2891.1,
2011-10,2894.9,
2011-11,2906.6,
2011-12,2899.6,
2012-01,2907.1,
2012-02,2914.3,
2012-03,2928.7,
2012-04,2940.4,
2012-05,2952.9,
2012-06,2976.3,
2012-07,2983.4,
2012-08,2989.0,
2012-09,2995.3,
2012-10,3004.7,
2012-11,2997.3,
2012-12,2968.6,
2013-01,2975.5,
2013-02,2974.1,
2013-03,2983.8,
2013-04,2989.6,
2013-05,2995.9,
2013-06,2999.4,
2013-07,3004.6,
2013-08,3009.9,
2013-09,3009.9,
2013-10,3017.6,
2013-11,3018.9,
2013-12,3019.2,
2014-01,3027.2,
2014-02,3039.3,
2014-03,3041.0,
2014-04,3050.1,
2014-05,3059.3,
2014-06,3056.1,
2014-07,3068.5,
2014-08,3080.2,
2014-09,3087.3,
2014-10,3090.8,
2014-11,3090.8,
2014-12,3092.1,Provisional value
2015-01,3106.6,
