"",BBK01.QUW909,BBK01.QUW909_FLAGS
"",Foreign subsidiaries in Luxembourg: Long-term loans and advances to foreign non-banks / In the country of domicile of the subsidiary / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:13:15,
2001-12,1.558,
2002-01,1.564,
2002-02,1.548,
2002-03,1.602,
2002-04,1.557,
2002-05,1.437,
2002-06,1.395,
2002-07,1.397,
2002-08,1.412,
2002-09,1.387,
2002-10,1.414,
2002-11,1.199,
2002-12,1.047,
2003-01,1.020,
2003-02,0.927,
2003-03,0.909,
2003-04,0.876,
2003-05,0.866,
2003-06,0.963,
2003-07,0.946,
2003-08,0.931,
2003-09,0.724,
2003-10,0.693,
2003-11,0.499,
2003-12,0.557,
2004-01,0.546,
2004-02,0.554,
2004-03,0.696,
2004-04,0.709,
2004-05,0.712,
2004-06,0.720,
2004-07,0.764,
2004-08,0.739,
2004-09,0.672,
2004-10,0.707,
2004-11,0.699,
2004-12,1.464,
2005-01,1.486,
2005-02,1.438,
2005-03,1.438,
2005-04,1.507,
2005-05,1.531,
2005-06,1.526,
2005-07,1.478,
2005-08,1.480,
2005-09,1.479,
2005-10,1.497,
2005-11,1.555,
2005-12,3.329,
2006-01,3.323,
2006-02,3.386,
2006-03,3.295,
2006-04,3.705,
2006-05,3.732,
2006-06,3.459,
2006-07,1.657,
2006-08,1.657,
2006-09,1.686,
2006-10,1.686,
2006-11,1.582,
2006-12,1.621,
2007-01,1.686,
2007-02,1.604,
2007-03,1.559,
2007-04,1.563,
2007-05,1.589,
2007-06,1.593,
2007-07,1.568,
2007-08,1.631,
2007-09,1.623,
2007-10,2.112,
2007-11,4.100,
2007-12,4.278,
2008-01,4.360,
2008-02,4.367,
2008-03,4.530,
2008-04,4.878,
2008-05,4.881,
2008-06,4.924,
2008-07,4.866,
2008-08,4.884,
2008-09,4.904,
2008-10,3.023,
2008-11,4.435,
2008-12,4.412,
2009-01,4.290,
2009-02,4.293,
2009-03,4.042,
2009-04,4.064,
2009-05,3.692,
2009-06,3.483,
2009-07,3.354,
2009-08,3.286,
2009-09,3.055,
2009-10,2.959,
2009-11,2.688,
2009-12,1.623,
2010-01,1.609,
2010-02,1.565,
2010-03,1.456,
2010-04,1.275,
2010-05,1.304,
2010-06,1.266,
2010-07,1.022,
2010-08,1.015,
2010-09,0.980,
2010-10,0.926,
2010-11,1.019,
2010-12,0.916,
2011-01,0.895,
2011-02,0.911,
2011-03,0.798,
2011-04,0.845,
2011-05,0.915,
2011-06,0.850,
2011-07,0.898,
2011-08,0.865,
2011-09,0.875,
2011-10,0.870,
2011-11,0.831,
2011-12,0.806,
2012-01,0.773,
2012-02,0.753,
2012-03,0.724,
2012-04,0.774,
2012-05,0.785,
2012-06,0.803,
2012-07,0.793,
2012-08,0.783,
2012-09,0.779,
2012-10,0.794,
2012-11,0.789,
2012-12,0.757,
2013-01,1.977,
2013-02,1.964,
2013-03,1.945,
2013-04,1.942,
2013-05,1.962,
2013-06,1.957,
2013-07,1.956,
2013-08,1.969,
2013-09,1.951,
2013-10,1.885,
2013-11,1.859,
2013-12,1.936,
2014-01,2.032,
2014-02,2.032,
2014-03,2.032,
2014-04,1.995,
2014-05,1.985,
2014-06,1.991,
2014-07,1.726,
2014-08,1.768,
2014-09,1.788,
2014-10,1.737,
2014-11,1.687,
