"",BBEX3.A.ARS.EUR.CA.AC.A04,BBEX3.A.ARS.EUR.CA.AC.A04_FLAGS
"",Exchange rates for the euro in Argentina / EUR 1 = ARS ... (middle),
unit,ARS (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-19 15:12:43,
2003,3.28089,
2004,3.63564,
2005,3.61166,
2006,3.83680,
2007,4.24285,
2008,4.61171,
2009,5.17983,
2010,5.16305,
2011,5.72091,
2012,5.82317,
2013,7.26119,
2014,10.71270,
"","Source: Banco de la Nación Argentina, Buenos Aires.",
"",Methodology: Calculated on the basis of daily buying and selling rates.,
