"",BBK01.OEAE01N,BBK01.OEAE01N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:04:33,
2002-01,113.265,
2002-04,114.588,
2002-07,114.430,
2002-10,116.906,
2003-01,113.330,
2003-04,111.559,
2003-07,111.743,
2003-10,106.941,
2004-01,105.852,
2004-04,106.297,
2004-07,106.706,
2004-10,107.645,
2005-01,109.571,
2005-04,110.866,
2005-07,110.963,
2005-10,112.175,
2006-01,123.006,
2006-04,124.946,
2006-07,126.510,
2006-10,126.906,
2007-01,127.546,
2007-04,128.025,
2007-07,127.768,
2007-10,129.849,
2008-01,131.192,
2008-04,134.373,
2008-07,133.194,
2008-10,131.755,
2009-01,127.868,
2009-04,129.674,
2009-07,130.966,
2009-10,132.104,
2010-01,130.798,
2010-04,130.466,
2010-07,133.318,
2010-10,135.647,
2011-01,135.921,
2011-04,136.652,
2011-07,137.121,
2011-10,137.571,
2012-01,138.149,
2012-04,128.074,
2012-07,127.973,
2012-10,128.064,
2013-01,128.391,
2013-04,129.206,
2013-07,128.323,
2013-10,128.534,
2014-01,129.014,
2014-04,130.157,
2014-07,128.977,
