"",BBK01.OUZ448,BBK01.OUZ448_FLAGS
"","Fiduciary liabilities, Commercial banks",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:56:31,
1999-01,8.661,
1999-02,13.587,
1999-03,14.581,
1999-04,14.547,
1999-05,14.758,
1999-06,14.943,
1999-07,14.680,
1999-08,13.807,
1999-09,13.794,
1999-10,14.039,
1999-11,14.525,
1999-12,14.653,
2000-01,14.986,
2000-02,14.969,
2000-03,15.030,
2000-04,15.414,
2000-05,18.154,
2000-06,18.306,
2000-07,18.697,
2000-08,17.901,
2000-09,18.060,
2000-10,18.227,
2000-11,18.017,
2000-12,17.618,
2001-01,17.488,
2001-02,17.994,
2001-03,18.167,
2001-04,18.113,
2001-05,18.420,
2001-06,18.376,
2001-07,18.022,
2001-08,17.601,
2001-09,17.147,
2001-10,16.911,
2001-11,16.774,
2001-12,16.118,
2002-01,16.030,
2002-02,16.116,
2002-03,16.114,
2002-04,16.373,
2002-05,15.913,
2002-06,14.837,
2002-07,15.485,
2002-08,15.458,
2002-09,15.543,
2002-10,16.148,
2002-11,16.483,
2002-12,16.464,
2003-01,17.868,
2003-02,16.659,
2003-03,16.459,
2003-04,16.099,
2003-05,15.707,
2003-06,16.134,
2003-07,16.200,
2003-08,17.775,
2003-09,17.021,
2003-10,12.783,
2003-11,13.000,
2003-12,12.563,
2004-01,13.504,
2004-02,13.844,
2004-03,11.290,
2004-04,11.140,
2004-05,10.191,
2004-06,11.221,
2004-07,11.853,
2004-08,11.789,
2004-09,11.460,
2004-10,11.460,
2004-11,11.495,
2004-12,11.565,
2005-01,11.912,
2005-02,12.813,
2005-03,12.984,
2005-04,12.966,
2005-05,12.703,
2005-06,12.738,
2005-07,12.505,
2005-08,14.038,
2005-09,13.850,
2005-10,14.617,
2005-11,12.576,
2005-12,12.820,
2006-01,12.895,
2006-02,12.866,
2006-03,10.954,
2006-04,11.377,
2006-05,10.561,
2006-06,10.658,
2006-07,10.474,
2006-08,10.823,
2006-09,10.943,
2006-10,10.493,
2006-11,9.691,
2006-12,9.553,
2007-01,9.976,
2007-02,9.470,
2007-03,8.713,
2007-04,9.757,
2007-05,9.534,
2007-06,9.417,
2007-07,9.347,
2007-08,9.157,
2007-09,9.006,
2007-10,9.411,
2007-11,9.111,
2007-12,9.455,
2008-01,8.538,
2008-02,8.669,
2008-03,8.374,
2008-04,8.131,
2008-05,8.074,
2008-06,8.368,
2008-07,9.271,
2008-08,9.200,
2008-09,8.877,
2008-10,8.427,
2008-11,8.685,
2008-12,8.697,
2009-01,8.413,
2009-02,8.239,
2009-03,8.370,
2009-04,7.847,
2009-05,7.692,
2009-06,8.112,
2009-07,7.963,
2009-08,8.160,
2009-09,7.868,
2009-10,7.807,
2009-11,7.830,
2009-12,7.753,
2010-01,7.926,
2010-02,7.864,
2010-03,7.802,
2010-04,7.777,
2010-05,7.822,
2010-06,7.436,
2010-07,7.425,
2010-08,7.583,
2010-09,9.040,
2010-10,9.152,
2010-11,9.148,
2010-12,9.117,
2011-01,9.308,
2011-02,9.326,
2011-03,7.909,
2011-04,7.826,
2011-05,7.730,
2011-06,7.752,
2011-07,8.031,
2011-08,7.925,
2011-09,7.246,
2011-10,7.125,
2011-11,7.133,
2011-12,6.977,
2012-01,7.031,
2012-02,6.767,
2012-03,6.401,
2012-04,6.351,
2012-05,6.459,
2012-06,6.342,
2012-07,6.610,
2012-08,6.538,
2012-09,6.464,
2012-10,6.381,
2012-11,6.320,
2012-12,76.228,
2013-01,67.877,
2013-02,73.521,
2013-03,71.808,
2013-04,72.508,
2013-05,63.062,
2013-06,56.206,
2013-07,51.853,
2013-08,45.065,
2013-09,43.485,
2013-10,35.086,
2013-11,31.049,
2013-12,23.788,
2014-01,24.840,
2014-02,24.483,
2014-03,23.252,
2014-04,20.969,
2014-05,21.307,
2014-06,17.558,
2014-07,15.769,
2014-08,16.731,
2014-09,16.441,
2014-10,16.629,
2014-11,16.667,
