"",BBK01.OEAC15N,BBK01.OEAC15N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:51:12,
2002-01,12.112,
2002-04,12.167,
2002-07,12.127,
2002-10,11.880,
2003-01,11.989,
2003-04,11.965,
2003-07,11.955,
2003-10,11.715,
2004-01,11.579,
2004-04,11.565,
2004-07,11.529,
2004-10,11.053,
2005-01,11.154,
2005-04,11.360,
2005-07,11.319,
2005-10,11.694,
2006-01,11.984,
2006-04,12.046,
2006-07,11.976,
2006-10,11.776,
2007-01,11.684,
2007-04,11.656,
2007-07,11.421,
2007-10,11.303,
2008-01,11.384,
2008-04,11.338,
2008-07,11.288,
2008-10,11.307,
2009-01,11.273,
2009-04,11.125,
2009-07,11.141,
2009-10,10.831,
2010-01,11.089,
2010-04,11.808,
2010-07,11.698,
2010-10,11.630,
2011-01,11.766,
2011-04,11.697,
2011-07,11.661,
2011-10,11.469,
2012-01,11.602,
2012-04,11.614,
2012-07,11.556,
2012-10,11.428,
2013-01,11.502,
2013-04,11.559,
2013-07,11.553,
2013-10,11.309,
2014-01,11.288,
2014-04,11.319,
2014-07,11.280,
