"",BBDE1.M.DE.Y.BAA1.N2C260000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C260000.G.C.I10.A_FLAGS
"","Output in the production sector / Germany / 26 Manufacture of computer, electronic and optical products / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-06 08:29:55,
1991-01,43.2,
1991-02,43.7,
1991-03,44.2,
1991-04,44.0,
1991-05,42.9,
1991-06,45.2,
1991-07,42.5,
1991-08,41.6,
1991-09,43.2,
1991-10,43.0,
1991-11,42.4,
1991-12,42.4,
1992-01,41.7,
1992-02,41.8,
1992-03,41.1,
1992-04,40.3,
1992-05,40.1,
1992-06,39.0,
1992-07,38.9,
1992-08,39.8,
1992-09,37.8,
1992-10,38.4,
1992-11,37.9,
1992-12,37.9,
1993-01,37.5,
1993-02,36.2,
1993-03,36.3,
1993-04,36.0,
1993-05,36.3,
1993-06,36.4,
1993-07,35.0,
1993-08,36.8,
1993-09,36.3,
1993-10,36.9,
1993-11,36.6,
1993-12,38.3,
1994-01,37.1,
1994-02,36.9,
1994-03,38.3,
1994-04,38.6,
1994-05,38.4,
1994-06,39.6,
1994-07,38.8,
1994-08,39.0,
1994-09,40.1,
1994-10,40.1,
1994-11,39.8,
1994-12,41.7,
1995-01,38.4,
1995-02,39.2,
1995-03,38.8,
1995-04,38.4,
1995-05,40.1,
1995-06,39.2,
1995-07,38.8,
1995-08,38.5,
1995-09,39.9,
1995-10,40.0,
1995-11,40.1,
1995-12,39.5,
1996-01,40.7,
1996-02,39.7,
1996-03,39.8,
1996-04,39.5,
1996-05,39.6,
1996-06,39.7,
1996-07,39.8,
1996-08,39.8,
1996-09,40.1,
1996-10,39.4,
1996-11,40.3,
1996-12,40.2,
1997-01,40.7,
1997-02,41.0,
1997-03,41.2,
1997-04,41.4,
1997-05,39.6,
1997-06,43.0,
1997-07,44.2,
1997-08,40.8,
1997-09,43.5,
1997-10,43.6,
1997-11,44.0,
1997-12,43.1,
1998-01,44.1,
1998-02,45.4,
1998-03,45.8,
1998-04,45.8,
1998-05,46.6,
1998-06,45.4,
1998-07,47.6,
1998-08,45.2,
1998-09,46.8,
1998-10,46.9,
1998-11,45.5,
1998-12,46.4,
1999-01,44.9,
1999-02,43.9,
1999-03,44.7,
1999-04,46.1,
1999-05,47.1,
1999-06,48.0,
1999-07,51.8,
1999-08,50.6,
1999-09,51.3,
1999-10,51.7,
1999-11,52.1,
1999-12,54.1,
2000-01,53.8,
2000-02,55.6,
2000-03,56.6,
2000-04,58.1,
2000-05,59.4,
2000-06,61.8,
2000-07,62.9,
2000-08,63.7,
2000-09,66.5,
2000-10,65.2,
2000-11,65.9,
2000-12,67.5,
2001-01,65.2,
2001-02,66.6,
2001-03,65.8,
2001-04,64.3,
2001-05,63.2,
2001-06,62.7,
2001-07,60.7,
2001-08,60.7,
2001-09,57.6,
2001-10,55.3,
2001-11,57.7,
2001-12,57.0,
2002-01,56.2,
2002-02,56.9,
2002-03,57.1,
2002-04,57.9,
2002-05,57.2,
2002-06,56.8,
2002-07,56.3,
2002-08,59.1,
2002-09,55.9,
2002-10,57.7,
2002-11,58.6,
2002-12,56.5,
2003-01,58.6,
2003-02,57.5,
2003-03,57.9,
2003-04,58.2,
2003-05,56.4,
2003-06,56.5,
2003-07,58.7,
2003-08,60.9,
2003-09,59.8,
2003-10,63.2,
2003-11,62.8,
2003-12,62.6,
2004-01,64.0,
2004-02,62.6,
2004-03,62.9,
2004-04,63.4,
2004-05,66.0,
2004-06,64.5,
2004-07,68.4,
2004-08,68.6,
2004-09,67.4,
2004-10,69.0,
2004-11,68.0,
2004-12,67.3,
2005-01,69.9,
2005-02,70.3,
2005-03,71.4,
2005-04,73.4,
2005-05,73.9,
2005-06,75.6,
2005-07,76.2,
2005-08,76.2,
2005-09,78.8,
2005-10,80.5,
2005-11,81.0,
2005-12,83.7,
2006-01,88.8,
2006-02,85.4,
2006-03,86.1,
2006-04,87.0,
2006-05,87.5,
2006-06,89.8,
2006-07,89.5,
2006-08,91.8,
2006-09,91.8,
2006-10,92.4,
2006-11,94.8,
2006-12,97.2,
2007-01,93.6,
2007-02,98.1,
2007-03,97.9,
2007-04,98.3,
2007-05,100.6,
2007-06,102.1,
2007-07,103.3,
2007-08,104.1,
2007-09,108.3,
2007-10,108.8,
2007-11,111.3,
2007-12,111.0,
2008-01,111.2,
2008-02,110.7,
2008-03,112.7,
2008-04,111.8,
2008-05,112.1,
2008-06,111.3,
2008-07,111.2,
2008-08,112.7,
2008-09,107.6,
2008-10,107.8,
2008-11,109.1,
2008-12,103.5,
2009-01,86.8,
2009-02,87.3,
2009-03,84.2,
2009-04,81.0,
2009-05,83.4,
2009-06,82.6,
2009-07,83.9,
2009-08,85.3,
2009-09,86.7,
2009-10,89.6,
