"",BBK01.OEAH67L,BBK01.OEAH67L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:27,
2002-01,42.632,
2002-04,41.510,
2002-07,42.019,
2002-10,43.624,
2003-01,43.795,
2003-04,43.493,
2003-07,43.444,
2003-10,44.312,
2004-01,44.284,
2004-04,44.115,
2004-07,44.239,
2004-10,45.248,
2005-01,48.547,
2005-04,48.244,
2005-07,47.727,
2005-10,48.197,
2006-01,47.949,
2006-04,47.930,
2006-07,47.635,
2006-10,47.745,
2007-01,46.808,
2007-04,45.426,
2007-07,43.536,
2007-10,42.253,
2008-01,40.238,
2008-04,38.918,
2008-07,37.635,
2008-10,38.423,
2009-01,39.584,
2009-04,41.302,
2009-07,43.761,
2009-10,46.088,
2010-01,47.635,
2010-04,45.094,
2010-07,45.049,
2010-10,45.956,
2011-01,46.382,
2011-04,44.431,
2011-07,43.991,
2011-10,43.960,
2012-01,43.942,
2012-04,43.458,
2012-07,42.819,
2012-10,42.652,
2013-01,42.166,
2013-04,41.862,
2013-07,41.690,
2013-10,42.082,
2014-01,41.578,
2014-04,41.009,
2014-07,40.885,
