"",BBK01.OUH049,BBK01.OUH049_FLAGS
"",Deposits and borrowing from other domestic households / Time deposits / Total / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:34:44,
1968-12,0.111,
1969-01,0.118,
1969-02,0.122,
1969-03,0.123,
1969-04,0.124,
1969-05,0.128,
1969-06,0.124,
1969-07,0.127,
1969-08,0.133,
1969-09,0.133,
1969-10,0.139,
1969-11,0.139,
1969-12,0.167,
1970-01,0.184,
1970-02,0.205,
1970-03,0.216,
1970-04,0.241,
1970-05,0.260,
1970-06,0.273,
1970-07,0.302,
1970-08,0.313,
1970-09,0.302,
1970-10,0.304,
1970-11,0.300,
1970-12,0.298,
1971-01,0.297,
1971-02,0.306,
1971-03,0.305,
1971-04,0.297,
1971-05,0.288,
1971-06,0.283,
1971-07,0.301,
1971-08,0.319,
1971-09,0.330,
1971-10,0.339,
1971-11,0.333,
1971-12,0.345,
1972-01,0.355,
1972-02,0.339,
1972-03,0.325,
1972-04,0.319,
1972-05,0.318,
1972-06,0.312,
1972-07,0.321,
1972-08,0.333,
1972-09,0.337,
1972-10,0.350,
1972-11,0.375,
1972-12,0.414,
1973-01,0.446,
1973-02,0.466,
1973-03,0.493,
1973-04,0.538,
1973-05,0.610,
1973-06,0.668,
1973-07,0.791,
1973-08,0.892,
1973-09,0.933,
1973-10,0.999,
1973-11,1.039,
1973-12,1.089,
1974-01,1.135,
1974-02,1.118,
1974-03,1.136,
1974-04,1.177,
1974-05,1.143,
1974-06,1.206,
1974-07,1.233,
1974-08,1.272,
1974-09,1.281,
1974-10,1.304,
1974-11,1.300,
1974-12,1.285,
1975-01,1.294,
1975-02,1.247,
1975-03,1.090,
1975-04,0.858,
1975-05,0.705,
1975-06,0.609,
1975-07,0.579,
1975-08,0.509,
1975-09,0.441,
1975-10,0.406,
1975-11,0.389,
1975-12,0.378,
1976-01,0.378,
1976-02,0.359,
1976-03,0.319,
1976-04,0.326,
1976-05,0.312,
1976-06,0.314,
1976-07,0.299,
1976-08,0.305,
1976-09,0.318,
1976-10,0.329,
1976-11,0.339,
1976-12,0.364,
1977-01,0.343,
1977-02,0.349,
1977-03,0.343,
1977-04,0.348,
1977-05,0.353,
1977-06,0.354,
1977-07,0.372,
1977-08,0.372,
1977-09,0.379,
1977-10,0.384,
1977-11,0.383,
1977-12,0.403,
1978-01,0.410,
1978-02,0.417,
1978-03,0.406,
1978-04,0.420,
1978-05,0.424,
1978-06,0.432,
1978-07,0.462,
1978-08,0.480,
1978-09,0.492,
1978-10,0.502,
1978-11,0.523,
1978-12,0.570,
1979-01,0.584,
1979-02,0.625,
1979-03,0.646,
1979-04,0.661,
1979-05,0.715,
1979-06,0.738,
1979-07,0.808,
1979-08,0.861,
1979-09,0.923,
1979-10,1.037,
1979-11,1.137,
1979-12,1.270,
1980-01,1.416,
1980-02,1.509,
1980-03,1.616,
1980-04,1.689,
1980-05,1.761,
1980-06,1.815,
1980-07,1.940,
1980-08,1.995,
1980-09,2.022,
1980-10,2.074,
1980-11,2.114,
1980-12,2.289,
1981-01,2.477,
1981-02,2.630,
1981-03,2.766,
1981-04,2.941,
1981-05,3.092,
1981-06,3.199,
1981-07,3.397,
1981-08,3.513,
1981-09,3.526,
1981-10,3.541,
1981-11,3.562,
1981-12,3.658,
1982-01,3.839,
1982-02,3.923,
1982-03,3.923,
1982-04,3.988,
1982-05,3.965,
1982-06,3.968,
1982-07,4.035,
1982-08,4.089,
1982-09,4.022,
1982-10,3.982,
1982-11,3.905,
1982-12,3.771,
1983-01,3.726,
1983-02,3.672,
1983-03,3.541,
1983-04,3.471,
1983-05,3.441,
1983-06,3.533,
1983-07,3.538,
1983-08,3.555,
1983-09,3.512,
1983-10,3.477,
1983-11,3.437,
1983-12,3.267,
1984-01,3.247,
1984-02,3.283,
1984-03,3.259,
1984-04,3.309,
1984-05,3.309,
1984-06,3.309,
1984-07,3.331,
1984-08,3.430,
1984-09,3.409,
1984-10,3.441,
1984-11,3.410,
1984-12,3.475,
1985-01,3.586,
1985-02,3.657,
1985-03,3.682,
1985-04,3.654,
1985-05,3.679,
1985-06,3.677,
1985-07,3.701,
1985-08,3.680,
1985-09,3.640,
1985-10,3.651,
1985-11,3.630,
1985-12,3.599,
1986-01,3.576,
1986-02,3.558,
1986-03,3.605,
1986-04,3.479,
1986-05,3.485,
1986-06,3.471,
1986-07,3.530,
1986-08,3.557,
1986-09,3.541,
1986-10,3.587,
1986-11,3.575,
1986-12,3.530,
1987-01,3.619,
1987-02,3.600,
1987-03,3.570,
1987-04,3.594,
1987-05,3.556,
1987-06,3.526,
1987-07,3.579,
1987-08,3.582,
1987-09,3.598,
1987-10,3.612,
1987-11,3.534,
1987-12,3.476,
1988-01,3.494,
1988-02,3.425,
1988-03,3.378,
1988-04,3.336,
1988-05,3.316,
1988-06,3.302,
1988-07,3.399,
1988-08,3.483,
1988-09,3.501,
1988-10,3.501,
1988-11,3.440,
1988-12,3.294,
1989-01,3.433,
1989-02,3.532,
1989-03,3.620,
1989-04,3.709,
1989-05,3.785,
1989-06,3.847,
1989-07,4.037,
1989-08,4.180,
1989-09,4.286,
1989-10,4.455,
1989-11,4.616,
1989-12,4.718,
1990-01,5.063,
1990-02,5.202,
1990-03,5.329,
1990-04,5.426,
1990-05,5.538,
1990-06,5.626,
1990-07,5.769,
1990-08,5.925,
1990-09,6.101,
1990-10,6.269,
1990-11,6.375,
1990-12,6.443,
1991-01,6.646,
1991-02,6.826,
1991-03,6.919,
1991-04,7.101,
1991-05,7.240,
1991-06,7.300,
1991-07,7.397,
1991-08,7.652,
1991-09,7.740,
1991-10,7.912,
1991-11,8.111,
1991-12,8.261,
1992-01,8.726,
1992-02,8.936,
1992-03,8.990,
1992-04,9.235,
1992-05,9.408,
1992-06,9.541,
1992-07,9.812,
1992-08,10.086,
1992-09,10.232,
1992-10,10.167,
1992-11,10.294,
1992-12,10.076,
1993-01,10.535,
1993-02,10.761,
1993-03,10.966,
1993-04,11.177,
1993-05,11.294,
1993-06,11.354,
1993-07,11.541,
1993-08,11.535,
1993-09,11.498,
1993-10,11.676,
1993-11,11.714,
1993-12,11.847,
1994-01,12.189,
1994-02,12.288,
1994-03,12.351,
1994-04,12.304,
1994-05,12.088,
1994-06,11.737,
1994-07,11.504,
1994-08,11.336,
1994-09,11.004,
1994-10,10.611,
1994-11,10.249,
1994-12,9.620,
1995-01,8.982,
1995-02,8.768,
1995-03,8.548,
1995-04,8.271,
1995-05,8.039,
1995-06,7.833,
1995-07,7.698,
1995-08,7.626,
1995-09,7.378,
1995-10,7.218,
1995-11,7.008,
1995-12,6.648,
1996-01,6.609,
1996-02,6.472,
1996-03,6.312,
1996-04,6.148,
1996-05,6.044,
1996-06,5.931,
1996-07,5.834,
1996-08,5.772,
1996-09,5.686,
1996-10,5.543,
1996-11,5.346,
1996-12,5.077,
1997-01,5.069,
1997-02,4.994,
1997-03,4.912,
1997-04,4.889,
1997-05,4.865,
1997-06,4.823,
1997-07,4.796,
1997-08,4.810,
1997-09,4.792,
1997-10,4.753,
1997-11,4.820,
1997-12,4.695,
1998-01,4.804,
1998-02,4.793,
1998-03,4.691,
1998-04,4.678,
1998-05,4.702,
1998-06,4.686,
1998-07,4.793,
1998-08,4.785,
1998-09,4.792,
1998-10,4.869,
1998-11,4.842,
1998-12,4.898,
1999-01,4.755,
1999-02,4.757,
1999-03,4.814,
1999-04,4.688,
1999-05,4.565,
1999-06,4.523,
1999-07,4.497,
1999-08,4.490,
1999-09,4.434,
1999-10,4.445,
1999-11,4.426,
1999-12,4.316,
2000-01,4.250,
2000-02,4.244,
2000-03,4.143,
2000-04,4.105,
2000-05,4.143,
2000-06,4.164,
2000-07,4.343,
2000-08,4.437,
2000-09,4.453,
2000-10,4.482,
2000-11,4.488,
2000-12,4.439,
2001-01,4.614,
2001-02,4.701,
2001-03,4.777,
2001-04,4.860,
2001-05,4.952,
2001-06,4.996,
2001-07,5.093,
2001-08,5.200,
2001-09,5.231,
2001-10,5.286,
2001-11,5.215,
2001-12,5.138,
2002-01,5.135,
2002-02,5.098,
2002-03,5.023,
2002-04,4.965,
2002-05,4.941,
2002-06,4.892,
2002-07,4.894,
2002-08,4.906,
2002-09,5.491,
2002-10,5.550,
2002-11,5.616,
2002-12,5.486,
2003-01,5.550,
2003-02,5.412,
2003-03,5.310,
2003-04,5.286,
2003-05,5.274,
2003-06,5.126,
2003-07,5.088,
2003-08,5.018,
2003-09,4.929,
2003-10,4.830,
2003-11,4.708,
2003-12,4.550,
2004-01,4.410,
2004-02,4.415,
2004-03,4.374,
2004-04,4.254,
2004-05,4.150,
2004-06,3.907,
2004-07,3.854,
2004-08,3.889,
2004-09,3.833,
2004-10,3.793,
2004-11,3.616,
2004-12,3.546,
2005-01,3.420,
2005-02,3.402,
2005-03,3.245,
