"",BBK01.CEF406,BBK01.CEF406_FLAGS
"",Loans                  debtor: Total                                                                  creditor: Money market funds,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:03,
1999-01,2756.2,
1999-04,2798.8,
1999-07,2832.7,
1999-10,2893.9,
2000-01,2935.9,
2000-04,2954.2,
2000-07,2992.9,
2000-10,3028.3,
2001-01,3089.8,
2001-04,3095.4,
2001-07,3094.5,
2001-10,3126.4,
2002-01,3134.8,
2002-04,3103.1,
2002-07,3112.8,
2002-10,3095.2,
2003-01,3109.0,
2003-04,3098.3,
2003-07,3098.9,
2003-10,3096.0,
2004-01,3110.3,
2004-04,3085.8,
2004-07,3099.4,
2004-10,3082.7,
2005-01,3082.7,
2005-04,3094.7,
2005-07,3109.3,
2005-10,3091.9,
2006-01,3123.8,
2006-04,3131.3,
2006-07,3156.1,
2006-10,3113.0,
2007-01,3148.3,
2007-04,3164.8,
2007-07,3191.2,
2007-10,3200.1,
2008-01,3272.0,
2008-04,3285.0,
2008-07,3344.6,
2008-10,3303.7,
2009-01,3308.5,
2009-04,3307.8,
2009-07,3276.5,
2009-10,3241.2,
2010-01,3239.9,
2010-04,3302.6,
2010-07,3252.1,
2010-10,3283.8,
2011-01,3255.5,
2011-04,3253.9,
2011-07,3301.2,
2011-10,3303.1,
2012-01,3321.2,
2012-04,3334.5,
2012-07,3351.0,
2012-10,3298.4,
2013-01,3316.2,
2013-04,3307.7,
2013-07,3180.1,
2013-10,3169.8,
2014-01,3156.7,
2014-04,3169.6,
2014-07,3186.1,
