"",BBK01.OEAH67G,BBK01.OEAH67G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:30,
2002-01,110.528,
2002-04,109.426,
2002-07,109.694,
2002-10,114.646,
2003-01,116.527,
2003-04,116.504,
2003-07,117.253,
2003-10,121.162,
2004-01,122.897,
2004-04,123.162,
2004-07,123.475,
2004-10,126.494,
2005-01,96.044,
2005-04,95.814,
2005-07,95.164,
2005-10,96.000,
2006-01,95.459,
2006-04,94.368,
2006-07,93.226,
2006-10,92.900,
2007-01,91.490,
2007-04,89.127,
2007-07,86.956,
2007-10,86.833,
2008-01,84.294,
2008-04,82.067,
2008-07,79.567,
2008-10,81.527,
2009-01,83.832,
2009-04,85.762,
2009-07,89.121,
2009-10,94.455,
2010-01,97.177,
2010-04,97.577,
2010-07,98.108,
2010-10,100.297,
2011-01,101.857,
2011-04,101.355,
2011-07,100.854,
2011-10,101.135,
2012-01,101.546,
2012-04,100.863,
2012-07,100.657,
2012-10,101.460,
2013-01,101.052,
2013-04,100.170,
2013-07,100.208,
2013-10,101.274,
2014-01,101.607,
2014-04,100.886,
2014-07,101.641,
