"",BBK01.OUD108,BBK01.OUD108_FLAGS
"",Domestic securities / Shares (including participation certificates) / Issued by banks (MFIs) / Regional banks and other commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:50:58,
1968-12,0.050,
1969-01,0.056,
1969-02,0.058,
1969-03,0.060,
1969-04,0.062,
1969-05,0.071,
1969-06,0.124,
1969-07,0.084,
1969-08,0.064,
1969-09,0.064,
1969-10,0.082,
1969-11,0.064,
1969-12,0.061,
1970-01,0.062,
1970-02,0.070,
1970-03,0.069,
1970-04,0.062,
1970-05,0.062,
1970-06,0.061,
1970-07,0.062,
1970-08,0.062,
1970-09,0.060,
1970-10,0.059,
1970-11,0.082,
1970-12,0.041,
1971-01,0.042,
1971-02,0.042,
1971-03,0.037,
1971-04,0.040,
1971-05,0.054,
1971-06,0.042,
1971-07,0.041,
1971-08,0.043,
1971-09,0.069,
1971-10,0.043,
1971-11,0.043,
1971-12,0.047,
1972-01,0.037,
1972-02,0.038,
1972-03,0.037,
1972-04,0.037,
1972-05,0.046,
1972-06,0.058,
1972-07,0.073,
1972-08,0.049,
1972-09,0.039,
1972-10,0.044,
1972-11,0.044,
1972-12,0.092,
1973-01,0.046,
1973-02,0.046,
1973-03,0.045,
1973-04,0.044,
1973-05,0.084,
1973-06,0.051,
1973-07,0.049,
1973-08,0.055,
1973-09,0.054,
1973-10,0.058,
1973-11,0.054,
1973-12,0.060,
1974-01,0.062,
1974-02,0.054,
1974-03,0.058,
1974-04,0.062,
1974-05,0.075,
1974-06,0.168,
1974-07,0.083,
1974-08,0.083,
1974-09,0.085,
1974-10,0.078,
1974-11,0.070,
1974-12,0.063,
1975-01,0.065,
1975-02,0.126,
1975-03,0.047,
1975-04,0.058,
1975-05,0.142,
1975-06,0.056,
1975-07,0.057,
1975-08,0.070,
1975-09,0.056,
1975-10,0.058,
1975-11,0.076,
1975-12,0.060,
1976-01,0.055,
1976-02,0.057,
1976-03,0.271,
1976-04,0.092,
1976-05,0.079,
1976-06,0.078,
1976-07,0.077,
1976-08,0.105,
1976-09,0.073,
1976-10,0.074,
1976-11,0.077,
1976-12,0.095,
1977-01,0.088,
1977-02,0.086,
1977-03,0.085,
1977-04,0.076,
1977-05,0.076,
1977-06,0.077,
1977-07,0.077,
1977-08,0.082,
1977-09,0.075,
1977-10,0.097,
1977-11,0.147,
1977-12,0.174,
1978-01,0.123,
1978-02,0.104,
1978-03,0.152,
1978-04,0.155,
1978-05,0.158,
1978-06,0.160,
1978-07,0.211,
1978-08,0.157,
1978-09,0.178,
1978-10,0.175,
1978-11,0.183,
1978-12,0.193,
1979-01,0.164,
1979-02,0.163,
1979-03,0.163,
1979-04,0.166,
1979-05,0.165,
1979-06,0.171,
1979-07,0.176,
1979-08,0.176,
1979-09,0.223,
1979-10,0.209,
1979-11,0.165,
1979-12,0.235,
1980-01,0.138,
1980-02,0.130,
1980-03,0.132,
1980-04,0.132,
1980-05,0.131,
1980-06,0.138,
1980-07,0.138,
1980-08,0.140,
1980-09,0.140,
1980-10,0.143,
1980-11,0.165,
1980-12,0.159,
1981-01,0.130,
1981-02,0.268,
1981-03,0.182,
1981-04,0.267,
1981-05,0.155,
1981-06,0.152,
1981-07,0.151,
1981-08,0.148,
1981-09,0.153,
1981-10,0.149,
1981-11,0.149,
1981-12,0.130,
1982-01,0.123,
1982-02,0.123,
1982-03,0.128,
1982-04,0.128,
1982-05,0.126,
1982-06,0.127,
1982-07,0.125,
1982-08,0.127,
1982-09,0.126,
1982-10,0.217,
1982-11,0.138,
1982-12,0.134,
1983-01,0.130,
1983-02,0.131,
1983-03,0.132,
1983-04,0.142,
1983-05,0.134,
1983-06,0.144,
1983-07,0.133,
1983-08,0.128,
1983-09,0.126,
1983-10,0.131,
1983-11,0.159,
1983-12,0.151,
1984-01,0.134,
1984-02,0.148,
1984-03,0.198,
1984-04,0.218,
1984-05,0.142,
1984-06,0.134,
1984-07,0.122,
1984-08,0.123,
1984-09,0.132,
1984-10,0.127,
1984-11,0.138,
1984-12,0.148,
1985-01,0.113,
1985-02,0.410,
1985-03,0.198,
1985-04,0.203,
1985-05,0.135,
1985-06,0.133,
1985-07,0.133,
1985-08,0.114,
1985-09,0.128,
1985-10,0.292,
1985-11,0.169,
1985-12,0.144,
1986-01,0.743,
1986-02,0.592,
1986-03,0.223,
1986-04,0.207,
1986-05,0.251,
1986-06,0.187,
1986-07,0.184,
1986-08,0.184,
1986-09,0.173,
1986-10,0.151,
1986-11,0.164,
1986-12,0.188,
1987-01,0.174,
1987-02,0.169,
1987-03,0.170,
1987-04,0.178,
