"",BBK01.QUY120,BBK01.QUY120_FLAGS
"",Consolidated German banks: Loans and advances to non- residents with a residual maturity of up to one year / Qatar / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:38:46,
2002-03,0.243,
2002-04,0.147,
2002-05,0.180,
2002-06,0.191,
2002-07,0.303,
2002-08,0.175,
2002-09,0.120,
2002-10,0.138,
2002-11,0.165,
2002-12,0.142,
2003-01,0.134,
2003-02,0.143,
2003-03,0.122,
2003-04,0.104,
2003-05,0.167,
2003-06,0.133,
2003-07,0.124,
2003-08,0.153,
2003-09,0.079,
2003-10,0.056,
2003-11,0.066,
2003-12,0.068,
2004-01,0.063,
2004-02,0.094,
2004-03,0.073,
2004-04,0.072,
2004-05,0.079,
2004-06,0.074,
2004-07,0.073,
2004-08,0.071,
2004-09,0.068,
2004-10,0.089,
2004-11,0.070,
2004-12,0.078,
2005-01,0.062,
2005-02,0.061,
2005-03,0.062,
2005-04,0.074,
2005-05,0.115,
2005-06,0.126,
2005-07,0.132,
2005-08,0.139,
2005-09,0.146,
2005-10,0.150,
2005-11,0.136,
2005-12,0.132,
2006-01,0.104,
2006-02,0.110,
2006-03,0.177,
2006-04,0.166,
2006-05,0.130,
2006-06,0.131,
2006-07,0.128,
2006-08,0.153,
2006-09,0.124,
2006-10,0.117,
2006-11,0.156,
2006-12,0.152,
2007-01,0.108,
2007-02,0.136,
2007-03,0.253,
2007-04,0.280,
2007-05,0.197,
2007-06,0.277,
2007-07,0.450,
2007-08,0.495,
2007-09,0.549,
2007-10,0.784,
2007-11,0.917,
2007-12,1.008,
2008-01,0.844,
2008-02,0.909,
2008-03,0.929,
2008-04,1.102,
2008-05,1.044,
2008-06,1.222,
2008-07,0.886,
2008-08,0.748,
2008-09,0.756,
2008-10,0.831,
2008-11,0.793,
2008-12,0.597,
2009-01,0.757,
2009-02,0.694,
2009-03,0.537,
2009-04,0.526,
2009-05,0.492,
2009-06,0.467,
2009-07,0.401,
2009-08,0.328,
2009-09,0.290,
2009-10,0.391,
2009-11,0.288,
2009-12,0.296,
2010-01,0.311,
2010-02,0.366,
2010-03,0.304,
2010-04,0.605,
2010-05,0.336,
2010-06,0.150,
2010-07,0.187,
2010-08,0.247,
2010-09,0.183,
2010-10,0.167,
2010-11,0.175,
2010-12,0.215,
2011-01,0.256,
2011-02,0.363,
2011-03,0.314,
2011-04,0.518,
2011-05,0.838,
2011-06,0.375,
2011-07,0.552,
2011-08,0.723,
2011-09,0.692,
2011-10,0.700,
2011-11,0.869,
2011-12,0.924,
2012-01,0.785,
2012-02,0.704,
2012-03,0.938,
2012-04,0.756,
2012-05,0.749,
2012-06,0.689,
2012-07,0.507,
2012-08,0.353,
2012-09,0.289,
2012-10,0.236,
2012-11,0.253,
2012-12,0.226,
2013-01,0.192,
2013-02,0.306,
2013-03,0.767,
2013-04,0.430,
2013-05,0.752,
2013-06,0.919,
2013-07,0.828,
2013-08,0.640,
2013-09,0.948,
2013-10,0.650,
2013-11,0.451,
2013-12,0.399,
2014-01,0.549,
2014-02,0.339,
2014-03,0.477,
2014-04,0.453,
2014-05,0.569,
2014-06,0.618,
2014-07,0.594,
2014-08,0.518,
2014-09,0.638,
2014-10,0.541,
