"",BBK01.PC3701,BBK01.PC3701_FLAGS
"",Other housing loans to domestic enterprises and resident individuals / Medium-term / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:21:42,
1985-10,0.102,
1986-01,0.079,
1986-04,0.069,
1986-07,0.060,
1986-10,0.040,
1987-01,0.061,
1987-04,0.058,
1987-07,0.057,
1987-10,0.059,
1988-01,0.062,
1988-04,0.085,
1988-07,0.086,
1988-10,0.061,
1989-01,0.055,
1989-04,0.058,
1989-07,0.038,
1989-10,0.039,
1990-01,0.061,
1990-04,0.061,
1990-07,0.061,
1990-10,0.062,
1991-01,0.049,
1991-04,0.060,
1991-07,0.056,
1991-10,0.065,
1992-01,0.064,
1992-04,0.061,
1992-07,0.070,
1992-10,0.253,
1993-01,0.242,
1993-04,0.263,
1993-07,0.311,
1993-10,0.274,
1994-01,0.216,
1994-04,0.189,
1994-07,0.214,
1994-10,0.231,
1995-01,0.258,
1995-04,0.251,
1995-07,0.254,
1995-10,0.260,
1996-01,0.257,
1996-04,0.243,
1996-07,0.250,
1996-10,0.247,
1997-01,0.223,
1997-04,0.195,
1997-07,0.172,
1997-10,0.159,
1998-01,0.149,
1998-04,0.155,
1998-07,0.155,
1998-10,0.128,
1999-01,0.362,
1999-04,0.378,
1999-07,0.365,
1999-10,0.332,
2000-01,0.305,
2000-04,0.275,
2000-07,0.421,
2000-10,0.378,
2001-01,0.347,
2001-04,0.315,
2001-07,0.278,
2001-10,0.254,
2002-01,0.238,
2002-04,0.273,
2002-07,0.301,
2002-10,0.327,
2003-01,0.264,
2003-04,0.234,
2003-07,0.246,
2003-10,0.197,
2004-01,0.395,
2004-04,0.404,
2004-07,0.493,
2004-10,0.610,
2005-01,0.728,
2005-04,0.726,
2005-07,0.763,
2005-10,1.005,
2006-01,1.200,
2006-04,1.275,
2006-07,1.342,
2006-10,1.353,
2007-01,1.379,
2007-04,1.133,
2007-07,1.158,
2007-10,1.206,
2008-01,1.399,
2008-04,1.503,
2008-07,1.601,
2008-10,1.410,
2009-01,2.861,
2009-04,2.751,
2009-07,2.865,
2009-10,2.705,
2010-01,2.740,
2010-04,2.809,
2010-07,2.859,
2010-10,2.854,
2011-01,2.814,
2011-04,2.822,
2011-07,2.841,
2011-10,3.359,
2012-01,3.412,
2012-04,3.386,
2012-07,3.221,
2012-10,3.126,
2013-01,2.957,
2013-04,3.108,
2013-07,2.752,
2013-10,2.676,
2014-01,2.636,
2014-04,2.637,
2014-07,2.644,
2014-10,2.711,
