"",BBK01.TUD447,BBK01.TUD447_FLAGS
"",Debt securities issued / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:33,
1980-01,197642,
1980-02,199029,
1980-03,202802,
1980-04,206074,
1980-05,208070,
1980-06,209197,
1980-07,211138,
1980-08,211558,
1980-09,212917,
1980-10,213979,
1980-11,216554,
1980-12,216386,
1981-01,220290,
1981-02,223707,
1981-03,230414,
1981-04,232712,
1981-05,236272,
1981-06,240079,
1981-07,243758,
1981-08,246323,
1981-09,250145,
1981-10,251858,
1981-11,254452,
1981-12,253587,
1982-01,259619,
1982-02,261074,
1982-03,265260,
1982-04,263698,
1982-05,265580,
1982-06,266278,
1982-07,268071,
1982-08,270080,
1982-09,271836,
1982-10,274937,
1982-11,277910,
1982-12,280101,
1983-01,285855,
1983-02,286764,
1983-03,288922,
1983-04,291014,
1983-05,295383,
1983-06,298378,
1983-07,299652,
1983-08,300620,
1983-09,302636,
1983-10,305339,
1983-11,308134,
1983-12,308767,
1984-01,314096,
1984-02,316136,
1984-03,317391,
1984-04,317804,
1984-05,319649,
1984-06,319052,
1984-07,320821,
1984-08,323250,
1984-09,325651,
1984-10,327483,
1984-11,330435,
1984-12,328443,
1985-01,333893,
1985-02,336274,
1985-03,338652,
1985-04,336527,
1985-05,338726,
1985-06,339835,
1985-07,342948,
1985-08,344083,
1985-09,344857,
1985-10,344892,
1985-11,348081,
1985-12,347326,
1986-01,353086,
1986-02,355686,
1986-03,357483,
1986-04,357439,
1986-05,358630,
1986-06,358262,
1986-07,360699,
1986-08,363430,
1986-09,364013,
1986-10,363307,
1986-11,364798,
1986-12,362606,
1987-01,368591,
1987-02,369665,
1987-03,370826,
1987-04,369697,
1987-05,374403,
1987-06,374357,
1987-07,374520,
1987-08,376430,
1987-09,378376,
1987-10,377561,
1987-11,379992,
1987-12,377559,
1988-01,379605,
1988-02,378729,
1988-03,376878,
1988-04,375922,
1988-05,377431,
1988-06,376513,
1988-07,375135,
1988-08,376072,
1988-09,375796,
1988-10,377825,
1988-11,378664,
1988-12,372436,
1989-01,374309,
1989-02,375236,
1989-03,375721,
1989-04,376147,
1989-05,379822,
1989-06,382022,
1989-07,385323,
1989-08,386266,
1989-09,388747,
1989-10,394347,
1989-11,400146,
1989-12,399848,
1990-01,410090,
1990-02,416031,
1990-03,421053,
1990-04,423932,
1990-05,427298,
1990-06,426827,
1990-07,429567,
1990-08,434684,
1990-09,443946,
1990-10,458423,
1990-11,467697,
1990-12,470918,
1991-01,481949,
1991-02,489898,
1991-03,494415,
1991-04,501334,
1991-05,507233,
1991-06,511336,
1991-07,516984,
1991-08,522112,
1991-09,526954,
1991-10,533261,
1991-11,540563,
1991-12,541532,
1992-01,553610,
1992-02,558806,
1992-03,563480,
1992-04,566482,
1992-05,569854,
1992-06,572063,
1992-07,577154,
1992-08,583100,
1992-09,589879,
1992-10,598769,
1992-11,605849,
1992-12,600834,
1993-01,610775,
1993-02,618884,
1993-03,626221,
1993-04,626934,
1993-05,632764,
1993-06,638041,
1993-07,648154,
1993-08,656636,
1993-09,659659,
1993-10,671652,
1993-11,680968,
1993-12,678816,
1994-01,689454,
1994-02,694280,
1994-03,692734,
1994-04,694475,
1994-05,698704,
1994-06,703705,
1994-07,712140,
1994-08,718448,
1994-09,720313,
1994-10,725250,
1994-11,731046,
1994-12,736857,
1995-01,742913,
1995-02,746102,
1995-03,748930,
1995-04,753943,
1995-05,762064,
1995-06,767891,
1995-07,775284,
1995-08,786578,
1995-09,795263,
1995-10,804617,
1995-11,817198,
1995-12,822193,
1996-01,842685,
1996-02,853170,
1996-03,859583,
1996-04,867072,
1996-05,876196,
1996-06,879888,
1996-07,884971,
1996-08,890972,
1996-09,902905,
1996-10,910184,
1996-11,923369,
1996-12,922538,
1997-01,935376,
1997-02,950020,
1997-03,965559,
1997-04,972794,
1997-05,980032,
1997-06,990788,
1997-07,1007229,
1997-08,1012396,
1997-09,1017319,
1997-10,1020546,
1997-11,1027679,
1997-12,1021727,
1998-01,1036604,
1998-02,1053975,
1998-03,1063715,
1998-04,1076360,
1998-05,1084696,
1998-06,1096040,
1998-07,1118635,
1998-08,1128936,
1998-09,1137268,
1998-10,1142249,
1998-11,1155503,
1998-12,1149459,
1999-01,1167294,
1999-02,1186215,
1999-03,1202018,
1999-04,1228438,
1999-05,1243145,
1999-06,1252123,
1999-07,1256227,
1999-08,1270051,
1999-09,1297549,
1999-10,1309032,
1999-11,1331743,
1999-12,1323623,
2000-01,1320211,
2000-02,1333944,
2000-03,1347536,
2000-04,1368874,
2000-05,1388729,
2000-06,1392220,
2000-07,1415709,
2000-08,1426245,
2000-09,1426973,
2000-10,1436937,
2000-11,1425895,
2000-12,1417138,
2001-01,1434539,
2001-02,1450156,
2001-03,1457812,
2001-04,1460259,
2001-05,1466235,
2001-06,1467981,
2001-07,1473144,
2001-08,1468068,
2001-09,1471140,
2001-10,1473134,
2001-11,1448532,
2001-12,1445391,
2002-01,1450465,
2002-02,1462822,
2002-03,1479380,
2002-04,1478175,
2002-05,1480581,
2002-06,1472577,
2002-07,1471613,
2002-08,1489387,
2002-09,1490167,
2002-10,1485910,
2002-11,1496833,
2002-12,1468206,
2003-01,1461095,
2003-02,1468369,
2003-03,1467814,
2003-04,1468636,
2003-05,1463311,
2003-06,1469995,
2003-07,1482794,
2003-08,1479975,
2003-09,1485489,
2003-10,1494083,
2003-11,1502710,
2003-12,1486932,
2004-01,1493948,
2004-02,1503693,
2004-03,1532327,
2004-04,1549009,
2004-05,1559814,
2004-06,1554201,
2004-07,1558686,
2004-08,1562886,
2004-09,1574982,
2004-10,1569638,
2004-11,1569601,
2004-12,1554754,
2005-01,1559896,
2005-02,1570360,
2005-03,1585301,
2005-04,1606502,
2005-05,1614210,
2005-06,1637098,
2005-07,1640056,
2005-08,1639647,
2005-09,1637053,
2005-10,1633981,
2005-11,1631212,
2005-12,1611925,
2006-01,1617390,
2006-02,1630911,
2006-03,1632133,
2006-04,1623920,
2006-05,1632947,
2006-06,1641113,
2006-07,1641654,
2006-08,1638109,
2006-09,1639591,
2006-10,1644555,
2006-11,1641687,
2006-12,1636731,
2007-01,1653829,
2007-02,1657319,
2007-03,1659713,
2007-04,1657721,
2007-05,1666273,
2007-06,1670395,
2007-07,1673187,
2007-08,1665480,
2007-09,1651546,
2007-10,1664426,
2007-11,1658857,
2007-12,1637606,
2008-01,1644108,
2008-02,1631899,
2008-03,1622325,
2008-04,1628185,
2008-05,1629909,
2008-06,1641376,
2008-07,1644801,
2008-08,1655801,
2008-09,1642195,
2008-10,1637021,
2008-11,1655868,
2008-12,1609937,
2009-01,1614564,
2009-02,1604906,
2009-03,1580157,
2009-04,1578971,
2009-05,1574157,
2009-06,1570984,
2009-07,1565892,
2009-08,1570265,
2009-09,1543331,
2009-10,1530564,
2009-11,1518791,
2009-12,1500543,
2010-01,1503188,
2010-02,1496545,
2010-03,1503197,
2010-04,1501907,
2010-05,1503394,
2010-06,1487228,
2010-07,1448484,
2010-08,1457645,
2010-09,1440289,
2010-10,1407372,
2010-11,1423576,
2010-12,1407804,
2011-01,1400751,
2011-02,1395953,
2011-03,1373357,
2011-04,1364050,
2011-05,1368356,
2011-06,1360090,
2011-07,1356958,
2011-08,1352813,
2011-09,1352449,
2011-10,1341665,
2011-11,1348360,
2011-12,1345698,
2012-01,1311132,
2012-02,1316923,
2012-03,1305666,
2012-04,1303723,
2012-05,1304149,
2012-06,1291653,
2012-07,1295983,
2012-08,1285567,
2012-09,1277184,
2012-10,1264558,
2012-11,1255182,
2012-12,1233087,
2013-01,1212372,
2013-02,1215896,
2013-03,1201471,
2013-04,1192513,
