"",BBK01.RU5757,BBK01.RU5757_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Paraguay / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:22:00,
1982-06,0.015,
1982-07,0.015,
1982-08,0.016,
1982-09,0.017,
1982-10,0.014,
1982-11,0.014,
1982-12,0.016,
1983-01,0.024,
1983-02,0.019,
1983-03,0.016,
1983-04,0.017,
1983-05,0.017,
1983-06,0.020,
1983-07,0.020,
1983-08,0.020,
1983-09,0.021,
1983-10,0.019,
1983-11,0.018,
1983-12,0.017,
1984-01,0.017,
1984-02,0.018,
1984-03,0.017,
1984-04,0.021,
1984-05,0.020,
1984-06,0.019,
1984-07,0.021,
1984-08,0.021,
1984-09,0.024,
1984-10,0.023,
1984-11,0.021,
1984-12,0.024,
1985-01,0.022,
1985-02,0.022,
1985-03,0.022,
1985-04,0.023,
1985-05,0.021,
1985-06,0.024,
1985-07,0.024,
1985-08,0.026,
1985-09,0.036,
1985-10,0.029,
1985-11,0.029,
1985-12,0.028,
1986-01,0.026,
1986-02,0.025,
1986-03,0.027,
1986-04,0.025,
1986-05,0.026,
1986-06,0.025,
1986-07,0.029,
1986-08,0.030,
1986-09,0.030,
1986-10,0.032,
1986-11,0.029,
1986-12,0.027,
1987-01,0.029,
1987-02,0.046,
1987-03,0.030,
1987-04,0.029,
1987-05,0.038,
1987-06,0.032,
1987-07,0.032,
1987-08,0.032,
1987-09,0.036,
1987-10,0.035,
1987-11,0.036,
1987-12,0.035,
1988-01,0.035,
1988-02,0.036,
1988-03,0.032,
1988-04,0.033,
1988-05,0.038,
1988-06,0.033,
1988-07,0.032,
1988-08,0.030,
1988-09,0.038,
1988-10,0.037,
1988-11,0.041,
1988-12,0.030,
1989-01,0.042,
1989-02,0.037,
1989-03,0.029,
1989-04,0.035,
1989-05,0.069,
1989-06,0.058,
1989-07,0.048,
1989-08,0.033,
1989-09,0.054,
1989-10,0.055,
1989-11,0.041,
1989-12,0.024,
1990-01,0.028,
1990-02,0.029,
1990-03,0.032,
1990-04,0.033,
1990-05,0.059,
1990-06,0.068,
1990-07,0.065,
1990-08,0.080,
1990-09,0.080,
1990-10,0.074,
1990-11,0.061,
1990-12,0.059,
1991-01,0.062,
1991-02,0.049,
1991-03,0.048,
1991-04,0.041,
1991-05,0.028,
1991-06,0.037,
1991-07,0.031,
1991-08,0.030,
1991-09,0.030,
1991-10,0.030,
1991-11,0.031,
1991-12,0.028,
1992-01,0.025,
1992-02,0.027,
1992-03,0.026,
1992-04,0.029,
1992-05,0.028,
1992-06,0.028,
1992-07,0.024,
1992-08,0.044,
1992-09,0.030,
1992-10,0.033,
1992-11,0.031,
1992-12,0.029,
1993-01,0.030,
1993-02,0.029,
1993-03,0.031,
1993-04,0.032,
1993-05,0.032,
1993-06,0.035,
1993-07,0.035,
1993-08,0.033,
1993-09,0.033,
