"",BBK01.RU5731,BBK01.RU5731_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Bahamas / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:19:23,
1982-06,1.049,
1982-07,1.070,
1982-08,1.153,
1982-09,0.992,
1982-10,1.279,
1982-11,1.281,
1982-12,1.761,
1983-01,1.396,
1983-02,1.640,
1983-03,1.833,
1983-04,1.732,
1983-05,1.801,
1983-06,1.674,
1983-07,1.976,
1983-08,1.839,
1983-09,1.889,
1983-10,1.790,
1983-11,1.780,
1983-12,2.026,
1984-01,2.001,
1984-02,1.965,
1984-03,2.090,
1984-04,2.100,
1984-05,2.079,
1984-06,2.119,
1984-07,1.858,
1984-08,1.737,
1984-09,1.981,
1984-10,2.006,
1984-11,1.809,
1984-12,1.852,
1985-01,1.824,
1985-02,1.882,
1985-03,1.848,
1985-04,1.786,
1985-05,1.982,
1985-06,1.841,
1985-07,1.655,
1985-08,1.556,
1985-09,1.774,
1985-10,1.672,
1985-11,1.692,
1985-12,1.534,
1986-01,1.469,
1986-02,1.612,
1986-03,1.462,
1986-04,1.553,
1986-05,1.479,
1986-06,1.449,
1986-07,1.294,
1986-08,1.388,
1986-09,1.424,
1986-10,0.995,
1986-11,0.864,
1986-12,1.159,
1987-01,0.978,
1987-02,1.025,
1987-03,1.030,
1987-04,1.550,
1987-05,0.855,
1987-06,0.971,
1987-07,1.068,
1987-08,1.160,
1987-09,0.941,
1987-10,0.762,
1987-11,0.718,
1987-12,0.799,
1988-01,0.684,
1988-02,0.904,
1988-03,0.882,
1988-04,0.907,
1988-05,0.970,
1988-06,1.428,
1988-07,1.438,
1988-08,1.278,
1988-09,1.623,
1988-10,1.017,
1988-11,1.095,
1988-12,1.261,
1989-01,1.201,
1989-02,1.217,
1989-03,1.254,
1989-04,1.337,
1989-05,1.343,
1989-06,1.323,
1989-07,1.353,
1989-08,1.484,
1989-09,1.483,
1989-10,1.398,
1989-11,1.403,
1989-12,1.269,
1990-01,1.328,
1990-02,1.456,
1990-03,1.615,
1990-04,1.673,
1990-05,1.831,
1990-06,1.865,
1990-07,1.921,
1990-08,2.164,
1990-09,2.266,
1990-10,2.121,
1990-11,2.070,
1990-12,1.812,
1991-01,2.273,
1991-02,2.268,
1991-03,2.240,
1991-04,2.215,
1991-05,2.459,
1991-06,2.415,
1991-07,2.454,
1991-08,2.786,
1991-09,2.891,
1991-10,3.037,
1991-11,2.964,
1991-12,2.639,
1992-01,2.819,
