"",BBFB1.Q.N.DE.W1.S1.S1.T.A.FA___OWR._T.F._Z._T._X.N,BBFB1.Q.N.DE.W1.S1.S1.T.A.FA___OWR._T.F._Z._T._X.N_FLAGS
"",Financial account (excl. Reserve assets) / Net domestic investment abroad / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:39:55,
1991-01,20834.295,
1991-04,4348.289,
1991-07,5292.204,
1991-10,22861.252,
1992-01,5589.295,
1992-04,4987.763,
1992-07,2426.595,
1992-10,43450.463,
1993-01,51562.391,
1993-04,34926.439,
1993-07,11105.741,
1993-10,50421.998,
1994-01,-3255.282,
1994-04,-6934.162,
1994-07,13099.542,
1994-10,45159.025,
1995-01,16600.756,
1995-04,36408.328,
1995-07,16040.317,
1995-10,18832.586,
1996-01,19204.934,
1996-04,19699.163,
1996-07,6765.297,
1996-10,60923.677,
1997-01,65035.913,
1997-04,47646.147,
1997-07,37064.357,
1997-10,54472.728,
1998-01,92918.235,
1998-04,81938.788,
1998-07,27467.483,
1998-10,98692.529,
1999-01,126193.192,
1999-04,73830.541,
1999-07,69316.309,
1999-10,108645.962,
2000-01,165694.482,
2000-04,98273.576,
2000-07,105316.569,
2000-10,36071.090,
2001-01,161608.458,
2001-04,66555.713,
2001-07,54393.819,
2001-10,29193.390,
2002-01,53057.297,
2002-04,82376.998,
2002-07,94020.020,
2002-10,21927.085,
2003-01,120631.825,
2003-04,84220.477,
2003-07,3104.065,
2003-10,36262.347,
2004-01,91151.129,
2004-04,19628.688,
2004-07,106775.711,
2004-10,49228.116,
2005-01,166399.262,
2005-04,109335.941,
2005-07,68899.583,
2005-10,66540.337,
2006-01,187341.407,
2006-04,101704.053,
2006-07,82309.569,
2006-10,119119.905,
2007-01,179313.624,
2007-04,222018.621,
2007-07,154023.143,
2007-10,119275.828,
2008-01,219773.248,
2008-04,63486.072,
2008-07,77227.927,
2008-10,-149339.230,
2009-01,-40574.982,
2009-04,78457.493,
2009-07,-30350.104,
2009-10,31337.934,
2010-01,86045.055,
2010-04,120087.683,
2010-07,95459.925,
2010-10,115159.254,
2011-01,54896.643,
2011-04,83562.012,
2011-07,170802.307,
2011-10,-49011.465,
2012-01,258329.020,
2012-04,116535.729,
2012-07,27112.746,
2012-10,-14782.019,
2013-01,29771.575,
2013-04,62512.655,
2013-07,-16229.619,
2013-10,-38103.199,
2014-01,93077.311,Provisional value
2014-04,110181.493,Provisional value
2014-07,74981.313,Provisional value
2014-10,12267.544,Provisional value
